Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1976,15.0,5.0,5.0,5.0,49.922,21.0,10.5,10.5,10.5,17.5,7.488,2.496,2.496,2.496,10.484,5.242,5.242,5.242,8.736
1977,15.0,5.0,5.0,5.0,57.476,21.0,10.5,10.5,10.5,17.5,8.621,2.874,2.874,2.874,12.07,6.035,6.035,6.035,10.058
1978,15.0,5.0,5.0,5.0,65.277,21.0,10.5,10.5,10.5,17.5,9.792,3.264,3.264,3.264,13.708,6.854,6.854,6.854,11.423
1979,15.0,5.0,5.0,5.0,72.141,21.0,10.5,10.5,10.5,17.5,10.821,3.607,3.607,3.607,15.15,7.575,7.575,7.575,12.625
1980,15.0,5.0,5.0,5.0,77.374,21.0,10.5,10.5,10.5,17.5,11.606,3.869,3.869,3.869,16.248,8.124,8.124,8.124,13.54
1981,15.0,5.0,5.0,5.0,84.095,21.0,10.5,10.5,10.5,17.5,12.614,4.205,4.205,4.205,17.66,8.83,8.83,8.83,14.717
1982,15.0,5.0,5.0,5.0,88.43,21.0,10.5,10.5,10.5,17.5,13.264,4.421,4.421,4.421,18.57,9.285,9.285,9.285,15.475
1983,15.0,5.0,5.0,5.0,61.815,21.0,10.5,10.5,10.5,17.5,9.272,3.091,3.091,3.091,12.981,6.491,6.491,6.491,10.818
1984,15.0,5.0,5.0,5.0,61.386,21.0,10.5,10.5,10.5,17.5,9.208,3.069,3.069,3.069,12.891,6.446,6.446,6.446,10.743
1985,15.0,5.0,5.0,5.0,68.732,21.0,10.5,10.5,10.5,17.5,10.31,3.437,3.437,3.437,14.434,7.217,7.217,7.217,12.028
1986,15.0,5.0,5.0,5.0,83.595,21.0,10.5,10.5,10.5,17.5,12.539,4.18,4.18,4.18,17.555,8.777,8.777,8.777,14.629
1987,15.0,5.0,5.0,5.0,92.257,21.0,10.5,10.5,10.5,17.5,13.839,4.613,4.613,4.613,19.374,9.687,9.687,9.687,16.145
1988,15.0,5.0,5.0,5.0,100.348,21.0,10.5,10.5,10.5,17.5,15.052,5.017,5.017,5.017,21.073,10.537,10.537,10.537,17.561
1989,15.0,5.0,5.0,5.0,134.606,21.0,10.5,10.5,10.5,17.5,20.191,6.73,6.73,6.73,28.267,14.134,14.134,14.134,23.556
1990,15.0,5.0,5.0,5.0,125.47,21.0,10.5,10.5,10.5,17.5,18.821,6.274,6.274,6.274,26.349,13.174,13.174,13.174,21.957
1991,15.0,5.0,5.0,5.0,111.642,21.0,10.5,10.5,10.5,17.5,16.746,5.582,5.582,5.582,23.445,11.722,11.722,11.722,19.537
1992,15.0,5.0,5.0,5.0,106.968,21.0,10.5,10.5,10.5,17.5,16.045,5.348,5.348,5.348,22.463,11.232,11.232,11.232,18.719
1993,15.0,5.0,5.0,5.0,120.038,21.0,10.5,10.5,10.5,17.5,18.006,6.002,6.002,6.002,25.208,12.604,12.604,12.604,21.007
1994,15.0,5.0,5.0,5.0,171.234,21.0,10.5,10.5,10.5,17.5,25.685,8.562,8.562,8.562,35.959,17.98,17.98,17.98,29.966
1995,15.0,5.0,5.0,5.0,250.749,21.0,10.5,10.5,10.5,17.5,37.612,12.537,12.537,12.537,52.657,26.329,26.329,26.329,43.881
1996,15.0,5.0,5.0,5.0,277.18,21.0,10.5,10.5,10.5,17.5,41.577,13.859,13.859,13.859,58.208,29.104,29.104,29.104,48.507
1997,15.0,5.0,5.0,5.0,287.864,21.0,10.5,10.5,10.5,17.5,43.18,14.393,14.393,14.393,60.451,30.226,30.226,30.226,50.376
1998,15.0,5.0,5.0,5.0,281.51,21.0,10.5,10.5,10.5,17.5,42.226,14.075,14.075,14.075,59.117,29.559,29.559,29.559,49.264
1999,15.0,5.0,5.0,5.0,195.442,21.0,10.5,10.5,10.5,17.5,29.316,9.772,9.772,9.772,41.043,20.521,20.521,20.521,34.202
2000,15.0,5.0,5.0,5.0,213.631,21.0,10.5,10.5,10.5,17.5,32.045,10.682,10.682,10.682,44.862,22.431,22.431,22.431,37.385
2001,15.0,5.0,5.0,5.0,182.516,21.0,10.5,10.5,10.5,17.5,27.377,9.126,9.126,9.126,38.328,19.164,19.164,19.164,31.94
2002,15.0,5.0,5.0,5.0,166.158,21.0,10.5,10.5,10.5,17.5,24.924,8.308,8.308,8.308,34.893,17.447,17.447,17.447,29.078
2003,15.0,5.0,5.0,5.0,181.945,21.0,10.5,10.5,10.5,17.5,27.292,9.097,9.097,9.097,38.209,19.104,19.104,19.104,31.84
2004,15.0,5.0,5.0,5.0,218.142,21.0,10.5,10.5,10.5,17.5,32.721,10.907,10.907,10.907,45.81,22.905,22.905,22.905,38.175
2005,15.0,5.0,5.0,5.0,290.611,21.0,10.5,10.5,10.5,17.5,43.592,14.531,14.531,14.531,61.028,30.514,30.514,30.514,50.857
2006,15.0,5.0,5.0,5.0,361.009,21.0,10.5,10.5,10.5,17.5,54.151,18.05,18.05,18.05,75.812,37.906,37.906,37.906,63.177
2007,15.0,5.0,5.0,5.0,455.362,21.0,10.5,10.5,10.5,17.5,68.304,22.768,22.768,22.768,95.626,47.813,47.813,47.813,79.688
2008,15.0,5.0,5.0,5.0,552.731,21.0,10.5,10.5,10.5,17.5,82.91,27.637,27.637,27.637,116.074,58.037,58.037,58.037,96.728
2009,15.0,5.0,5.0,5.0,543.325,21.0,10.5,10.5,10.5,17.5,81.499,27.166,27.166,27.166,114.098,57.049,57.049,57.049,95.082
2010,15.0,5.0,5.0,5.0,719.928,21.0,10.5,10.5,10.5,17.5,107.989,35.996,35.996,35.996,151.185,75.592,75.592,75.592,125.987
2011,15.0,5.0,5.0,5.0,871.011,21.0,10.5,10.5,10.5,17.5,130.652,43.551,43.551,43.551,182.912,91.456,91.456,91.456,152.427
2012,15.0,5.0,5.0,5.0,806.801,21.0,10.5,10.5,10.5,17.5,121.02,40.34,40.34,40.34,169.428,84.714,84.714,84.714,141.19
2013,15.0,5.0,5.0,5.0,808.582,21.0,10.5,10.5,10.5,17.5,121.287,40.429,40.429,40.429,169.802,84.901,84.901,84.901,141.502
2014,15.0,5.0,5.0,5.0,835.384,21.0,10.5,10.5,10.5,17.5,125.308,41.769,41.769,41.769,175.431,87.715,87.715,87.715,146.192
2015,15.0,5.0,5.0,5.0,710.691,21.0,10.5,10.5,10.5,17.5,106.604,35.535,35.535,35.535,149.245,74.623,74.623,74.623,124.371
2016,15.0,5.0,5.0,5.0,696.773,21.0,10.5,10.5,10.5,17.5,104.516,34.839,34.839,34.839,146.322,73.161,73.161,73.161,121.935
2017,15.0,5.0,5.0,5.0,775.668,21.0,10.5,10.5,10.5,17.5,116.35,38.783,38.783,38.783,162.89,81.445,81.445,81.445,135.742
2018,15.0,5.0,5.0,5.0,717.68,21.0,10.5,10.5,10.5,17.5,107.652,35.884,35.884,35.884,150.713,75.356,75.356,75.356,125.594
2019,15.0,5.0,5.0,5.0,677.509,21.0,10.5,10.5,10.5,17.5,101.626,33.875,33.875,33.875,142.277,71.138,71.138,71.138,118.564
2020,15.0,5.0,5.0,5.0,598.602,21.0,10.5,10.5,10.5,17.5,89.79,29.93,29.93,29.93,125.706,62.853,62.853,62.853,104.755
2021,15.0,5.0,5.0,5.0,572.433,21.0,10.5,10.5,10.5,17.5,85.865,28.622,28.622,28.622,120.211,60.105,60.105,60.105,100.176
2022,15.0,5.0,5.0,5.0,717.406,21.0,10.5,10.5,10.5,17.5,107.611,35.87,35.87,35.87,150.655,75.328,75.328,75.328,125.546
2023,15.0,5.0,5.0,5.0,825.422,21.0,10.5,10.5,10.5,17.5,123.813,41.271,41.271,41.271,173.339,86.669,86.669,86.669,144.449
2024,15.0,5.0,5.0,5.0,823.421,21.0,10.5,10.5,10.5,17.5,123.513,41.171,41.171,41.171,172.918,86.459,86.459,86.459,144.099
2025,15.0,5.0,5.0,5.0,858.869,21.0,10.5,10.5,10.5,17.5,128.83,42.943,42.943,42.943,180.363,90.181,90.181,90.181,150.302
2026,15.0,5.0,5.0,5.0,897.518,21.0,10.5,10.5,10.5,17.5,134.628,44.876,44.876,44.876,188.479,94.239,94.239,94.239,157.066
