Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1961,4.93,12.07,12.28,3.14,5.175,10.14,6.76,13.52,23.65,13.52,0.255,0.625,0.635,0.162,0.525,0.35,0.7,1.224,0.7
1962,4.93,12.07,12.28,3.14,5.617,10.14,6.76,13.52,23.65,13.52,0.277,0.678,0.69,0.176,0.57,0.38,0.759,1.328,0.759
1963,4.93,12.07,12.28,3.14,6.094,10.14,6.76,13.52,23.65,13.52,0.3,0.736,0.748,0.191,0.618,0.412,0.824,1.441,0.824
1964,4.93,12.07,12.28,3.14,7.171,10.14,6.76,13.52,23.65,13.52,0.354,0.866,0.881,0.225,0.727,0.485,0.97,1.696,0.97
1965,4.93,12.07,12.28,3.14,8.054,10.14,6.76,13.52,23.65,13.52,0.397,0.972,0.989,0.253,0.817,0.544,1.089,1.905,1.089
1966,4.93,12.07,12.28,3.14,8.77,10.14,6.76,13.52,23.65,13.52,0.432,1.059,1.077,0.275,0.889,0.593,1.186,2.074,1.186
1967,4.93,12.07,12.28,3.14,9.621,10.14,6.76,13.52,23.65,13.52,0.474,1.161,1.181,0.302,0.976,0.65,1.301,2.275,1.301
1968,4.93,12.07,12.28,3.14,10.668,10.14,6.76,13.52,23.65,13.52,0.526,1.288,1.31,0.335,1.082,0.721,1.442,2.523,1.442
1969,4.93,12.07,12.28,3.14,12.082,10.14,6.76,13.52,23.65,13.52,0.596,1.458,1.484,0.379,1.225,0.817,1.633,2.857,1.633
1970,4.93,12.07,12.28,3.14,13.548,10.14,6.76,13.52,23.65,13.52,0.668,1.635,1.664,0.425,1.374,0.916,1.832,3.204,1.832
1971,4.93,12.07,12.28,3.14,15.825,10.14,6.76,13.52,23.65,13.52,0.78,1.91,1.943,0.497,1.605,1.07,2.139,3.742,2.139
1972,4.93,12.07,12.28,3.14,19.42,10.14,6.76,13.52,23.65,13.52,0.957,2.344,2.385,0.61,1.969,1.313,2.626,4.593,2.626
1973,4.93,12.07,12.28,3.14,25.502,10.14,6.76,13.52,23.65,13.52,1.257,3.078,3.132,0.801,2.586,1.724,3.448,6.031,3.448
1974,4.93,12.07,12.28,2.91,31.786,10.17,6.78,13.56,23.73,13.56,1.567,3.837,3.903,0.925,3.233,2.155,4.31,7.543,4.31
1975,4.93,12.07,12.28,2.68,41.52,10.21,6.8,13.61,23.81,13.61,2.047,5.012,5.099,1.113,4.239,2.823,5.651,9.886,5.651
1976,4.93,12.07,12.28,2.98,45.476,10.16,6.77,13.55,23.71,13.55,2.242,5.489,5.584,1.355,4.62,3.079,6.162,10.782,6.162
1977,4.93,12.07,12.28,3.05,54.669,10.15,6.77,13.53,23.68,13.53,2.695,6.599,6.713,1.667,5.549,3.701,7.397,12.946,7.397
1978,4.93,12.07,12.28,3.19,68.707,10.13,6.75,13.51,23.64,13.51,3.387,8.293,8.437,2.192,6.96,4.638,9.282,16.242,9.282
1979,4.93,12.07,12.28,3.33,81.652,10.11,6.74,13.48,23.59,13.48,4.025,9.855,10.027,2.719,8.255,5.503,11.007,19.262,11.007
1980,4.93,12.07,12.28,3.84,90.339,10.03,6.69,13.38,23.41,13.38,4.454,10.904,11.094,3.469,9.061,6.044,12.087,21.148,12.087
1981,4.93,12.07,12.28,4.58,78.049,9.92,6.61,13.23,23.15,13.23,3.848,9.421,9.584,3.575,7.743,5.159,10.326,18.068,10.326
1982,4.93,11.41,12.28,5.58,79.664,9.87,6.58,13.16,23.03,13.16,3.927,9.09,9.783,4.445,7.863,5.242,10.484,18.347,10.484
1983,4.93,10.64,12.28,6.52,78.337,9.84,6.56,13.13,22.97,13.13,3.862,8.335,9.62,5.108,7.708,5.139,10.286,17.994,10.286
1984,4.93,9.87,12.28,7.48,72.065,9.82,6.54,13.09,22.9,13.09,3.553,7.113,8.85,5.39,7.077,4.713,9.433,16.503,9.433
1985,4.93,10.5,12.28,8.36,71.006,9.59,6.39,12.79,22.37,12.79,3.501,7.456,8.72,5.936,6.81,4.537,9.082,15.884,9.082
1986,4.93,10.83,12.28,8.77,99.536,9.48,6.32,12.64,22.12,12.64,4.907,10.78,12.223,8.729,9.436,6.291,12.581,22.017,12.581
1987,4.93,11.3,12.28,8.6,124.536,9.43,6.29,12.58,22.01,12.58,6.14,14.073,15.293,10.71,11.744,7.833,15.667,27.41,15.667
1988,4.93,10.56,12.28,8.77,127.488,9.52,6.35,12.69,22.21,12.69,6.285,13.463,15.656,11.181,12.137,8.096,16.178,28.315,16.178
1989,4.92,10.99,12.28,8.51,121.364,9.5,6.33,12.66,22.16,12.66,5.971,13.338,14.903,10.328,11.53,7.682,15.365,26.894,15.365
1990,4.73,10.99,12.28,8.63,146.853,9.5,6.34,12.67,22.18,12.67,6.946,16.139,18.034,12.673,13.951,9.311,18.606,32.572,18.606
1991,4.42,11.07,12.28,8.88,152.209,9.5,6.33,12.67,22.17,12.67,6.728,16.85,18.691,13.516,14.46,9.635,19.285,33.745,19.285
1992,4.3,9.67,12.28,9.02,170.456,9.71,6.47,12.94,22.65,12.94,7.33,16.483,20.932,15.375,16.551,11.029,22.057,38.608,22.057
1993,3.89,9.67,12.28,9.33,167.026,9.72,6.48,12.96,22.69,12.96,6.497,16.151,20.511,15.584,16.235,10.823,21.647,37.898,21.647
1994,3.78,9.56,12.28,9.26,175.308,9.77,6.51,13.02,22.79,13.02,6.627,16.759,21.528,16.233,17.128,11.413,22.825,39.953,22.825
1995,3.33,9.67,12.28,9.0,223.844,9.86,6.57,13.14,23.0,13.14,7.454,21.646,27.488,20.146,22.071,14.707,29.413,51.484,29.413
1996,3.74,8.7,12.28,9.78,192.855,9.82,6.55,13.1,22.92,13.1,7.213,16.778,23.683,18.861,18.938,12.632,25.264,44.202,25.264
1997,3.65,10.16,12.28,9.34,174.358,9.68,6.46,12.91,22.6,12.91,6.364,17.715,21.411,16.285,16.878,11.263,22.51,39.405,22.51
1998,3.56,10.16,12.28,9.15,176.597,9.73,6.48,12.97,22.69,12.97,6.287,17.942,21.686,16.159,17.183,11.444,22.905,40.07,22.905
1999,3.55,10.16,12.28,8.66,174.473,9.8,6.53,13.07,22.87,13.07,6.194,17.726,21.425,15.109,17.098,11.393,22.804,39.902,22.804
2000,3.32,10.61,12.28,7.45,158.645,9.95,6.63,13.27,23.22,13.27,5.267,16.832,19.482,11.819,15.785,10.518,21.052,36.837,21.052
2001,3.26,10.64,12.68,6.5,167.314,10.04,6.69,13.38,23.42,13.38,5.454,17.802,21.215,10.875,16.798,11.193,22.387,39.185,22.387
2002,3.17,10.69,13.44,5.88,185.079,10.02,6.68,13.36,23.38,13.36,5.867,19.785,24.875,10.883,18.545,12.363,24.727,43.272,24.727
2003,3.14,10.97,13.81,5.38,232.239,10.0,6.67,13.34,23.34,13.34,7.292,25.477,32.072,12.494,23.224,15.49,30.981,54.205,30.981
2004,3.18,11.28,13.9,5.29,258.587,9.95,6.63,13.27,23.22,13.27,8.223,29.169,35.944,13.679,25.729,17.144,34.314,60.044,34.314
2005,3.2,11.72,14.25,5.07,262.424,9.86,6.58,13.15,23.01,13.15,8.398,30.756,37.395,13.305,25.875,17.267,34.509,60.384,34.509
2006,3.15,11.42,13.56,4.5,287.319,10.1,6.74,13.47,23.58,13.47,9.051,32.812,38.96,12.929,29.019,19.365,38.702,67.75,38.702
2007,3.11,11.23,13.7,4.52,327.378,10.12,6.74,13.49,23.6,13.49,10.181,36.765,44.851,14.797,33.131,22.065,44.163,77.261,44.163
2008,2.93,11.29,14.07,4.65,373.919,10.06,6.71,13.41,23.47,13.41,10.956,42.215,52.61,17.387,37.616,25.09,50.143,87.759,50.143
2009,2.86,11.12,13.92,4.27,376.816,10.17,6.78,13.56,23.74,13.56,10.777,41.902,52.453,16.09,38.322,25.548,51.096,89.456,51.096
2010,2.7,11.17,14.13,3.86,368.188,10.22,6.81,13.63,23.85,13.63,9.941,41.127,52.025,14.212,37.629,25.074,50.184,87.813,50.184
2011,2.67,11.34,14.52,3.9,388.749,10.14,6.76,13.51,23.65,13.51,10.38,44.084,56.446,15.161,39.419,26.279,52.52,91.939,52.52
2012,2.57,11.27,15.02,3.65,362.17,10.12,6.75,13.5,23.62,13.5,9.308,40.817,54.398,13.219,36.652,24.446,48.893,85.544,48.893
2013,2.43,11.54,15.24,3.54,381.301,10.09,6.72,13.45,23.53,13.45,9.266,44.002,58.11,13.498,38.473,25.623,51.285,89.72,51.285
2014,2.46,11.56,15.18,3.34,384.345,10.12,6.75,13.49,23.62,13.49,9.455,44.43,58.344,12.837,38.896,25.943,51.848,90.782,51.848
2015,2.47,11.66,14.87,3.09,320.185,10.19,6.79,13.58,23.77,13.58,7.909,37.334,47.612,9.894,32.627,21.741,43.481,76.108,43.481
2016,2.61,12.27,14.88,2.82,319.554,10.11,6.74,13.48,23.6,13.48,8.34,39.209,47.55,9.011,32.307,21.538,43.076,75.415,43.076
2017,2.66,11.9,14.95,2.48,330.042,10.2,6.8,13.6,23.8,13.6,8.779,39.275,49.341,8.185,33.664,22.443,44.886,78.55,44.886
2018,2.82,12.41,15.26,2.19,358.937,10.1,6.73,13.47,23.56,13.47,10.122,44.544,54.774,7.861,36.253,24.156,48.349,84.566,48.349
2019,3.07,12.01,15.58,1.97,353.995,10.11,6.74,13.48,23.58,13.48,10.868,42.515,55.152,6.974,35.789,23.859,47.718,83.472,47.718
2020,2.94,11.07,15.79,1.57,407.768,10.3,6.86,13.73,24.02,13.73,11.988,45.14,64.387,6.402,42.0,27.973,55.987,97.946,55.987
2021,2.98,11.72,16.78,1.31,447.905,10.08,6.72,13.44,23.53,13.44,13.348,52.494,75.158,5.868,45.149,30.099,60.198,105.392,60.198
2022,3.01,11.97,15.71,1.31,418.689,10.2,6.8,13.6,23.8,13.6,12.603,50.117,65.776,5.485,42.706,28.471,56.942,99.648,56.942
2023,3.34,11.97,15.56,1.59,461.245,10.13,6.75,13.51,23.64,13.51,15.406,55.211,71.77,7.334,46.724,31.134,62.314,109.038,62.314
2024,4.34,11.97,15.56,1.59,493.116,9.98,6.65,13.31,23.29,13.31,21.401,59.026,76.729,7.841,49.213,32.792,65.634,114.847,65.634
2025,4.34,11.97,15.56,1.59,541.387,9.98,6.65,13.31,23.29,13.31,23.496,64.804,84.24,8.608,54.03,36.002,72.059,126.089,72.059
2026,4.34,11.97,15.56,1.59,560.335,9.98,6.65,13.31,23.29,13.31,24.319,67.072,87.188,8.909,55.921,37.262,74.581,130.502,74.581
