Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1975,2.49,14.78,14.96,10.92,2.373,8.53,5.69,11.37,19.9,11.37,0.059,0.351,0.355,0.259,0.202,0.135,0.27,0.472,0.27
1976,2.49,14.78,14.96,12.43,2.399,8.3,5.53,11.07,19.37,11.07,0.06,0.355,0.359,0.298,0.199,0.133,0.266,0.465,0.266
1977,2.49,14.78,14.96,13.46,2.756,8.15,5.43,10.86,19.01,10.86,0.069,0.407,0.412,0.371,0.225,0.15,0.299,0.524,0.299
1978,2.49,14.78,14.96,14.14,3.721,8.04,5.36,10.73,18.77,10.73,0.093,0.55,0.557,0.526,0.299,0.199,0.399,0.698,0.399
1979,2.49,14.78,14.96,14.34,4.86,8.01,5.34,10.69,18.7,10.69,0.121,0.718,0.727,0.697,0.389,0.26,0.52,0.909,0.52
1980,2.49,14.78,14.96,14.09,6.296,8.05,5.37,10.73,18.79,10.73,0.157,0.931,0.942,0.887,0.507,0.338,0.676,1.183,0.676
1981,2.49,14.78,14.96,15.27,6.263,7.87,5.25,10.5,18.37,10.5,0.156,0.926,0.937,0.956,0.493,0.329,0.658,1.151,0.658
1982,2.49,13.06,14.96,17.15,7.033,7.85,5.23,10.47,18.32,10.47,0.175,0.918,1.052,1.206,0.552,0.368,0.736,1.288,0.736
1983,2.49,11.61,14.96,17.36,6.938,8.04,5.36,10.71,18.75,10.71,0.173,0.806,1.038,1.204,0.558,0.372,0.743,1.301,0.743
1984,2.49,11.29,14.96,18.18,6.505,7.96,5.31,10.62,18.58,10.62,0.162,0.734,0.973,1.183,0.518,0.345,0.691,1.209,0.691
1985,2.49,11.23,14.96,19.54,7.009,7.77,5.18,10.35,18.12,10.35,0.175,0.787,1.049,1.37,0.545,0.363,0.725,1.27,0.725
1986,2.49,9.82,14.96,18.69,9.291,8.11,5.4,10.81,18.91,10.81,0.231,0.912,1.39,1.737,0.754,0.502,1.004,1.757,1.004
1987,2.49,10.6,14.96,18.52,10.898,8.01,5.34,10.69,18.7,10.69,0.271,1.155,1.63,2.018,0.873,0.582,1.165,2.038,1.165
1988,2.49,10.54,14.96,18.9,11.148,7.97,5.31,10.62,18.59,10.62,0.278,1.175,1.668,2.107,0.889,0.592,1.184,2.072,1.184
1989,2.61,10.93,14.96,19.88,9.916,7.74,5.16,10.32,18.06,10.32,0.259,1.084,1.483,1.971,0.767,0.512,1.023,1.791,1.023
1990,2.77,11.7,14.96,20.99,12.662,7.44,4.96,9.91,17.35,9.91,0.351,1.481,1.894,2.658,0.942,0.628,1.255,2.197,1.255
1991,2.79,11.42,14.96,19.57,13.281,7.69,5.13,10.25,17.94,10.25,0.371,1.517,1.987,2.599,1.021,0.681,1.361,2.383,1.361
1992,2.63,11.8,14.96,17.95,15.1,7.9,5.27,10.53,18.43,10.53,0.397,1.782,2.259,2.71,1.193,0.796,1.59,2.783,1.59
1993,2.62,12.04,14.96,16.79,14.172,8.04,5.36,10.72,18.76,10.72,0.371,1.706,2.12,2.38,1.139,0.76,1.519,2.659,1.519
1994,2.57,12.81,14.96,15.55,15.227,8.12,5.41,10.82,18.94,10.82,0.391,1.951,2.278,2.368,1.236,0.824,1.648,2.884,1.648
1995,2.52,12.74,14.96,13.67,18.484,8.42,5.61,11.22,19.64,11.22,0.466,2.355,2.765,2.527,1.556,1.037,2.074,3.63,2.074
1996,2.57,12.94,14.96,12.33,19.255,8.58,5.72,11.44,20.02,11.44,0.495,2.492,2.881,2.374,1.652,1.101,2.203,3.855,2.203
1997,2.56,12.55,14.96,11.06,19.69,8.83,5.89,11.78,20.61,11.78,0.504,2.471,2.946,2.178,1.739,1.16,2.32,4.058,2.32
1998,2.41,12.55,14.96,10.64,20.153,8.92,5.95,11.89,20.81,11.89,0.486,2.529,3.015,2.144,1.798,1.199,2.396,4.194,2.396
1999,2.31,12.72,14.96,7.93,20.897,9.31,6.21,12.42,21.73,12.42,0.483,2.658,3.126,1.657,1.946,1.298,2.595,4.541,2.595
2000,2.27,13.52,14.96,6.9,19.936,9.35,6.24,12.47,21.82,12.47,0.453,2.695,2.982,1.376,1.864,1.244,2.486,4.35,2.486
2001,2.18,12.7,15.59,4.85,22.769,9.7,6.47,12.94,22.64,12.94,0.496,2.892,3.55,1.104,2.209,1.473,2.946,5.155,2.946
2002,1.93,12.48,16.03,4.35,27.234,9.78,6.52,13.04,22.82,13.04,0.526,3.399,4.366,1.185,2.663,1.776,3.551,6.215,3.551
2003,1.8,12.87,16.9,3.99,35.171,9.67,6.44,12.89,22.55,12.89,0.633,4.526,5.944,1.403,3.401,2.265,4.534,7.931,4.534
2004,1.73,13.66,17.36,3.61,41.505,9.55,6.36,12.73,22.27,12.73,0.718,5.67,7.205,1.498,3.964,2.64,5.284,9.243,5.284
2005,1.64,13.68,18.25,3.31,46.319,9.47,6.31,12.62,22.09,12.62,0.76,6.336,8.453,1.533,4.386,2.923,5.845,10.232,5.845
2006,1.53,13.55,17.43,3.21,51.152,9.64,6.43,12.86,22.5,12.86,0.783,6.931,8.916,1.642,4.931,3.289,6.578,11.509,6.578
2007,1.43,13.23,17.36,3.13,61.958,9.73,6.49,12.97,22.7,12.97,0.886,8.197,10.756,1.939,6.029,4.021,8.036,14.065,8.036
2008,1.39,13.13,17.42,3.44,73.365,9.69,6.46,12.92,22.62,12.92,1.02,9.633,12.78,2.524,7.109,4.739,9.479,16.595,9.479
2009,1.28,13.13,17.3,4.55,74.825,9.56,6.37,12.75,22.31,12.75,0.958,9.825,12.945,3.405,7.153,4.766,9.54,16.693,9.54
2010,0.89,9.32,12.35,4.53,99.431,10.94,7.29,14.58,25.52,14.58,0.885,9.267,12.28,4.504,10.878,7.249,14.497,25.375,14.497
2011,1.15,12.34,16.18,7.46,76.998,9.43,6.29,12.57,22.0,12.57,0.885,9.502,12.458,5.744,7.261,4.843,9.679,16.94,9.679
2012,1.21,13.52,17.93,10.3,65.193,8.56,5.7,11.41,19.96,11.41,0.789,8.814,11.689,6.715,5.581,3.716,7.439,13.013,7.439
2013,1.24,13.15,17.92,11.24,65.679,8.47,5.65,11.29,19.76,11.29,0.814,8.637,11.77,7.382,5.563,3.711,7.415,12.978,7.415
2014,1.23,12.97,18.02,10.98,65.856,8.52,5.68,11.36,19.88,11.36,0.81,8.542,11.867,7.231,5.611,3.741,7.481,13.092,7.481
2015,1.18,12.92,18.12,9.56,57.715,8.73,5.82,11.64,20.38,11.64,0.681,7.457,10.458,5.518,5.038,3.359,6.718,11.762,6.718
2016,1.19,13.31,19.26,8.82,56.487,8.61,5.74,11.48,20.1,11.48,0.672,7.518,10.879,4.982,4.864,3.242,6.485,11.354,6.485
2017,1.17,13.37,19.87,8.06,59.441,8.63,5.75,11.51,20.14,11.51,0.695,7.947,11.811,4.791,5.13,3.418,6.842,11.971,6.842
2018,1.13,13.34,20.05,6.86,65.561,8.79,5.86,11.72,20.52,11.72,0.741,8.746,13.145,4.497,5.763,3.842,7.684,13.453,7.684
2019,1.14,13.53,20.47,5.76,64.365,8.86,5.91,11.82,20.68,11.82,0.734,8.709,13.175,3.707,5.703,3.804,7.608,13.311,7.608
2020,0.98,11.97,20.3,3.98,78.714,9.42,6.28,12.55,21.97,12.55,0.771,9.422,15.979,3.133,7.415,4.943,9.879,17.293,9.879
2021,1.01,12.33,20.97,3.29,84.83,9.36,6.24,12.48,21.84,12.48,0.857,10.459,17.789,2.791,7.94,5.293,10.587,18.527,10.587
2022,1.03,12.33,22.37,3.3,75.815,9.14,6.1,12.19,21.34,12.19,0.781,9.348,16.96,2.502,6.929,4.625,9.242,16.179,9.242
2023,1.02,12.33,22.16,3.3,78.446,9.18,6.12,12.24,21.42,12.24,0.8,9.672,17.384,2.589,7.201,4.801,9.602,16.803,9.602
2024,1.0,12.33,22.16,3.3,84.223,9.18,6.12,12.24,21.42,12.24,0.842,10.385,18.664,2.779,7.732,5.154,10.309,18.041,10.309
2025,1.0,12.33,22.16,3.3,99.784,9.18,6.12,12.24,21.42,12.24,0.998,12.303,22.112,3.293,9.16,6.107,12.214,21.374,12.214
2026,1.0,12.33,22.16,3.3,103.276,9.18,6.12,12.24,21.42,12.24,1.033,12.734,22.886,3.408,9.481,6.321,12.641,22.122,12.641
