Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
2010,3.28,9.13,5.0,4.75,63.537,19.46,11.68,15.57,15.57,15.57,2.084,5.801,3.177,3.018,12.364,7.421,9.893,9.893,9.893
2011,3.53,8.31,5.0,5.36,69.535,19.45,11.67,15.56,15.56,15.56,2.455,5.778,3.477,3.727,13.525,8.115,10.82,10.82,10.82
2012,3.51,8.44,5.0,6.07,62.057,19.25,11.55,15.4,15.4,15.4,2.178,5.238,3.103,3.767,11.946,7.168,9.557,9.557,9.557
2013,3.78,8.96,5.0,5.75,65.199,19.13,11.48,15.3,15.3,15.3,2.465,5.842,3.26,3.749,12.473,7.485,9.975,9.975,9.975
2014,3.99,9.26,5.0,4.9,69.499,19.21,11.53,15.37,15.37,15.37,2.773,6.436,3.475,3.405,13.351,8.013,10.682,10.682,10.682
2015,4.25,9.09,5.0,4.41,62.992,19.31,11.59,15.45,15.45,15.45,2.677,5.726,3.15,2.778,12.164,7.301,9.732,9.732,9.732
2016,4.49,9.51,5.0,3.99,64.046,19.25,11.55,15.4,15.4,15.4,2.876,6.091,3.202,2.555,12.329,7.397,9.863,9.863,9.863
2017,5.59,10.05,5.0,3.65,71.222,18.93,11.36,15.14,15.14,15.14,3.981,7.158,3.561,2.6,13.482,8.091,10.783,10.783,10.783
2018,5.65,10.46,5.0,3.26,84.926,18.91,11.34,15.13,15.13,15.13,4.798,8.883,4.246,2.769,16.06,9.631,12.849,12.849,12.849
2019,5.51,10.71,5.0,3.31,90.713,18.87,11.32,15.09,15.09,15.09,4.998,9.715,4.536,3.003,17.118,10.269,13.689,13.689,13.689
2020,5.26,9.4,5.0,3.57,102.737,19.19,11.51,15.35,15.35,15.35,5.404,9.657,5.137,3.668,19.715,11.825,15.77,15.77,15.77
2021,4.99,8.95,5.0,3.82,113.737,19.31,11.59,15.45,15.45,15.45,5.675,10.179,5.687,4.345,21.963,13.182,17.572,17.572,17.572
2022,4.68,8.78,5.0,3.87,118.164,19.42,11.65,15.53,15.53,15.53,5.53,10.375,5.908,4.573,22.947,13.766,18.351,18.351,18.351
2023,4.38,8.78,5.0,3.87,139.146,19.49,11.7,15.6,15.6,15.6,6.095,12.217,6.957,5.385,27.12,16.28,21.707,21.707,21.707
2024,5.85,8.78,5.0,3.87,153.073,19.13,11.48,15.3,15.3,15.3,8.955,13.44,7.654,5.924,29.283,17.573,23.42,23.42,23.42
2025,5.85,8.78,5.0,3.87,171.524,19.13,11.48,15.3,15.3,15.3,10.034,15.06,8.576,6.638,32.813,19.691,26.243,26.243,26.243
2026,5.85,8.78,5.0,3.87,177.528,19.13,11.48,15.3,15.3,15.3,10.385,15.587,8.876,6.87,33.961,20.38,27.162,27.162,27.162
