Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1981,3.02,16.13,15.07,5.0,494.462,9.12,6.08,12.16,21.28,12.16,14.933,79.757,74.515,24.723,45.095,30.063,60.127,105.221,60.127
1982,3.02,15.68,15.07,5.0,458.971,9.19,6.12,12.25,21.43,12.25,13.861,71.967,69.167,22.949,42.179,28.089,56.224,98.357,56.224
1983,3.02,14.89,15.07,5.0,502.947,9.3,6.2,12.41,21.71,12.41,15.189,74.889,75.794,25.147,46.774,31.183,62.416,109.19,62.416
1984,3.02,18.05,15.07,5.0,515.196,8.83,5.89,11.77,20.6,11.77,15.559,92.993,77.64,25.76,45.492,30.345,60.639,106.13,60.639
1985,3.02,18.05,15.07,5.0,533.323,8.83,5.89,11.77,20.6,11.77,16.106,96.265,80.372,26.666,47.092,31.413,62.772,109.864,62.772
1986,3.02,18.05,15.07,5.0,776.315,8.83,5.89,11.77,20.6,11.77,23.445,140.125,116.991,38.816,68.549,45.725,91.372,159.921,91.372
1987,3.02,18.05,15.07,5.0,921.401,8.83,5.89,11.77,20.6,11.77,27.826,166.313,138.855,46.07,81.36,54.271,108.449,189.809,108.449
1988,3.02,17.8,15.07,5.0,1084.478,8.87,5.91,11.82,20.69,11.82,32.751,193.037,163.431,54.224,96.193,64.093,128.185,224.379,128.185
1989,3.08,17.64,15.07,5.0,1111.402,8.88,5.92,11.84,20.72,11.84,34.231,196.051,167.488,55.57,98.693,65.795,131.59,230.283,131.59
1990,3.07,11.11,15.07,5.0,1068.847,9.86,6.57,13.15,23.01,13.15,32.814,118.749,161.075,53.442,105.388,70.223,140.553,245.942,140.553
1991,3.07,11.11,15.07,5.0,1328.286,9.86,6.57,13.15,23.01,13.15,40.778,147.573,200.173,66.414,130.969,87.268,174.67,305.638,174.67
1992,2.99,11.11,15.07,5.0,1449.401,9.87,6.58,13.17,23.04,13.17,43.337,161.028,218.425,72.47,143.056,95.371,190.886,333.942,190.886
1993,2.84,11.11,15.07,5.0,1651.931,9.9,6.6,13.2,23.09,13.2,46.915,183.53,248.946,82.597,163.541,109.027,218.055,381.431,218.055
1994,2.76,11.11,15.07,5.0,1820.096,9.91,6.61,13.21,23.12,13.21,50.235,202.213,274.288,91.005,180.372,120.308,240.435,420.806,240.435
1995,2.7,10.38,15.07,5.0,2018.95,10.03,6.69,13.37,23.4,13.37,54.512,209.567,304.256,100.948,202.501,135.068,269.934,472.434,269.934
1996,2.65,9.97,15.07,5.0,1783.323,10.1,6.73,13.46,23.56,13.46,47.258,177.797,268.747,89.166,180.116,120.018,240.035,420.151,240.035
1997,2.73,9.97,15.07,5.0,1570.839,10.08,6.72,13.45,23.53,13.45,42.884,156.613,236.725,78.542,158.341,105.56,211.278,369.618,211.278
1998,2.39,9.97,15.07,5.0,1997.433,10.14,6.76,13.51,23.65,13.51,47.739,199.144,301.013,99.872,202.54,135.026,269.853,472.393,269.853
1999,2.62,9.97,15.07,5.0,1944.52,10.1,6.73,13.47,23.57,13.47,50.946,193.869,293.039,97.226,196.396,130.866,261.927,458.323,261.927
2000,2.55,9.97,15.07,5.0,2059.695,10.11,6.74,13.48,23.6,13.48,52.522,205.352,310.396,102.985,208.235,138.823,277.647,486.088,277.647
2001,2.65,9.97,15.95,5.0,1720.72,9.97,6.64,13.29,23.25,13.29,45.599,171.556,274.455,86.036,171.556,114.256,228.684,400.067,228.684
2002,2.66,9.97,16.06,5.0,1632.448,9.95,6.63,13.26,23.21,13.26,43.423,162.755,262.171,81.622,162.429,108.231,216.463,378.891,216.463
2003,2.68,9.97,16.36,5.0,1722.499,9.9,6.6,13.2,23.1,13.2,46.163,171.733,281.801,86.125,170.527,113.685,227.37,397.897,227.37
2004,2.75,9.97,17.2,5.0,1787.138,9.76,6.51,13.02,22.78,13.02,49.146,178.178,307.388,89.357,174.425,116.343,232.685,407.11,232.685
2005,2.74,9.97,17.75,5.0,1762.056,9.68,6.45,12.91,22.59,12.91,48.28,175.677,312.765,88.103,170.567,113.653,227.481,398.049,227.481
2006,2.73,9.97,17.87,5.0,1655.221,9.66,6.44,12.89,22.55,12.89,45.188,165.026,295.788,82.761,159.894,106.596,213.358,373.252,213.358
2007,2.67,9.97,18.23,5.0,1553.956,9.62,6.41,12.83,22.45,12.83,41.491,154.929,283.286,77.698,149.491,99.609,199.373,348.863,199.373
2008,2.66,9.97,18.1,5.0,1888.73,9.64,6.43,12.85,22.49,12.85,50.24,188.306,341.86,94.436,182.074,121.445,242.702,424.775,242.702
2009,2.52,9.97,18.06,5.0,2334.08,9.67,6.45,12.89,22.56,12.89,58.819,232.708,421.535,116.704,225.706,150.548,300.863,526.568,300.863
2010,2.51,9.97,18.93,5.0,2403.15,9.54,6.36,12.72,22.25,12.72,60.319,239.594,454.916,120.157,229.261,152.84,305.681,534.701,305.681
2011,2.52,9.97,21.69,5.0,2808.475,9.12,6.08,12.16,21.29,12.16,70.774,280.005,609.158,140.424,256.133,170.755,341.511,597.924,341.511
2012,2.48,9.97,22.22,5.0,2752.591,9.05,6.03,12.07,21.12,12.07,68.264,274.433,611.626,137.63,249.109,165.981,332.238,581.347,332.238
2013,2.43,9.97,22.22,5.0,2291.057,9.06,6.04,12.08,21.14,12.08,55.673,228.418,509.073,114.553,207.57,138.38,276.76,484.329,276.76
2014,2.49,9.97,22.57,5.0,2085.237,8.99,6.0,11.99,20.99,11.99,51.922,207.898,470.638,104.262,187.463,125.114,250.02,437.691,250.02
2015,2.54,9.97,23.15,5.0,1828.086,8.9,5.93,11.87,20.77,11.87,46.433,182.26,423.202,91.404,162.7,108.405,216.994,379.693,216.994
2016,2.5,9.97,23.18,5.0,2026.046,8.9,5.94,11.87,20.78,11.87,50.651,201.997,469.637,101.302,180.318,120.347,240.492,421.012,240.492
2017,2.49,9.97,24.46,5.0,1934.916,8.71,5.81,11.62,20.33,11.62,48.179,192.911,473.281,96.746,168.531,112.419,224.837,393.368,224.837
2018,2.62,9.97,24.49,5.0,1962.95,8.69,5.79,11.58,20.27,11.58,51.429,195.706,480.726,98.147,170.58,113.655,227.31,397.89,227.31
2019,2.66,9.97,24.7,5.0,2036.701,8.65,5.77,11.53,20.19,11.53,54.176,203.059,503.065,101.835,176.175,117.518,234.832,411.21,234.832
2020,2.28,9.97,21.95,5.0,2890.765,9.12,6.08,12.16,21.28,12.16,65.909,288.209,634.523,144.538,263.638,175.759,351.517,615.155,351.517
2021,2.51,9.97,24.54,5.0,2639.592,8.7,5.8,11.6,20.3,11.6,66.254,263.167,647.756,131.98,229.645,153.096,306.193,535.837,306.193
2022,2.41,9.97,25.37,5.0,2161.752,8.59,5.73,11.45,20.04,11.45,52.098,215.527,548.436,108.088,185.694,123.868,247.521,433.215,247.521
2023,2.77,9.97,23.3,5.0,2131.074,8.84,5.9,11.79,20.64,11.79,59.031,212.468,496.54,106.554,188.387,125.733,251.254,439.854,251.254
2024,3.25,9.97,23.3,5.0,2036.377,8.77,5.85,11.7,20.47,11.7,66.182,203.027,474.476,101.819,178.59,119.128,238.256,416.846,238.256
2025,3.25,9.97,23.3,5.0,2155.525,8.77,5.85,11.7,20.47,11.7,70.055,214.906,502.237,107.776,189.04,126.098,252.196,441.236,252.196
2026,3.25,9.97,23.3,5.0,2187.857,8.77,5.85,11.7,20.47,11.7,71.105,218.129,509.771,109.393,191.875,127.99,255.979,447.854,255.979
