Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1977,7.04,13.25,14.6,5.0,37.905,9.02,6.01,12.02,21.04,12.02,2.669,5.022,5.534,1.895,3.419,2.278,4.556,7.975,4.556
1978,7.04,13.25,14.6,5.0,42.219,9.02,6.01,12.02,21.04,12.02,2.972,5.594,6.164,2.111,3.808,2.537,5.075,8.883,5.075
1979,7.04,13.25,14.6,5.0,46.496,9.02,6.01,12.02,21.04,12.02,3.273,6.161,6.788,2.325,4.194,2.794,5.589,9.783,5.589
1980,7.04,13.25,14.6,5.0,50.962,9.02,6.01,12.02,21.04,12.02,3.588,6.752,7.44,2.548,4.597,3.063,6.126,10.722,6.126
1981,7.04,13.25,14.6,5.0,60.608,9.02,6.01,12.02,21.04,12.02,4.267,8.031,8.849,3.03,5.467,3.643,7.285,12.752,7.285
1982,7.04,13.25,14.6,5.0,65.728,9.02,6.01,12.02,21.04,12.02,4.627,8.709,9.596,3.286,5.929,3.95,7.9,13.829,7.9
1983,7.04,13.25,14.6,5.0,65.928,9.02,6.01,12.02,21.04,12.02,4.641,8.735,9.625,3.296,5.947,3.962,7.924,13.871,7.924
1984,7.04,13.25,14.6,5.0,74.498,9.02,6.01,12.02,21.04,12.02,5.245,9.871,10.877,3.725,6.72,4.477,8.955,15.674,8.955
1985,7.04,13.25,14.6,5.0,69.413,9.02,6.01,12.02,21.04,12.02,4.887,9.197,10.134,3.471,6.261,4.172,8.343,14.604,8.343
1986,7.04,13.25,14.6,5.0,69.331,9.02,6.01,12.02,21.04,12.02,4.881,9.186,10.122,3.467,6.254,4.167,8.334,14.587,8.334
1987,7.04,13.25,14.6,5.0,70.801,9.02,6.01,12.02,21.04,12.02,4.984,9.381,10.337,3.54,6.386,4.255,8.51,14.896,8.51
1988,7.04,13.25,14.6,5.0,83.098,9.02,6.01,12.02,21.04,12.02,5.85,11.011,12.132,4.155,7.495,4.994,9.988,17.484,9.988
1989,6.92,13.35,14.6,5.0,96.741,9.02,6.01,12.03,21.05,12.03,6.694,12.915,14.124,4.837,8.726,5.814,11.638,20.364,11.638
1990,6.79,13.59,14.6,5.0,98.799,9.0,6.0,12.0,21.01,12.0,6.708,13.427,14.425,4.94,8.892,5.928,11.856,20.758,11.856
1991,6.55,14.07,14.6,5.0,109.814,8.97,5.98,11.96,20.92,11.96,7.193,15.451,16.033,5.491,9.85,6.567,13.134,22.973,13.134
1992,6.36,13.2,14.6,5.0,115.679,9.12,6.08,12.17,21.29,12.17,7.357,15.27,16.889,5.784,10.55,7.033,14.078,24.628,14.078
1993,6.38,15.02,14.6,5.0,113.336,8.85,5.9,11.8,20.65,11.8,7.231,17.023,16.547,5.667,10.03,6.687,13.374,23.404,13.374
1994,6.26,14.3,14.6,5.0,117.79,8.98,5.98,11.97,20.94,11.97,7.374,16.844,17.197,5.889,10.578,7.044,14.099,24.665,14.099
1995,6.0,12.17,14.6,5.0,135.914,9.33,6.22,12.45,21.78,12.45,8.155,16.541,19.843,6.796,12.681,8.454,16.921,29.602,16.921
1996,5.76,12.17,14.6,5.0,143.36,9.37,6.25,12.49,21.86,12.49,8.258,17.447,20.931,7.168,13.433,8.96,17.906,31.339,17.906
1997,5.69,12.17,14.6,5.0,150.812,9.38,6.25,12.51,21.89,12.51,8.581,18.354,22.019,7.541,14.146,9.426,18.867,33.013,18.867
1998,5.39,12.17,14.6,5.0,123.956,9.43,6.28,12.57,21.99,12.57,6.681,15.085,18.098,6.198,11.689,7.784,15.581,27.258,15.581
1999,5.21,12.17,14.6,5.0,138.837,9.45,6.3,12.6,22.06,12.6,7.233,16.897,20.27,6.942,13.12,8.747,17.494,30.628,17.494
2000,5.18,12.17,14.6,5.0,145.422,9.46,6.3,12.61,22.07,12.61,7.533,17.698,21.232,7.271,13.757,9.162,18.338,32.095,18.338
2001,5.23,12.17,14.71,5.0,144.52,9.43,6.29,12.58,22.01,12.58,7.558,17.588,21.259,7.226,13.628,9.09,18.181,31.809,18.181
2002,5.35,12.17,15.51,5.0,151.701,9.29,6.2,12.39,21.69,12.39,8.116,18.462,23.529,7.585,14.093,9.405,18.796,32.904,18.796
2003,5.28,12.17,15.48,5.0,174.841,9.31,6.21,12.41,21.72,12.41,9.232,21.278,27.065,8.742,16.278,10.858,21.698,37.975,21.698
2004,5.24,12.17,15.95,5.0,228.876,9.25,6.16,12.33,21.58,12.33,11.993,27.854,36.506,11.444,21.171,14.099,28.22,49.391,28.22
2005,5.2,12.17,15.9,5.0,258.531,9.26,6.17,12.35,21.61,12.35,13.444,31.463,41.106,12.927,23.94,15.951,31.929,55.869,31.929
2006,5.26,12.17,15.94,5.0,270.992,9.24,6.16,12.33,21.57,12.33,14.254,32.98,43.196,13.55,25.04,16.693,33.413,58.453,33.413
2007,5.28,12.17,16.49,5.0,303.966,9.16,6.11,12.21,21.37,12.21,16.049,36.993,50.124,15.198,27.843,18.572,37.114,64.958,37.114
2008,5.13,12.17,15.61,5.0,373.549,9.31,6.21,12.42,21.73,12.42,19.163,45.461,58.311,18.677,34.777,23.197,46.395,81.172,46.395
2009,5.09,12.17,15.88,5.0,357.463,9.28,6.19,12.37,21.65,12.37,18.195,43.503,56.765,17.873,33.173,22.127,44.218,77.391,44.218
2010,5.02,12.17,16.11,5.0,446.149,9.25,6.17,12.34,21.59,12.34,22.397,54.296,71.875,22.307,41.269,27.527,55.055,96.324,55.055
2011,4.84,12.17,16.32,5.0,528.739,9.25,6.17,12.33,21.58,12.33,25.591,64.348,86.29,26.437,48.908,32.623,65.194,114.102,65.194
2012,4.57,12.17,16.19,5.0,587.794,9.31,6.21,12.41,21.72,12.41,26.862,71.534,95.164,29.39,54.724,36.502,72.945,127.669,72.945
2013,4.51,12.17,15.4,5.0,593.553,9.44,6.29,12.58,22.02,12.58,26.769,72.235,91.407,29.678,56.031,37.335,74.669,130.7,74.669
2014,4.82,12.17,17.64,5.0,560.646,9.06,6.04,12.07,21.13,12.07,27.023,68.231,98.898,28.032,50.795,33.863,67.67,118.464,67.67
2015,5.24,12.17,18.29,5.0,525.937,8.9,5.93,11.86,20.76,11.86,27.559,64.007,96.194,26.297,46.808,31.188,62.376,109.184,62.376
2016,5.61,12.17,18.54,5.0,473.571,8.8,5.87,11.74,20.54,11.74,26.567,57.634,87.8,23.679,41.674,27.799,55.597,97.271,55.597
2017,5.45,12.17,18.58,5.0,513.416,8.82,5.88,11.76,20.58,11.76,27.981,62.483,95.393,25.671,45.283,30.189,60.378,105.661,60.378
2018,5.14,12.17,18.53,5.0,544.611,8.87,5.92,11.83,20.71,11.83,27.993,66.279,100.916,27.231,48.307,32.241,64.428,112.789,64.428
2019,4.83,12.17,17.13,5.0,530.158,9.13,6.09,12.17,21.3,12.17,25.607,64.52,90.816,26.508,48.403,32.287,64.52,112.924,64.52
2020,4.52,12.17,17.06,5.0,584.469,9.19,6.12,12.25,21.44,12.25,26.418,71.13,99.71,29.223,53.713,35.77,71.598,125.31,71.598
2021,4.74,12.11,19.29,5.0,738.755,8.83,5.89,11.77,20.6,11.77,35.017,89.463,142.506,36.938,65.232,43.513,86.951,152.183,86.951
2022,5.02,12.64,20.25,5.0,680.151,8.56,5.71,11.42,19.98,11.42,34.144,85.971,137.731,34.008,58.221,38.837,77.673,135.894,77.673
2023,5.01,12.64,21.01,5.0,695.724,8.45,5.63,11.27,19.72,11.27,34.856,87.94,146.172,34.786,58.789,39.169,78.408,137.197,78.408
2024,4.96,12.64,21.01,5.0,704.778,8.46,5.64,11.28,19.73,11.28,34.957,89.084,148.074,35.239,59.624,39.749,79.499,139.053,79.499
2025,4.96,12.64,21.01,5.0,721.423,8.46,5.64,11.28,19.73,11.28,35.783,91.188,151.571,36.071,61.032,40.688,81.376,142.337,81.376
2026,4.96,12.64,21.01,5.0,750.28,8.46,5.64,11.28,19.73,11.28,37.214,94.835,157.634,37.514,63.474,42.316,84.632,148.03,84.632
