Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1961,5.78,15.4,17.82,8.65,3.898,13.09,7.85,10.47,10.47,10.47,0.225,0.6,0.695,0.337,0.51,0.306,0.408,0.408,0.408
1962,5.78,15.4,17.82,8.65,3.551,13.09,7.85,10.47,10.47,10.47,0.205,0.547,0.633,0.307,0.465,0.279,0.372,0.372,0.372
1963,5.78,15.4,17.82,8.65,3.538,13.09,7.85,10.47,10.47,10.47,0.204,0.545,0.63,0.306,0.463,0.278,0.37,0.37,0.37
1964,5.78,15.4,17.82,8.65,4.958,13.09,7.85,10.47,10.47,10.47,0.287,0.763,0.883,0.429,0.649,0.389,0.519,0.519,0.519
1965,5.78,15.4,17.82,8.65,5.488,13.09,7.85,10.47,10.47,10.47,0.317,0.845,0.978,0.475,0.718,0.431,0.575,0.575,0.575
1966,5.78,15.4,17.82,8.65,5.543,13.09,7.85,10.47,10.47,10.47,0.32,0.854,0.988,0.48,0.726,0.435,0.58,0.58,0.58
1967,5.78,15.4,17.82,8.65,4.697,13.09,7.85,10.47,10.47,10.47,0.271,0.723,0.837,0.406,0.615,0.369,0.492,0.492,0.492
1968,5.78,15.4,17.82,8.65,5.119,13.09,7.85,10.47,10.47,10.47,0.296,0.788,0.912,0.443,0.67,0.402,0.536,0.536,0.536
1969,5.78,15.4,17.82,8.65,6.052,13.09,7.85,10.47,10.47,10.47,0.35,0.932,1.078,0.523,0.792,0.475,0.634,0.634,0.634
1970,5.78,15.4,17.82,8.65,6.115,13.09,7.85,10.47,10.47,10.47,0.353,0.942,1.09,0.529,0.8,0.48,0.64,0.64,0.64
1971,5.78,15.4,17.82,8.65,6.446,13.09,7.85,10.47,10.47,10.47,0.373,0.993,1.149,0.558,0.844,0.506,0.675,0.675,0.675
1972,5.78,15.4,17.82,8.65,6.725,13.09,7.85,10.47,10.47,10.47,0.389,1.036,1.198,0.582,0.88,0.528,0.704,0.704,0.704
1973,5.78,15.4,17.82,8.65,10.174,13.09,7.85,10.47,10.47,10.47,0.588,1.567,1.813,0.88,1.332,0.799,1.065,1.065,1.065
1974,5.78,15.4,17.82,8.65,14.025,13.09,7.85,10.47,10.47,10.47,0.811,2.16,2.499,1.213,1.836,1.101,1.468,1.468,1.468
1975,5.78,15.4,17.82,8.65,10.153,13.09,7.85,10.47,10.47,10.47,0.587,1.564,1.809,0.878,1.329,0.797,1.063,1.063,1.063
1976,5.78,15.4,17.82,8.65,9.907,13.09,7.85,10.47,10.47,10.47,0.573,1.526,1.766,0.857,1.297,0.778,1.037,1.037,1.037
1977,5.78,15.4,17.82,8.65,10.994,13.09,7.85,10.47,10.47,10.47,0.635,1.693,1.959,0.951,1.439,0.863,1.151,1.151,1.151
1978,5.78,15.4,17.82,8.65,17.242,13.09,7.85,10.47,10.47,10.47,0.997,2.655,3.072,1.491,2.257,1.353,1.805,1.805,1.805
1979,5.78,15.4,17.82,8.65,13.409,13.09,7.85,10.47,10.47,10.47,0.775,2.065,2.389,1.16,1.755,1.053,1.404,1.404,1.404
1980,5.78,15.4,17.82,8.65,14.901,13.09,7.85,10.47,10.47,10.47,0.861,2.295,2.655,1.289,1.951,1.17,1.56,1.56,1.56
1981,5.78,15.4,17.82,8.65,15.233,13.09,7.85,10.47,10.47,10.47,0.88,2.346,2.715,1.318,1.994,1.196,1.595,1.595,1.595
1982,5.78,15.4,17.82,8.65,16.324,13.09,7.85,10.47,10.47,10.47,0.944,2.514,2.909,1.412,2.137,1.281,1.709,1.709,1.709
1983,5.78,15.4,17.82,8.65,20.132,13.09,7.85,10.47,10.47,10.47,1.164,3.1,3.588,1.741,2.635,1.58,2.108,2.108,2.108
1984,5.78,15.4,17.82,8.65,22.637,13.09,7.85,10.47,10.47,10.47,1.308,3.486,4.034,1.958,2.963,1.777,2.37,2.37,2.37
1985,5.78,15.4,17.82,8.65,17.068,13.09,7.85,10.47,10.47,10.47,0.987,2.628,3.041,1.476,2.234,1.34,1.787,1.787,1.787
1986,5.78,15.4,17.82,8.65,20.499,13.09,7.85,10.47,10.47,10.47,1.185,3.157,3.653,1.773,2.683,1.609,2.146,2.146,2.146
1987,5.78,15.4,17.82,8.65,21.068,13.09,7.85,10.47,10.47,10.47,1.218,3.244,3.754,1.822,2.758,1.654,2.206,2.206,2.206
1988,5.78,15.4,17.82,8.65,24.568,13.09,7.85,10.47,10.47,10.47,1.42,3.784,4.378,2.125,3.216,1.929,2.572,2.572,2.572
1989,5.78,15.4,17.82,8.65,14.837,13.09,7.85,10.47,10.47,10.47,0.858,2.285,2.644,1.283,1.942,1.165,1.553,1.553,1.553
1990,5.78,15.4,17.82,8.65,27.369,13.09,7.85,10.47,10.47,10.47,1.582,4.215,4.877,2.367,3.583,2.148,2.866,2.866,2.866
1991,5.78,15.4,17.82,11.05,39.865,12.49,7.49,9.99,9.99,9.99,2.304,6.139,7.104,4.405,4.979,2.986,3.982,3.982,3.982
1992,5.78,15.4,17.82,9.8,50.627,12.8,7.68,10.24,10.24,10.24,2.926,7.797,9.022,4.961,6.48,3.888,5.184,5.184,5.184
1993,5.78,15.4,17.82,7.61,63.402,13.35,8.01,10.68,10.68,10.68,3.665,9.764,11.298,4.825,8.464,5.078,6.771,6.771,6.771
1994,5.68,15.4,17.82,8.32,71.933,13.19,7.92,10.56,10.56,10.56,4.086,11.078,12.818,5.985,9.488,5.697,7.596,7.596,7.596
1995,5.76,15.4,17.82,10.2,75.052,12.7,7.62,10.16,10.16,10.16,4.323,11.558,13.374,7.655,9.532,5.719,7.625,7.625,7.625
1996,4.89,15.4,17.82,11.21,77.394,12.67,7.6,10.13,10.13,10.13,3.785,11.919,13.792,8.676,9.806,5.882,7.84,7.84,7.84
1997,4.51,15.62,17.82,13.04,82.452,12.25,7.35,9.8,9.8,9.8,3.719,12.879,14.693,10.752,10.1,6.06,8.08,8.08,8.08
1998,4.39,15.62,17.82,14.71,84.641,11.86,7.12,9.49,9.49,9.49,3.716,13.221,15.083,12.451,10.038,6.026,8.032,8.032,8.032
1999,4.29,15.88,17.82,17.27,89.019,11.19,6.71,8.95,8.95,8.95,3.819,14.136,15.863,15.374,9.961,5.973,7.967,7.967,7.967
2000,4.07,16.23,17.82,20.1,89.708,10.45,6.27,8.36,8.36,8.36,3.651,14.56,15.986,18.031,9.374,5.625,7.5,7.5,7.5
2001,4.01,16.36,16.94,22.27,85.616,10.11,6.06,8.09,8.09,8.09,3.433,14.007,14.503,19.067,8.656,5.188,6.926,6.926,6.926
2002,4.47,16.44,17.75,34.28,36.058,6.76,4.06,5.41,5.41,5.41,1.612,5.928,6.4,12.361,2.438,1.464,1.951,1.951,1.951
2003,4.31,14.35,17.08,30.01,47.46,8.56,5.14,6.85,6.85,6.85,2.046,6.811,8.106,14.243,4.063,2.439,3.251,3.251,3.251
2004,3.84,15.14,14.93,26.31,52.108,9.94,5.97,7.96,7.96,7.96,2.001,7.889,7.78,13.71,5.18,3.111,4.148,4.148,4.148
2005,3.47,15.8,16.1,7.76,91.563,14.22,8.53,11.37,11.37,11.37,3.177,14.467,14.742,7.105,13.02,7.81,10.411,10.411,10.411
2006,2.96,15.51,15.19,7.76,107.145,14.64,8.79,11.72,11.72,11.72,3.171,16.618,16.275,8.314,15.686,9.418,12.557,12.557,12.557
2007,2.68,15.1,14.37,7.76,132.473,15.02,9.01,12.02,12.02,12.02,3.55,20.003,19.036,10.28,19.897,11.936,15.923,15.923,15.923
2008,2.48,15.75,14.56,7.76,166.579,14.86,8.92,11.89,11.89,11.89,4.131,26.236,24.254,12.927,24.754,14.859,19.806,19.806,19.806
2009,2.57,16.02,16.64,7.76,153.411,14.25,8.55,11.4,11.4,11.4,3.943,24.576,25.528,11.905,21.861,13.117,17.489,17.489,17.489
2010,2.44,15.05,16.7,7.76,195.176,14.51,8.71,11.61,11.61,11.61,4.762,29.374,32.594,15.146,28.32,17.0,22.66,22.66,22.66
2011,2.19,15.16,16.39,7.76,244.258,14.63,8.78,11.7,11.7,11.7,5.349,37.029,40.034,18.954,35.735,21.446,28.578,28.578,28.578
2012,2.13,14.52,16.68,7.76,251.548,14.73,8.84,11.78,11.78,11.78,5.358,36.525,41.958,19.52,37.053,22.237,29.632,29.632,29.632
2013,2.23,14.46,16.74,7.76,254.332,14.7,8.82,11.76,11.76,11.76,5.672,36.776,42.575,19.736,37.387,22.432,29.909,29.909,29.909
2014,2.26,13.8,16.49,7.76,242.489,14.92,8.95,11.94,11.94,11.94,5.48,33.463,39.986,18.817,36.179,21.703,28.953,28.953,28.953
2015,2.06,13.96,16.45,7.37,278.908,15.04,9.02,12.03,12.03,12.03,5.746,38.936,45.88,20.556,41.948,25.158,33.553,33.553,33.553
2016,1.95,13.36,15.84,11.39,273.703,14.37,8.62,11.49,11.49,11.49,5.337,36.567,43.355,31.175,39.331,23.593,31.448,31.448,31.448
2017,2.06,13.26,16.25,9.42,293.069,14.75,8.85,11.8,11.8,11.8,6.037,38.861,47.624,27.607,43.228,25.937,34.582,34.582,34.582
2018,1.88,12.52,15.69,12.88,223.111,14.26,8.55,11.41,11.41,11.41,4.194,27.934,35.006,28.737,31.816,19.076,25.457,25.457,25.457
2019,1.84,12.51,16.31,15.8,185.022,13.39,8.03,10.71,10.71,10.71,3.404,23.146,30.177,29.233,24.774,14.857,19.816,19.816,19.816
2020,1.73,12.42,16.46,7.5,186.912,15.47,9.28,12.38,12.38,12.38,3.234,23.215,30.766,14.018,28.915,17.345,23.14,23.14,23.14
2021,1.67,12.28,16.76,6.52,208.908,15.69,9.42,12.55,12.55,12.55,3.489,25.654,35.013,13.621,32.778,19.679,26.218,26.218,26.218
2022,1.82,12.71,15.8,7.76,259.944,15.48,9.29,12.38,12.38,12.38,4.731,33.039,41.071,20.172,40.239,24.149,32.181,32.181,32.181
2023,2.0,13.22,16.35,7.29,255.856,15.29,9.17,12.23,12.23,12.23,5.117,33.824,41.832,18.652,39.12,23.462,31.291,31.291,31.291
2024,1.93,13.22,16.35,7.29,251.485,15.3,9.18,12.24,12.24,12.24,4.854,33.246,41.118,18.333,38.477,23.086,30.782,30.782,30.782
2025,1.93,13.22,16.35,7.29,269.107,15.3,9.18,12.24,12.24,12.24,5.194,35.576,43.999,19.618,41.173,24.704,32.939,32.939,32.939
2026,1.93,13.22,16.35,7.29,278.526,15.3,9.18,12.24,12.24,12.24,5.376,36.821,45.539,20.305,42.614,25.569,34.092,34.092,34.092
