Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1962,5.5,20.47,11.86,7.96,1.883,16.26,8.13,8.13,8.13,13.55,0.104,0.385,0.223,0.15,0.306,0.153,0.153,0.153,0.255
1963,5.5,20.47,11.86,7.96,2.083,16.26,8.13,8.13,8.13,13.55,0.115,0.426,0.247,0.166,0.339,0.169,0.169,0.169,0.282
1964,5.5,20.47,11.86,7.96,2.294,16.26,8.13,8.13,8.13,13.55,0.126,0.47,0.272,0.183,0.373,0.187,0.187,0.187,0.311
1965,5.5,20.47,11.86,7.96,2.508,16.26,8.13,8.13,8.13,13.55,0.138,0.513,0.297,0.2,0.408,0.204,0.204,0.204,0.34
1966,5.5,20.47,11.86,7.96,2.727,16.26,8.13,8.13,8.13,13.55,0.15,0.558,0.323,0.217,0.443,0.222,0.222,0.222,0.37
1967,5.5,20.47,11.86,7.96,3.036,16.26,8.13,8.13,8.13,13.55,0.167,0.621,0.36,0.242,0.494,0.247,0.247,0.247,0.411
1968,5.5,20.47,11.86,7.96,3.286,16.26,8.13,8.13,8.13,13.55,0.181,0.673,0.39,0.262,0.534,0.267,0.267,0.267,0.445
1969,5.5,20.47,11.86,7.96,3.695,16.26,8.13,8.13,8.13,13.55,0.203,0.756,0.438,0.294,0.601,0.3,0.3,0.3,0.501
1970,5.5,20.47,11.86,7.96,4.072,16.26,8.13,8.13,8.13,13.55,0.224,0.833,0.483,0.324,0.662,0.331,0.331,0.331,0.552
1971,5.5,20.47,11.86,7.96,4.492,16.26,8.13,8.13,8.13,13.55,0.247,0.92,0.533,0.358,0.73,0.365,0.365,0.365,0.609
1972,5.5,20.47,11.86,7.96,4.704,16.26,8.13,8.13,8.13,13.55,0.259,0.963,0.558,0.374,0.765,0.382,0.382,0.382,0.637
1973,5.5,20.47,11.86,8.64,6.227,16.06,8.03,8.03,8.03,13.38,0.342,1.275,0.739,0.538,1.0,0.5,0.5,0.5,0.833
1974,5.5,20.47,11.86,6.85,8.241,16.6,8.3,8.3,8.3,13.83,0.453,1.687,0.977,0.564,1.368,0.684,0.684,0.684,1.14
1975,5.5,20.47,11.86,6.17,9.381,16.8,8.4,8.4,8.4,14.0,0.516,1.92,1.113,0.579,1.576,0.788,0.788,0.788,1.313
1976,5.5,20.47,11.86,7.03,9.462,16.54,8.27,8.27,8.27,13.78,0.52,1.937,1.122,0.665,1.565,0.783,0.783,0.783,1.304
1977,5.5,20.47,11.86,7.48,10.605,16.41,8.2,8.2,8.2,13.67,0.583,2.171,1.258,0.793,1.74,0.87,0.87,0.87,1.45
1978,5.5,20.47,11.86,8.43,12.188,16.12,8.06,8.06,8.06,13.43,0.67,2.495,1.446,1.027,1.965,0.982,0.982,0.982,1.637
1979,5.5,20.47,11.86,8.77,15.073,16.02,8.01,8.01,8.01,13.35,0.829,3.085,1.788,1.322,2.415,1.207,1.207,1.207,2.012
1980,5.5,20.47,11.86,9.06,19.602,15.93,7.97,7.97,7.97,13.28,1.078,4.013,2.325,1.776,3.123,1.562,1.562,1.562,2.603
1981,5.5,20.47,11.86,10.06,21.663,15.63,7.82,7.82,7.82,13.03,1.191,4.434,2.569,2.179,3.386,1.694,1.694,1.694,2.823
1982,5.5,20.47,11.86,10.32,22.115,15.56,7.78,7.78,7.78,12.96,1.216,4.527,2.623,2.282,3.441,1.721,1.721,1.721,2.866
1983,5.5,20.47,11.86,10.94,26.801,15.37,7.68,7.68,7.68,12.81,1.474,5.486,3.179,2.932,4.119,2.058,2.058,2.058,3.433
1984,5.5,20.47,11.86,12.68,23.819,14.85,7.42,7.42,7.42,12.37,1.31,4.876,2.825,3.02,3.537,1.767,1.767,1.767,2.946
1985,5.5,20.47,11.86,13.07,19.222,14.73,7.36,7.36,7.36,12.27,1.057,3.935,2.28,2.512,2.831,1.415,1.415,1.415,2.358
1986,5.5,20.47,11.86,13.11,22.978,14.72,7.36,7.36,7.36,12.26,1.264,4.704,2.725,3.012,3.382,1.691,1.691,1.691,2.817
1987,5.5,20.47,11.86,13.4,30.464,14.63,7.32,7.32,7.32,12.19,1.676,6.236,3.613,4.082,4.457,2.23,2.23,2.23,3.714
1988,5.5,20.47,11.86,13.59,33.15,14.57,7.29,7.29,7.29,12.14,1.823,6.786,3.932,4.505,4.83,2.417,2.417,2.417,4.024
1989,5.5,20.47,11.86,15.07,33.518,14.13,7.06,7.06,7.06,11.77,1.843,6.861,3.975,5.051,4.736,2.366,2.366,2.366,3.945
1990,5.5,20.47,11.86,14.26,39.739,14.37,7.19,7.19,7.19,11.98,2.186,8.135,4.713,5.667,5.71,2.857,2.857,2.857,4.761
1991,5.5,20.47,11.86,15.49,41.839,14.0,7.0,7.0,7.0,11.67,2.301,8.564,4.962,6.481,5.857,2.929,2.929,2.929,4.883
1992,5.5,20.47,11.86,15.12,50.924,14.11,7.06,7.06,7.06,11.76,2.801,10.424,6.04,7.7,7.185,3.595,3.595,3.595,5.989
1993,5.5,20.47,11.86,15.57,53.255,13.98,6.99,6.99,6.99,11.65,2.929,10.901,6.316,8.292,7.445,3.723,3.723,3.723,6.204
1994,5.5,20.47,11.86,16.78,49.172,13.62,6.81,6.81,6.81,11.35,2.704,10.065,5.832,8.251,6.697,3.349,3.349,3.349,5.581
1995,5.5,20.47,11.86,18.25,55.609,13.18,6.59,6.59,6.59,10.98,3.058,11.383,6.595,10.149,7.329,3.665,3.665,3.665,6.106
1996,5.5,20.47,11.86,17.59,54.733,13.37,6.69,6.69,6.69,11.15,3.01,11.204,6.491,9.628,7.318,3.662,3.662,3.662,6.103
1997,5.5,20.47,11.86,19.42,54.126,12.82,6.41,6.41,6.41,10.69,2.977,11.08,6.419,10.511,6.939,3.469,3.469,3.469,5.786
1998,5.5,20.47,11.86,19.75,48.749,12.73,6.36,6.36,6.36,10.61,2.681,9.979,5.782,9.628,6.206,3.1,3.1,3.1,5.172
1999,5.5,20.47,11.86,18.91,47.579,12.98,6.49,6.49,6.49,10.81,2.617,9.739,5.643,8.997,6.176,3.088,3.088,3.088,5.143
2000,5.5,20.47,11.86,18.11,46.02,13.22,6.61,6.61,6.61,11.02,2.531,9.42,5.458,8.334,6.084,3.042,3.042,3.042,5.071
2001,5.88,20.47,10.62,16.8,40.911,13.87,6.93,6.93,6.93,11.56,2.406,8.374,4.345,6.873,5.674,2.835,2.835,2.835,4.729
2002,6.16,20.1,10.38,14.56,37.936,14.64,7.32,7.32,7.32,12.2,2.337,7.625,3.938,5.523,5.554,2.777,2.777,2.777,4.628
2003,5.78,19.59,12.34,12.57,60.565,14.92,7.46,7.46,7.46,12.43,3.501,11.865,7.474,7.613,9.036,4.518,4.518,4.518,7.528
2004,5.34,19.93,12.03,11.56,81.277,15.34,7.67,7.67,7.67,12.78,4.34,16.198,9.778,9.396,12.468,6.234,6.234,6.234,10.387
2005,4.91,19.92,10.92,10.86,91.78,16.02,8.01,8.01,8.01,13.35,4.506,18.283,10.022,9.967,14.703,7.352,7.352,7.352,12.253
2006,4.68,18.0,13.1,9.85,97.448,16.31,8.16,8.16,8.16,13.59,4.561,17.541,12.766,9.599,15.894,7.952,7.952,7.952,13.243
2007,4.33,18.03,13.51,8.67,107.805,16.64,8.32,8.32,8.32,13.86,4.668,19.437,14.565,9.347,17.939,8.969,8.969,8.969,14.942
2008,4.0,17.91,13.01,7.7,106.623,17.22,8.61,8.61,8.61,14.35,4.265,19.096,13.872,8.21,18.36,9.18,9.18,9.18,15.3
2009,3.83,18.31,13.37,7.31,119.094,17.15,8.58,8.58,8.58,14.3,4.561,21.806,15.923,8.706,20.425,10.218,10.218,10.218,17.03
2010,3.54,18.04,14.12,7.68,153.199,16.99,8.49,8.49,8.49,14.15,5.423,27.637,21.632,11.766,26.028,13.007,13.007,13.007,21.678
2011,3.57,18.66,14.67,7.9,176.629,16.56,8.28,8.28,8.28,13.8,6.306,32.959,25.912,13.954,29.25,14.625,14.625,14.625,24.375
2012,3.61,19.67,14.47,8.7,163.699,16.06,8.03,8.03,8.03,13.39,5.91,32.2,23.687,14.242,26.29,13.145,13.145,13.145,21.919
2013,3.56,18.7,14.34,8.74,155.517,16.4,8.2,8.2,8.2,13.67,5.536,29.082,22.301,13.592,25.505,12.752,12.752,12.752,21.259
2014,3.49,18.99,14.92,9.18,150.936,16.03,8.01,8.01,8.01,13.36,5.268,28.663,22.52,13.856,24.195,12.09,12.09,12.09,20.165
2015,3.34,18.7,15.24,9.1,144.915,16.09,8.04,8.04,8.04,13.41,4.84,27.099,22.085,13.187,23.317,11.651,11.651,11.651,19.433
2016,3.25,18.05,15.29,10.22,129.266,15.96,7.98,7.98,7.98,13.3,4.201,23.333,19.765,13.211,20.631,10.315,10.315,10.315,17.192
2017,3.16,18.72,15.29,10.56,157.409,15.68,7.84,7.84,7.84,13.07,4.974,29.467,24.068,16.622,24.682,12.341,12.341,12.341,20.573
2018,2.97,18.9,15.29,10.56,170.976,15.68,7.84,7.84,7.84,13.07,5.078,32.314,26.142,18.055,26.809,13.405,13.405,13.405,22.347
2019,2.81,19.61,15.29,11.04,167.433,15.38,7.69,7.69,7.69,12.81,4.705,32.834,25.601,18.485,25.751,12.876,12.876,12.876,21.448
2020,2.76,19.66,16.89,11.43,158.694,14.78,7.39,7.39,7.39,12.32,4.38,31.199,26.803,18.139,23.455,11.728,11.728,11.728,19.551
2021,2.48,18.94,16.89,12.92,180.366,14.63,7.32,7.32,7.32,12.19,4.473,34.161,30.464,23.303,26.387,13.203,13.203,13.203,21.987
2022,2.5,18.89,16.89,14.29,169.072,14.23,7.11,7.11,7.11,11.86,4.227,31.938,28.556,24.16,24.059,12.021,12.021,12.021,20.052
2023,2.31,19.17,16.89,14.29,158.223,14.2,7.1,7.1,7.1,11.83,3.655,30.331,26.724,22.61,22.468,11.234,11.234,11.234,18.718
2024,2.11,18.52,16.89,14.29,166.396,14.46,7.23,7.23,7.23,12.05,3.511,30.817,28.104,23.778,24.061,12.03,12.03,12.03,20.051
2025,2.11,19.14,16.89,14.29,177.197,14.27,7.14,7.14,7.14,11.89,3.739,33.916,29.929,25.321,25.286,12.652,12.652,12.652,21.069
2026,2.11,19.14,16.89,14.29,183.399,14.27,7.14,7.14,7.14,11.89,3.87,35.103,30.976,26.208,26.171,13.095,13.095,13.095,21.806
