Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1982,10.33,6.39,5.21,18.12,2.544,17.98,8.99,8.99,8.99,14.99,0.263,0.163,0.133,0.461,0.457,0.229,0.229,0.229,0.381
1983,10.33,6.47,5.21,18.12,2.418,17.96,8.98,8.98,8.98,14.97,0.25,0.156,0.126,0.438,0.434,0.217,0.217,0.217,0.362
1984,10.33,8.09,5.21,18.12,2.598,17.47,8.74,8.74,8.74,14.56,0.268,0.21,0.135,0.471,0.454,0.227,0.227,0.227,0.378
1985,10.33,8.39,5.21,18.12,3.059,17.38,8.69,8.69,8.69,14.49,0.316,0.257,0.159,0.554,0.532,0.266,0.266,0.266,0.443
1986,10.33,9.13,5.21,18.12,2.99,17.16,8.58,8.58,8.58,14.3,0.309,0.273,0.156,0.542,0.513,0.257,0.257,0.257,0.428
1987,10.33,10.47,5.21,18.12,3.337,16.76,8.38,8.38,8.38,13.97,0.345,0.349,0.174,0.605,0.559,0.28,0.28,0.28,0.466
1988,10.33,11.19,5.21,18.12,3.65,16.54,8.27,8.27,8.27,13.79,0.377,0.408,0.19,0.661,0.604,0.302,0.302,0.302,0.503
1989,10.45,11.19,5.21,18.12,3.952,16.51,8.25,8.25,8.25,13.76,0.413,0.442,0.206,0.716,0.653,0.326,0.326,0.326,0.544
1990,10.28,11.19,5.21,18.12,4.339,16.56,8.28,8.28,8.28,13.8,0.446,0.486,0.226,0.786,0.719,0.359,0.359,0.359,0.599
1991,10.43,11.06,5.21,18.12,4.251,16.55,8.28,8.28,8.28,13.79,0.443,0.47,0.221,0.77,0.704,0.352,0.352,0.352,0.586
1992,11.58,12.54,5.21,18.12,4.354,15.76,7.88,7.88,7.88,13.14,0.504,0.546,0.227,0.789,0.686,0.343,0.343,0.343,0.572
1993,11.16,12.11,5.21,18.12,4.555,16.02,8.01,8.01,8.01,13.35,0.508,0.552,0.237,0.825,0.73,0.365,0.365,0.365,0.608
1994,11.83,15.2,5.21,18.12,4.637,14.89,7.45,7.45,7.45,12.41,0.549,0.705,0.242,0.84,0.69,0.345,0.345,0.345,0.575
1995,11.44,15.2,5.21,18.12,5.21,15.01,7.5,7.5,7.5,12.51,0.596,0.792,0.271,0.944,0.782,0.391,0.391,0.391,0.652
1996,11.99,15.2,5.21,18.12,6.377,14.85,7.42,7.42,7.42,12.37,0.765,0.969,0.332,1.156,0.947,0.473,0.473,0.473,0.789
1997,12.27,15.2,5.21,18.12,6.625,14.76,7.38,7.38,7.38,12.3,0.813,1.007,0.345,1.2,0.978,0.489,0.489,0.489,0.815
1998,12.33,18.13,5.21,18.12,6.864,13.86,6.93,6.93,6.93,11.55,0.846,1.244,0.358,1.244,0.951,0.476,0.476,0.476,0.793
1999,14.16,18.13,5.21,18.12,7.041,13.31,6.66,6.66,6.66,11.1,0.997,1.276,0.367,1.276,0.937,0.469,0.469,0.469,0.782
2000,12.31,20.49,5.21,18.12,7.329,13.16,6.58,6.58,6.58,10.97,0.902,1.502,0.382,1.328,0.964,0.482,0.482,0.482,0.804
2001,10.51,18.58,3.58,18.12,7.414,14.76,7.38,7.38,7.38,12.3,0.779,1.378,0.265,1.343,1.094,0.547,0.547,0.547,0.912
2002,10.12,15.69,4.54,19.86,7.548,14.94,7.47,7.47,7.47,12.45,0.764,1.184,0.343,1.499,1.128,0.564,0.564,0.564,0.94
2003,9.88,16.68,4.76,20.58,8.244,14.43,7.22,7.22,7.22,12.03,0.814,1.375,0.392,1.697,1.19,0.595,0.595,0.595,0.992
2004,10.11,15.95,4.87,19.51,8.659,14.87,7.44,7.44,7.44,12.39,0.875,1.381,0.422,1.689,1.288,0.644,0.644,0.644,1.073
2005,9.48,17.34,4.39,19.43,9.893,14.81,7.4,7.4,7.4,12.34,0.938,1.715,0.434,1.922,1.465,0.732,0.732,0.732,1.221
2006,9.77,17.34,4.73,20.83,10.465,14.2,7.1,7.1,7.1,11.83,1.022,1.815,0.495,2.18,1.486,0.743,0.743,0.743,1.238
2007,10.36,18.15,5.08,21.73,12.06,13.4,6.7,6.7,6.7,11.17,1.249,2.189,0.613,2.621,1.616,0.808,0.808,0.808,1.347
2008,8.13,17.82,3.84,22.9,15.11,14.19,7.1,7.1,7.1,11.83,1.228,2.693,0.58,3.46,2.144,1.073,1.073,1.073,1.787
2009,9.73,14.03,4.12,21.77,17.69,15.11,7.55,7.55,7.55,12.59,1.721,2.482,0.729,3.851,2.673,1.336,1.336,1.336,2.227
2010,11.17,16.79,4.44,20.05,18.68,14.26,7.13,7.13,7.13,11.89,2.087,3.136,0.829,3.745,2.664,1.332,1.332,1.332,2.221
2011,10.56,16.79,4.18,17.29,22.139,15.35,7.68,7.68,7.68,12.79,2.338,3.717,0.925,3.828,3.398,1.7,1.7,1.7,2.832
2012,10.1,15.75,4.02,19.95,22.47,15.06,7.53,7.53,7.53,12.55,2.269,3.539,0.903,4.483,3.384,1.692,1.692,1.692,2.82
2013,9.21,14.03,3.62,21.2,24.938,15.58,7.79,7.79,7.79,12.98,2.297,3.499,0.903,5.287,3.885,1.943,1.943,1.943,3.237
2014,9.67,13.31,3.59,21.93,28.735,15.45,7.73,7.73,7.73,12.88,2.779,3.825,1.032,6.302,4.44,2.221,2.221,2.221,3.701
2015,10.51,12.04,3.38,22.69,30.734,15.41,7.71,7.71,7.71,12.85,3.23,3.7,1.039,6.973,4.736,2.37,2.37,2.37,3.949
2016,10.57,11.05,4.1,20.25,36.468,16.21,8.1,8.1,8.1,13.51,3.855,4.03,1.495,7.385,5.912,2.954,2.954,2.954,4.927
2017,9.22,14.25,4.11,19.89,39.243,15.76,7.88,7.88,7.88,13.13,3.618,5.592,1.613,7.805,6.185,3.092,3.092,3.092,5.153
2018,8.91,14.25,3.75,21.14,42.116,15.59,7.79,7.79,7.79,12.99,3.753,6.001,1.579,8.903,6.566,3.281,3.281,3.281,5.471
2019,9.18,8.73,2.66,20.52,50.81,17.67,8.84,8.84,8.84,14.73,4.664,4.436,1.352,10.426,8.978,4.492,4.492,4.492,7.484
2020,9.35,15.03,2.67,22.57,53.289,15.11,7.56,7.56,7.56,12.59,4.983,8.009,1.423,12.027,8.052,4.029,4.029,4.029,6.709
2021,9.05,12.77,3.0,24.03,60.597,15.34,7.67,7.67,7.67,12.79,5.484,7.738,1.818,14.561,9.296,4.648,4.648,4.648,7.75
2022,7.6,12.4,2.62,24.03,66.981,16.0,8.0,8.0,8.0,13.33,5.091,8.306,1.755,16.096,10.717,5.358,5.358,5.358,8.929
2023,7.11,13.0,2.47,24.03,63.674,16.02,8.01,8.01,8.01,13.35,4.527,8.278,1.573,15.301,10.201,5.1,5.1,5.1,8.501
2024,6.9,11.99,2.47,24.03,65.524,16.38,8.19,8.19,8.19,13.65,4.521,7.856,1.618,15.745,10.733,5.366,5.366,5.366,8.944
2025,6.9,11.88,2.47,24.03,66.426,16.41,8.21,8.21,8.21,13.68,4.583,7.891,1.641,15.962,10.901,5.454,5.454,5.454,9.087
2026,6.9,11.88,2.47,24.03,68.751,16.41,8.21,8.21,8.21,13.68,4.744,8.168,1.698,16.521,11.282,5.644,5.644,5.644,9.405
