Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
2014,10.41,13.55,21.48,7.85,6623.237,7.01,4.67,9.34,16.35,9.34,689.479,897.449,1422.671,519.924,464.289,309.305,618.61,1082.899,618.61
2015,9.89,13.55,22.32,7.48,6809.612,7.01,4.68,9.35,16.37,9.35,673.471,922.702,1519.905,509.359,477.354,318.69,636.699,1114.734,636.699
2016,9.63,13.17,22.49,8.2,7012.661,6.98,4.65,9.3,16.28,9.3,675.319,923.567,1577.147,575.038,489.484,326.089,652.177,1141.661,652.177
2017,9.37,13.88,22.58,8.5,7223.878,6.85,4.57,9.13,15.98,9.13,676.877,1002.674,1631.152,614.03,494.836,330.131,659.54,1154.376,659.54
2018,9.35,13.15,22.59,9.67,7618.465,6.79,4.52,9.05,15.84,9.05,712.326,1001.828,1721.011,736.706,517.294,344.355,689.471,1206.765,689.471
2019,9.52,13.27,22.48,9.83,8067.88,6.73,4.49,8.98,15.71,8.98,768.062,1070.608,1813.659,793.073,542.968,362.248,724.496,1267.464,724.496
2020,8.18,12.16,22.3,6.07,11307.006,7.69,5.13,10.26,17.95,10.26,924.913,1374.932,2521.462,686.335,869.509,580.049,1160.099,2029.608,1160.099
2021,7.99,11.29,21.25,6.85,12332.486,7.89,5.26,10.52,18.42,10.52,985.366,1392.338,2620.653,844.775,973.033,648.689,1297.378,2271.644,1297.378
2022,9.11,11.29,23.77,10.84,10668.646,6.75,4.5,9.0,15.75,9.0,971.914,1204.49,2535.937,1156.481,720.134,480.089,960.178,1680.312,960.178
2023,9.11,11.29,23.02,12.9,11304.787,6.55,4.37,8.74,15.29,8.74,1029.866,1276.31,2602.362,1458.318,740.464,494.019,988.038,1728.502,988.038
2024,9.11,11.29,23.02,12.9,11909.016,6.55,4.37,8.74,15.29,8.74,1084.911,1344.528,2741.455,1536.263,780.041,520.424,1040.848,1820.888,1040.848
2025,9.11,11.29,23.02,12.9,12507.225,6.55,4.37,8.74,15.29,8.74,1139.408,1412.066,2879.163,1613.432,819.223,546.566,1093.131,1912.355,1093.131
2026,9.11,11.29,23.02,12.9,13132.586,6.55,4.37,8.74,15.29,8.74,1196.379,1482.669,3023.121,1694.104,860.184,573.894,1147.788,2007.972,1147.788
