Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1963,25.1,7.8,6.26,5.0,1.034,16.75,8.38,8.38,8.38,13.96,0.26,0.081,0.065,0.052,0.173,0.087,0.087,0.087,0.144
1964,25.1,7.8,6.26,5.0,1.163,16.75,8.38,8.38,8.38,13.96,0.292,0.091,0.073,0.058,0.195,0.097,0.097,0.097,0.162
1965,25.1,7.8,6.26,5.0,1.324,16.75,8.38,8.38,8.38,13.96,0.332,0.103,0.083,0.066,0.222,0.111,0.111,0.111,0.185
1966,25.1,7.8,6.26,5.0,1.465,16.75,8.38,8.38,8.38,13.96,0.368,0.114,0.092,0.073,0.245,0.123,0.123,0.123,0.205
1967,25.1,7.8,6.26,5.0,1.667,16.75,8.38,8.38,8.38,13.96,0.418,0.13,0.104,0.083,0.279,0.14,0.14,0.14,0.233
1968,25.1,7.8,6.26,5.0,1.796,16.75,8.38,8.38,8.38,13.96,0.451,0.14,0.112,0.09,0.301,0.151,0.151,0.151,0.251
1969,25.1,7.8,6.26,5.0,1.939,16.75,8.38,8.38,8.38,13.96,0.487,0.151,0.121,0.097,0.325,0.163,0.163,0.163,0.271
1970,25.1,7.8,6.26,5.0,2.24,16.75,8.38,8.38,8.38,13.96,0.562,0.175,0.14,0.112,0.375,0.188,0.188,0.188,0.313
1971,25.1,7.8,6.26,5.0,2.382,16.75,8.38,8.38,8.38,13.96,0.598,0.186,0.149,0.119,0.399,0.2,0.2,0.2,0.333
1972,25.1,7.8,6.26,5.0,2.103,16.75,8.38,8.38,8.38,13.96,0.528,0.164,0.132,0.105,0.352,0.176,0.176,0.176,0.294
1973,25.1,7.8,6.26,5.0,1.426,16.75,8.38,8.38,8.38,13.96,0.358,0.111,0.089,0.071,0.239,0.119,0.119,0.119,0.199
1974,25.1,7.8,6.26,5.0,1.988,16.75,8.38,8.38,8.38,13.96,0.499,0.155,0.124,0.099,0.333,0.167,0.167,0.167,0.277
1975,25.1,7.8,6.26,5.0,2.508,16.75,8.38,8.38,8.38,13.96,0.63,0.196,0.157,0.125,0.42,0.21,0.21,0.21,0.35
1976,25.1,7.8,6.26,5.0,2.941,16.75,8.38,8.38,8.38,13.96,0.738,0.229,0.184,0.147,0.493,0.246,0.246,0.246,0.411
1977,25.1,7.8,6.26,5.0,3.378,16.75,8.38,8.38,8.38,13.96,0.848,0.264,0.211,0.169,0.566,0.283,0.283,0.283,0.472
1978,25.1,7.8,6.26,5.0,3.978,16.75,8.38,8.38,8.38,13.96,0.999,0.31,0.249,0.199,0.666,0.333,0.333,0.333,0.555
1979,25.1,7.8,6.26,5.0,4.397,16.75,8.38,8.38,8.38,13.96,1.104,0.343,0.275,0.22,0.737,0.369,0.369,0.369,0.614
1980,25.1,7.8,6.26,5.0,5.283,16.75,8.38,8.38,8.38,13.96,1.326,0.412,0.331,0.264,0.885,0.443,0.443,0.443,0.738
1981,25.1,7.8,6.26,5.0,6.276,16.75,8.38,8.38,8.38,13.96,1.575,0.49,0.393,0.314,1.051,0.526,0.526,0.526,0.876
1982,25.1,7.8,6.26,5.0,6.863,16.75,8.38,8.38,8.38,13.96,1.723,0.535,0.43,0.343,1.149,0.575,0.575,0.575,0.958
1983,25.1,7.8,6.26,5.0,6.408,16.75,8.38,8.38,8.38,13.96,1.608,0.5,0.401,0.32,1.073,0.537,0.537,0.537,0.895
1984,25.1,7.8,6.26,5.0,6.958,16.75,8.38,8.38,8.38,13.96,1.746,0.543,0.436,0.348,1.165,0.583,0.583,0.583,0.971
1985,25.1,7.8,6.26,5.0,6.956,16.75,8.38,8.38,8.38,13.96,1.746,0.543,0.435,0.348,1.165,0.583,0.583,0.583,0.971
1986,25.1,7.8,6.26,5.0,7.125,16.75,8.38,8.38,8.38,13.96,1.788,0.556,0.446,0.356,1.193,0.597,0.597,0.597,0.995
1987,25.1,7.8,6.26,5.0,7.449,16.75,8.38,8.38,8.38,13.96,1.87,0.581,0.466,0.372,1.248,0.624,0.624,0.624,1.04
1988,25.1,7.8,6.26,5.0,8.593,16.75,8.38,8.38,8.38,13.96,2.157,0.67,0.538,0.43,1.439,0.72,0.72,0.72,1.2
1989,25.1,7.8,6.26,5.0,8.972,16.75,8.38,8.38,8.38,13.96,2.252,0.7,0.562,0.449,1.503,0.752,0.752,0.752,1.253
1990,25.1,7.8,6.26,5.0,8.936,16.75,8.38,8.38,8.38,13.96,2.243,0.697,0.559,0.447,1.497,0.749,0.749,0.749,1.248
1991,25.1,7.8,6.26,5.0,10.19,16.75,8.38,8.38,8.38,13.96,2.558,0.795,0.638,0.51,1.707,0.854,0.854,0.854,1.423
1992,25.1,7.8,6.26,5.0,10.918,16.75,8.38,8.38,8.38,13.96,2.741,0.852,0.683,0.546,1.829,0.915,0.915,0.915,1.524
1993,25.1,7.8,6.26,5.0,11.572,16.75,8.38,8.38,8.38,13.96,2.905,0.903,0.724,0.579,1.938,0.97,0.97,0.97,1.615
1994,27.4,9.38,6.26,5.0,11.68,15.59,7.8,7.8,7.8,12.99,3.2,1.096,0.731,0.584,1.821,0.911,0.911,0.911,1.517
1995,27.21,10.31,6.26,5.0,13.543,15.37,7.68,7.68,7.68,12.81,3.685,1.396,0.848,0.677,2.082,1.04,1.04,1.04,1.735
1996,24.58,10.07,6.26,5.0,14.143,16.23,8.11,8.11,8.11,13.52,3.476,1.424,0.885,0.707,2.295,1.147,1.147,1.147,1.912
1997,25.04,11.75,6.26,5.0,13.945,15.58,7.79,7.79,7.79,12.99,3.492,1.638,0.873,0.697,2.173,1.086,1.086,1.086,1.811
1998,23.45,11.31,6.26,5.0,13.521,16.2,8.1,8.1,8.1,13.5,3.171,1.529,0.846,0.676,2.19,1.095,1.095,1.095,1.825
1999,23.98,11.31,6.26,5.0,13.525,16.04,8.02,8.02,8.02,13.36,3.243,1.53,0.847,0.676,2.169,1.085,1.085,1.085,1.807
2000,22.42,8.49,6.26,5.0,14.372,17.35,8.67,8.67,8.67,14.46,3.222,1.22,0.9,0.719,2.494,1.246,1.246,1.246,2.078
2001,24.03,11.23,6.31,5.0,14.034,16.03,8.01,8.01,8.01,13.36,3.372,1.576,0.886,0.702,2.25,1.124,1.124,1.124,1.875
2002,22.57,11.23,6.27,5.0,14.146,16.48,8.24,8.24,8.24,13.73,3.193,1.589,0.887,0.707,2.331,1.166,1.166,1.166,1.942
2003,25.41,11.23,3.98,5.0,16.233,16.31,8.16,8.16,8.16,13.59,4.125,1.823,0.646,0.812,2.648,1.325,1.325,1.325,2.206
2004,26.06,11.23,4.51,5.0,19.1,15.96,7.98,7.98,7.98,13.3,4.978,2.145,0.861,0.955,3.048,1.524,1.524,1.524,2.54
2005,24.45,13.78,3.98,5.0,20.977,15.84,7.92,7.92,7.92,13.2,5.129,2.891,0.835,1.049,3.323,1.661,1.661,1.661,2.769
2006,21.37,15.29,3.21,5.0,23.384,16.54,8.27,8.27,8.27,13.78,4.997,3.575,0.751,1.169,3.868,1.934,1.934,1.934,3.222
2007,18.03,15.45,2.82,5.0,26.601,17.61,8.81,8.81,8.81,14.68,4.796,4.11,0.75,1.33,4.685,2.344,2.344,2.344,3.905
2008,16.13,14.1,2.22,5.0,29.211,18.76,9.38,9.38,9.38,15.64,4.712,4.119,0.648,1.461,5.48,2.74,2.74,2.74,4.569
2009,16.94,12.08,2.96,5.0,27.063,18.9,9.45,9.45,9.45,15.75,4.585,3.269,0.801,1.353,5.115,2.557,2.557,2.557,4.262
2010,16.83,11.86,2.89,5.0,28.417,19.02,9.51,9.51,9.51,15.85,4.783,3.37,0.821,1.421,5.405,2.702,2.702,2.702,4.504
2011,16.98,10.92,2.54,5.0,33.311,19.37,9.68,9.68,9.68,16.14,5.656,3.638,0.846,1.666,6.452,3.225,3.225,3.225,5.376
2012,16.09,11.04,3.17,5.0,36.131,19.41,9.7,9.7,9.7,16.17,5.813,3.989,1.145,1.807,7.013,3.505,3.505,3.505,5.842
2013,15.93,11.51,3.25,5.0,37.366,19.29,9.65,9.65,9.65,16.08,5.952,4.301,1.214,1.868,7.208,3.606,3.606,3.606,6.008
2014,17.34,11.3,3.34,5.0,39.206,18.9,9.45,9.45,9.45,15.75,6.798,4.43,1.309,1.96,7.41,3.705,3.705,3.705,6.175
2015,18.01,13.19,3.85,5.0,43.333,17.99,8.99,8.99,8.99,14.99,7.804,5.716,1.668,2.167,7.796,3.896,3.896,3.896,6.496
2016,18.09,15.06,3.96,5.0,45.308,17.37,8.68,8.68,8.68,14.47,8.196,6.823,1.794,2.265,7.87,3.933,3.933,3.933,6.556
2017,17.59,14.54,4.77,5.0,49.002,17.43,8.71,8.71,8.71,14.52,8.62,7.125,2.337,2.45,8.541,4.268,4.268,4.268,7.115
2018,18.77,12.19,4.9,5.0,51.447,17.74,8.87,8.87,8.87,14.78,9.657,6.271,2.521,2.572,9.127,4.563,4.563,4.563,7.604
2019,18.4,11.59,4.95,5.0,46.359,18.02,9.01,9.01,9.01,15.01,8.53,5.373,2.295,2.318,8.354,4.177,4.177,4.177,6.959
2020,17.18,10.8,5.12,5.0,43.4,18.57,9.29,9.29,9.29,15.48,7.456,4.687,2.222,2.17,8.059,4.032,4.032,4.032,6.718
2021,18.36,7.82,6.02,5.0,50.347,18.84,9.42,9.42,9.42,15.7,9.244,3.937,3.031,2.517,9.485,4.743,4.743,4.743,7.905
2022,15.92,9.4,5.55,5.0,54.157,19.24,9.62,9.62,9.62,16.03,8.622,5.091,3.006,2.708,10.42,5.21,5.21,5.21,8.681
2023,14.99,9.76,4.68,5.0,48.638,19.67,9.84,9.84,9.84,16.39,7.291,4.747,2.276,2.432,9.567,4.786,4.786,4.786,7.972
2024,13.83,9.76,4.68,5.0,53.703,20.02,10.01,10.01,10.01,16.68,7.427,5.241,2.513,2.685,10.751,5.376,5.376,5.376,8.958
2025,13.83,9.76,4.68,5.0,58.841,20.02,10.01,10.01,10.01,16.68,8.138,5.743,2.754,2.942,11.78,5.89,5.89,5.89,9.815
2026,13.83,9.76,4.68,5.0,60.9,20.02,10.01,10.01,10.01,16.68,8.422,5.944,2.85,3.045,12.192,6.096,6.096,6.096,10.158
