Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1964,4.36,7.21,14.06,2.56,1.262,10.77,7.18,14.36,25.13,14.36,0.055,0.091,0.177,0.032,0.136,0.091,0.181,0.317,0.181
1965,4.36,7.21,14.06,2.56,1.397,10.77,7.18,14.36,25.13,14.36,0.061,0.101,0.196,0.036,0.15,0.1,0.201,0.351,0.201
1966,4.36,7.21,14.06,2.56,1.53,10.77,7.18,14.36,25.13,14.36,0.067,0.11,0.215,0.039,0.165,0.11,0.22,0.385,0.22
1967,4.36,7.21,14.06,2.56,1.71,10.77,7.18,14.36,25.13,14.36,0.075,0.123,0.24,0.044,0.184,0.123,0.246,0.43,0.246
1968,4.36,7.21,14.06,2.56,1.893,10.77,7.18,14.36,25.13,14.36,0.083,0.137,0.266,0.048,0.204,0.136,0.272,0.476,0.272
1969,4.36,7.21,14.06,2.56,2.077,10.77,7.18,14.36,25.13,14.36,0.091,0.15,0.292,0.053,0.224,0.149,0.298,0.522,0.298
1970,4.36,7.21,14.06,2.56,2.311,10.77,7.18,14.36,25.13,14.36,0.101,0.167,0.325,0.059,0.249,0.166,0.332,0.581,0.332
1971,4.36,7.21,14.06,2.56,2.622,10.77,7.18,14.36,25.13,14.36,0.114,0.189,0.369,0.067,0.282,0.188,0.377,0.659,0.377
1972,4.36,7.21,14.06,2.56,3.203,10.77,7.18,14.36,25.13,14.36,0.14,0.231,0.45,0.082,0.345,0.23,0.46,0.805,0.46
1973,4.36,7.21,14.06,2.56,4.3,10.77,7.18,14.36,25.13,14.36,0.187,0.31,0.605,0.11,0.463,0.309,0.618,1.081,0.618
1974,4.36,7.21,14.06,2.56,4.99,10.77,7.18,14.36,25.13,14.36,0.218,0.36,0.702,0.128,0.537,0.358,0.717,1.254,0.717
1975,4.36,7.21,14.06,2.56,5.513,10.77,7.18,14.36,25.13,14.36,0.24,0.398,0.775,0.141,0.594,0.396,0.792,1.385,0.792
1976,4.36,7.21,14.06,3.64,6.334,10.61,7.07,14.14,24.75,14.14,0.276,0.457,0.891,0.231,0.672,0.448,0.896,1.568,0.896
1977,4.36,7.21,14.06,7.96,6.738,9.96,6.64,13.28,23.24,13.28,0.294,0.486,0.947,0.536,0.671,0.447,0.895,1.566,0.895
1978,4.36,7.21,14.06,7.96,7.381,9.96,6.64,13.28,23.24,13.28,0.322,0.532,1.038,0.588,0.735,0.49,0.98,1.715,0.98
1979,4.36,7.21,14.06,8.69,8.309,9.85,6.57,13.13,22.98,13.13,0.362,0.599,1.168,0.722,0.818,0.546,1.091,1.909,1.091
1980,4.36,7.21,14.06,8.48,10.817,9.88,6.59,13.18,23.06,13.18,0.472,0.78,1.521,0.917,1.069,0.713,1.426,2.494,1.426
1981,4.36,7.21,14.06,13.26,11.365,9.17,6.11,12.22,21.39,12.22,0.495,0.819,1.598,1.507,1.042,0.694,1.389,2.431,1.389
1982,4.36,7.21,14.06,14.34,10.666,9.0,6.0,12.0,21.01,12.0,0.465,0.769,1.5,1.529,0.96,0.64,1.28,2.241,1.28
1983,4.36,7.21,14.06,15.71,10.081,8.8,5.87,11.73,20.53,11.73,0.44,0.727,1.417,1.584,0.887,0.592,1.183,2.07,1.183
1984,4.36,7.21,14.06,18.57,8.941,8.37,5.58,11.16,19.53,11.16,0.39,0.645,1.257,1.66,0.748,0.499,0.998,1.746,0.998
1985,4.36,7.21,14.06,17.32,10.938,8.56,5.7,11.41,19.96,11.41,0.477,0.789,1.538,1.895,0.936,0.623,1.248,2.183,1.248
1986,4.36,7.21,14.06,20.58,15.67,8.07,5.38,10.76,18.82,10.76,0.683,1.13,2.203,3.225,1.265,0.843,1.686,2.949,1.686
1987,4.36,7.21,14.06,19.88,17.443,8.17,5.45,10.9,19.07,10.9,0.76,1.258,2.452,3.468,1.425,0.951,1.901,3.326,1.901
1988,4.36,9.0,14.06,19.22,20.169,8.0,5.34,10.67,18.67,10.67,0.879,1.815,2.836,3.877,1.614,1.077,2.152,3.766,2.152
1989,4.44,9.87,14.06,17.09,22.68,8.18,5.45,10.91,19.09,10.91,1.007,2.238,3.189,3.876,1.855,1.236,2.474,4.33,2.474
1990,4.24,10.27,14.06,18.95,30.567,7.87,5.25,10.49,18.37,10.49,1.296,3.139,4.298,5.792,2.406,1.605,3.206,5.615,3.206
1991,3.88,11.02,14.06,18.34,37.234,7.9,5.27,10.54,18.44,10.54,1.445,4.103,5.235,6.829,2.941,1.962,3.924,6.866,3.924
1992,3.68,10.59,14.06,19.34,46.379,7.85,5.23,10.47,18.32,10.47,1.707,4.911,6.521,8.97,3.641,2.426,4.856,8.497,4.856
1993,3.76,10.53,14.06,15.66,42.51,8.4,5.6,11.2,19.59,11.2,1.598,4.476,5.977,6.657,3.571,2.381,4.761,8.328,4.761
1994,3.86,10.92,14.06,13.21,41.884,8.69,5.79,11.59,20.28,11.59,1.617,4.574,5.889,5.533,3.64,2.425,4.854,8.494,4.854
1995,4.01,11.66,14.06,14.91,52.735,8.3,5.54,11.07,19.38,11.07,2.115,6.149,7.415,7.863,4.377,2.922,5.838,10.22,5.838
1996,3.72,12.6,14.06,13.05,54.547,8.48,5.66,11.31,19.8,11.31,2.029,6.873,7.669,7.118,4.626,3.087,6.169,10.8,6.169
1997,3.64,11.87,14.06,10.74,50.432,8.95,5.97,11.94,20.89,11.94,1.836,5.986,7.091,5.416,4.514,3.011,6.022,10.535,6.022
1998,3.34,11.87,14.06,8.49,55.294,9.34,6.22,12.45,21.79,12.45,1.847,6.563,7.774,4.694,5.164,3.439,6.884,12.049,6.884
1999,3.35,11.87,14.06,7.99,56.568,9.41,6.27,12.55,21.96,12.55,1.895,6.715,7.953,4.52,5.323,3.547,7.099,12.422,7.099
2000,3.28,12.05,14.06,8.05,52.996,9.38,6.26,12.51,21.89,12.51,1.738,6.386,7.451,4.266,4.971,3.318,6.63,11.601,6.63
2001,3.28,12.1,13.72,7.78,55.599,9.47,6.31,12.63,22.1,12.63,1.824,6.728,7.628,4.326,5.265,3.508,7.022,12.287,7.022
2002,3.32,11.9,14.46,7.31,62.225,9.45,6.3,12.6,22.06,12.6,2.066,7.405,8.998,4.549,5.88,3.92,7.84,13.727,7.84
2003,3.16,11.64,14.18,6.84,78.9,9.63,6.42,12.84,22.46,12.84,2.493,9.184,11.188,5.397,7.598,5.065,10.131,17.721,10.131
2004,3.27,10.96,14.54,6.53,91.809,9.71,6.47,12.94,22.65,12.94,3.002,10.062,13.349,5.995,8.915,5.94,11.88,20.795,11.88
2005,3.41,10.85,14.63,6.37,97.885,9.71,6.47,12.95,22.66,12.95,3.338,10.621,14.321,6.235,9.505,6.333,12.676,22.181,12.676
2006,3.35,10.87,13.12,7.05,100.235,9.84,6.56,13.12,22.96,13.12,3.358,10.896,13.151,7.067,9.863,6.575,13.151,23.014,13.151
2007,3.09,11.05,13.03,7.47,113.159,9.8,6.54,13.07,22.87,13.07,3.497,12.504,14.745,8.453,11.09,7.401,14.79,25.88,14.79
2008,3.12,10.32,13.17,7.65,127.227,9.86,6.57,13.15,23.01,13.15,3.969,13.13,16.756,9.733,12.545,8.359,16.73,29.275,16.73
2009,3.05,11.07,12.86,6.92,127.214,9.91,6.61,13.22,23.13,13.22,3.88,14.083,16.36,8.803,12.607,8.409,16.818,29.425,16.818
2010,2.87,10.42,12.84,6.91,126.464,10.04,6.7,13.39,23.44,13.39,3.63,13.178,16.238,8.739,12.697,8.473,16.934,29.643,16.934
2011,2.98,10.23,12.53,9.84,131.142,9.66,6.44,12.88,22.55,12.88,3.908,13.416,16.432,12.904,12.668,8.446,16.891,29.572,16.891
2012,2.88,10.12,12.1,10.96,115.411,9.59,6.39,12.79,22.38,12.79,3.324,11.68,13.965,12.649,11.068,7.375,14.761,25.829,14.761
2013,2.89,10.54,11.71,10.56,124.133,9.65,6.43,12.86,22.51,12.86,3.587,13.084,14.536,13.108,11.979,7.982,15.963,27.942,15.963
2014,2.53,9.91,11.15,10.24,131.467,9.93,6.62,13.23,23.16,13.23,3.326,13.028,14.659,13.462,13.055,8.703,17.393,30.448,17.393
2015,2.76,10.15,11.91,10.34,105.225,9.73,6.48,12.97,22.69,12.97,2.904,10.68,12.532,10.88,10.238,6.819,13.648,23.876,13.648
2016,3.44,11.05,12.9,9.98,102.415,9.39,6.26,12.53,21.92,12.53,3.523,11.317,13.212,10.221,9.617,6.411,12.833,22.449,12.833
2017,2.73,11.05,12.54,9.02,110.568,9.7,6.47,12.93,22.63,12.93,3.019,12.218,13.865,9.973,10.725,7.154,14.296,25.022,14.296
2018,3.1,10.81,13.31,8.49,114.255,9.64,6.43,12.86,22.5,12.86,3.542,12.351,15.207,9.7,11.014,7.347,14.693,25.707,14.693
2019,3.24,10.89,13.6,7.61,111.552,9.7,6.47,12.93,22.63,12.93,3.614,12.148,15.171,8.489,10.821,7.217,14.424,25.244,14.424
2020,2.9,9.9,13.76,6.43,122.837,10.05,6.7,13.4,23.45,13.4,3.562,12.161,16.902,7.898,12.345,8.23,16.46,28.805,16.46
2021,3.2,10.08,14.79,5.63,130.601,9.94,6.63,13.26,23.2,13.26,4.179,13.165,19.316,7.353,12.982,8.659,17.318,30.3,17.318
2022,3.17,10.37,14.99,4.91,121.331,9.98,6.66,13.31,23.29,13.31,3.846,12.582,18.188,5.957,12.109,8.081,16.149,28.258,16.149
2023,3.49,10.37,14.56,5.73,130.506,9.88,6.58,13.17,23.05,13.17,4.555,13.533,19.002,7.478,12.894,8.587,17.188,30.082,17.188
2024,3.57,10.37,14.56,5.73,140.03,9.87,6.58,13.15,23.02,13.15,4.999,14.521,20.388,8.024,13.821,9.214,18.414,32.235,18.414
2025,3.57,10.37,14.56,5.73,154.755,9.87,6.58,13.15,23.02,13.15,5.525,16.048,22.532,8.867,15.274,10.183,20.35,35.625,20.35
2026,3.57,10.37,14.56,5.73,160.171,9.87,6.58,13.15,23.02,13.15,5.718,16.61,23.321,9.178,15.809,10.539,21.062,36.871,21.062
