Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1968,4.0,9.8,11.8,3.71,10.196,10.6,7.07,14.14,24.74,14.14,0.408,0.999,1.203,0.378,1.081,0.721,1.442,2.522,1.442
1969,4.0,9.8,11.8,3.71,11.072,10.6,7.07,14.14,24.74,14.14,0.443,1.085,1.307,0.411,1.174,0.783,1.566,2.739,1.566
1970,4.0,9.8,11.8,3.71,12.399,10.6,7.07,14.14,24.74,14.14,0.496,1.215,1.463,0.46,1.314,0.877,1.753,3.068,1.753
1971,4.0,9.8,11.8,3.71,13.53,10.6,7.07,14.14,24.74,14.14,0.541,1.326,1.597,0.502,1.434,0.957,1.913,3.347,1.913
1972,4.0,9.8,11.8,3.71,15.935,10.6,7.07,14.14,24.74,14.14,0.637,1.562,1.88,0.591,1.689,1.127,2.253,3.942,2.253
1973,4.0,9.8,11.8,3.85,19.287,10.58,7.06,14.11,24.69,14.11,0.771,1.89,2.276,0.743,2.041,1.362,2.721,4.762,2.721
1974,4.0,9.8,11.8,3.81,22.572,10.59,7.06,14.12,24.71,14.12,0.903,2.212,2.663,0.86,2.39,1.594,3.187,5.578,3.187
1975,4.0,9.8,11.8,4.43,28.757,10.5,7.0,13.99,24.49,13.99,1.15,2.818,3.393,1.274,3.019,2.013,4.023,7.043,4.023
1976,4.0,9.8,11.8,3.98,33.687,10.56,7.04,14.08,24.65,14.08,1.347,3.301,3.975,1.341,3.557,2.372,4.743,8.304,4.743
1977,4.0,9.8,11.8,4.31,39.703,10.51,7.01,14.02,24.53,14.02,1.588,3.891,4.685,1.711,4.173,2.783,5.566,9.739,5.566
1978,4.0,9.8,11.8,4.6,47.103,10.47,6.98,13.96,24.43,13.96,1.884,4.616,5.558,2.167,4.932,3.288,6.576,11.507,6.576
1979,4.0,9.8,11.8,4.97,58.436,10.41,6.94,13.89,24.3,13.89,2.337,5.727,6.895,2.904,6.083,4.055,8.117,14.2,8.117
1980,4.0,9.8,11.8,7.17,67.71,10.08,6.72,13.45,23.53,13.45,2.708,6.636,7.99,4.855,6.825,4.55,9.107,15.932,9.107
1981,4.0,10.14,11.8,9.93,66.848,9.62,6.41,12.83,22.45,12.83,2.674,6.778,7.888,6.638,6.431,4.285,8.577,15.007,8.577
1982,4.0,8.29,11.8,10.4,60.036,9.83,6.55,13.1,22.93,13.1,2.401,4.977,7.084,6.244,5.902,3.932,7.865,13.766,7.865
1983,4.0,8.29,11.8,15.39,57.783,9.08,6.05,12.1,21.18,12.1,2.311,4.79,6.818,8.893,5.247,3.496,6.992,12.238,6.992
1984,4.0,8.29,11.8,17.74,58.217,8.73,5.82,11.63,20.36,11.63,2.329,4.826,6.87,10.328,5.082,3.388,6.771,11.853,6.771
1985,4.0,8.29,11.8,19.74,62.653,8.42,5.62,11.23,19.66,11.23,2.506,5.194,7.393,12.368,5.275,3.521,7.036,12.318,7.036
1986,4.0,8.29,11.8,16.62,79.455,8.89,5.93,11.86,20.75,11.86,3.178,6.587,9.376,13.205,7.064,4.712,9.423,16.487,9.423
1987,4.0,8.29,11.8,15.39,92.539,9.08,6.05,12.1,21.18,12.1,3.702,7.671,10.92,14.242,8.403,5.599,11.197,19.6,11.197
1988,4.0,8.29,11.8,12.19,101.127,9.56,6.37,12.74,22.3,12.74,4.045,8.383,11.933,12.327,9.668,6.442,12.884,22.551,12.884
1989,3.99,8.29,11.8,11.14,104.796,9.72,6.48,12.96,22.68,12.96,4.181,8.688,12.366,11.674,10.186,6.791,13.582,23.768,13.582
1990,3.97,8.29,11.8,11.69,130.3,9.64,6.43,12.85,22.49,12.85,5.173,10.802,15.375,15.232,12.561,8.378,16.743,29.304,16.743
1991,3.54,8.38,11.8,10.05,142.103,9.93,6.62,13.25,23.18,13.25,5.03,11.908,16.768,14.281,14.111,9.407,18.829,32.94,18.829
1992,3.27,7.97,11.8,9.13,159.72,10.17,6.78,13.57,23.74,13.57,5.223,12.73,18.847,14.582,16.244,10.829,21.674,37.918,21.674
1993,3.29,8.11,11.8,9.97,133.213,10.02,6.68,13.37,23.39,13.37,4.383,10.804,15.719,13.281,13.348,8.899,17.811,31.158,17.811
1994,3.23,10.18,11.8,12.78,135.922,9.3,6.2,12.4,21.71,12.4,4.39,13.837,16.039,17.371,12.641,8.427,16.854,29.509,16.854
1995,2.81,10.18,11.8,10.69,161.044,9.68,6.45,12.91,22.59,12.91,4.525,16.394,19.003,17.216,15.589,10.387,20.791,36.38,20.791
1996,2.46,11.3,11.8,11.7,165.597,9.41,6.27,12.55,21.96,12.55,4.074,18.712,19.54,19.375,15.583,10.383,20.782,36.365,20.782
1997,3.28,12.69,11.8,12.13,145.355,9.01,6.01,12.02,21.03,12.02,4.768,18.446,17.152,17.632,13.097,8.736,17.472,30.568,17.472
1998,3.35,12.69,11.8,10.6,143.573,9.23,6.16,12.31,21.55,12.31,4.81,18.219,16.942,15.219,13.252,8.844,17.674,30.94,17.674
1999,3.36,12.39,11.8,9.8,141.226,9.4,6.27,12.53,21.93,12.53,4.745,17.498,16.665,13.84,13.275,8.855,17.696,30.971,17.696
2000,3.47,12.9,11.8,8.76,128.415,9.46,6.31,12.61,22.07,12.61,4.456,16.566,15.153,11.249,12.148,8.103,16.193,28.341,16.193
2001,3.42,12.79,12.28,7.09,113.986,9.66,6.44,12.89,22.55,12.89,3.898,14.579,13.997,8.082,11.011,7.341,14.693,25.704,14.693
2002,3.1,13.12,12.56,7.65,126.953,9.54,6.36,12.71,22.25,12.71,3.936,16.656,15.945,9.712,12.111,8.074,16.136,28.247,16.136
2003,3.0,12.83,12.78,5.32,159.423,9.91,6.61,13.21,23.12,13.21,4.783,20.454,20.374,8.481,15.799,10.538,21.06,36.859,21.06
2004,2.78,12.91,12.74,4.97,178.246,9.99,6.66,13.32,23.31,13.32,4.955,23.012,22.709,8.859,17.807,11.871,23.742,41.549,23.742
2005,2.74,12.73,12.83,4.76,183.664,10.04,6.69,13.39,23.43,13.39,5.032,23.38,23.564,8.742,18.44,12.287,24.593,43.032,24.593
2006,2.63,12.71,12.92,4.74,191.414,10.05,6.7,13.4,23.45,13.4,5.034,24.329,24.731,9.073,19.237,12.825,25.65,44.887,25.65
2007,2.69,12.77,13.28,4.5,216.71,10.01,6.68,13.35,23.37,13.35,5.829,27.674,28.779,9.752,21.693,14.476,28.931,50.645,28.931
2008,2.37,12.92,13.43,4.03,231.055,10.09,6.72,13.45,23.54,13.45,5.476,29.852,31.031,9.312,23.313,15.527,31.077,54.39,31.077
2009,2.26,13.13,13.7,3.3,208.541,10.14,6.76,13.52,23.66,13.52,4.713,27.381,28.57,6.882,21.146,14.097,28.195,49.341,28.195
2010,2.4,13.19,13.49,2.77,231.895,10.22,6.81,13.63,23.85,13.63,5.565,30.587,31.283,6.423,23.7,15.792,31.607,55.307,31.607
2011,2.26,13.05,17.69,3.03,261.839,9.6,6.4,12.79,22.39,12.79,5.918,34.17,46.319,7.934,25.137,16.758,33.489,58.626,33.489
2012,2.26,15.08,17.77,2.27,256.721,9.39,6.26,12.52,21.92,12.52,5.802,38.714,45.619,5.828,24.106,16.071,32.142,56.273,32.142
2013,2.2,14.89,17.61,2.03,278.684,9.49,6.33,12.66,22.15,12.66,6.131,41.496,49.076,5.657,26.447,17.641,35.281,61.728,35.281
2014,2.27,15.05,17.97,1.6,271.822,9.47,6.31,12.62,22.09,12.62,6.17,40.909,48.846,4.349,25.742,17.152,34.304,60.046,34.304
2015,2.2,15.19,18.2,1.52,229.63,9.43,6.29,12.58,22.01,12.58,5.052,34.881,41.793,3.49,21.654,14.444,28.887,50.542,28.887
2016,2.16,15.46,18.28,1.33,233.061,9.42,6.28,12.55,21.97,12.55,5.034,36.031,42.604,3.1,21.954,14.636,29.249,51.203,29.249
2017,2.12,15.54,18.45,1.18,242.142,9.41,6.27,12.54,21.95,12.54,5.133,37.629,44.675,2.857,22.786,15.182,30.365,53.15,30.365
2018,2.11,15.52,18.49,1.25,249.15,9.39,6.26,12.53,21.92,12.53,5.257,38.668,46.068,3.114,23.395,15.597,31.218,54.614,31.218
2019,2.27,15.75,18.67,1.06,235.886,9.34,6.23,12.45,21.79,12.45,5.355,37.152,44.04,2.5,22.032,14.696,29.368,51.399,29.368
2020,2.24,15.31,18.55,0.67,269.002,9.48,6.32,12.64,22.13,12.64,6.026,41.184,49.9,1.802,25.501,17.001,34.002,59.53,34.002
2021,2.46,15.55,19.28,0.61,296.689,9.32,6.21,12.42,21.74,12.42,7.299,46.135,57.202,1.81,27.651,18.424,36.849,64.5,36.849
2022,2.8,15.28,19.05,1.37,264.454,9.23,6.15,12.3,21.53,12.3,7.405,40.409,50.378,3.623,24.409,16.264,32.528,56.937,32.528
2023,3.16,15.28,19.45,1.37,266.256,9.11,6.07,12.15,21.26,12.15,8.414,40.684,51.787,3.648,24.256,16.162,32.35,56.606,32.35
2024,4.12,15.28,19.45,1.37,278.137,8.97,5.98,11.96,20.93,11.96,11.459,42.499,54.098,3.81,24.949,16.633,33.265,58.214,33.265
2025,4.12,15.28,19.45,1.37,307.647,8.97,5.98,11.96,20.93,11.96,12.675,47.009,59.837,4.215,27.596,18.397,36.795,64.391,36.795
2026,4.12,15.28,19.45,1.37,318.415,8.97,5.98,11.96,20.93,11.96,13.119,48.654,61.932,4.362,28.562,19.041,38.082,66.644,38.082
