Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1965,10.86,18.09,14.88,15.73,1.202,10.11,6.07,8.09,8.09,8.09,0.131,0.217,0.179,0.189,0.122,0.073,0.097,0.097,0.097
1966,10.86,18.09,14.88,15.73,1.133,10.11,6.07,8.09,8.09,8.09,0.123,0.205,0.169,0.178,0.115,0.069,0.092,0.092,0.092
1967,10.86,18.09,14.88,15.73,1.215,10.11,6.07,8.09,8.09,8.09,0.132,0.22,0.181,0.191,0.123,0.074,0.098,0.098,0.098
1968,10.86,18.09,14.88,15.73,1.243,10.11,6.07,8.09,8.09,8.09,0.135,0.225,0.185,0.196,0.126,0.075,0.101,0.101,0.101
1969,10.86,18.09,14.88,15.73,1.346,10.11,6.07,8.09,8.09,8.09,0.146,0.243,0.2,0.212,0.136,0.082,0.109,0.109,0.109
1970,10.86,18.09,14.88,15.73,1.502,10.11,6.07,8.09,8.09,8.09,0.163,0.272,0.223,0.236,0.152,0.091,0.121,0.121,0.121
1971,10.86,18.09,14.88,15.73,1.632,10.11,6.07,8.09,8.09,8.09,0.177,0.295,0.243,0.257,0.165,0.099,0.132,0.132,0.132
1972,10.86,18.09,14.88,15.73,1.809,10.11,6.07,8.09,8.09,8.09,0.196,0.327,0.269,0.285,0.183,0.11,0.146,0.146,0.146
1973,10.86,18.09,14.88,15.73,2.152,10.11,6.07,8.09,8.09,8.09,0.234,0.389,0.32,0.339,0.218,0.131,0.174,0.174,0.174
1974,10.86,18.09,14.88,15.73,2.581,10.11,6.07,8.09,8.09,8.09,0.28,0.467,0.384,0.406,0.261,0.157,0.209,0.209,0.209
1975,10.86,18.09,14.88,15.73,2.733,10.11,6.07,8.09,8.09,8.09,0.297,0.494,0.407,0.43,0.276,0.166,0.221,0.221,0.221
1976,10.86,18.09,14.88,15.73,3.201,10.11,6.07,8.09,8.09,8.09,0.348,0.579,0.476,0.503,0.324,0.194,0.259,0.259,0.259
1977,10.86,18.09,14.88,15.73,4.062,10.11,6.07,8.09,8.09,8.09,0.441,0.735,0.604,0.639,0.411,0.247,0.329,0.329,0.329
1978,10.86,18.09,14.88,15.73,4.854,10.11,6.07,8.09,8.09,8.09,0.527,0.878,0.722,0.763,0.491,0.295,0.393,0.393,0.393
1979,10.86,18.09,14.88,15.73,5.829,10.11,6.07,8.09,8.09,8.09,0.633,1.055,0.867,0.917,0.589,0.354,0.472,0.472,0.472
1980,10.86,18.09,14.88,15.73,6.969,10.11,6.07,8.09,8.09,8.09,0.757,1.261,1.037,1.096,0.705,0.423,0.564,0.564,0.564
1981,10.86,18.09,14.88,15.73,7.592,10.11,6.07,8.09,8.09,8.09,0.824,1.373,1.13,1.194,0.768,0.461,0.614,0.614,0.614
1982,10.86,18.09,14.88,15.73,8.13,10.11,6.07,8.09,8.09,8.09,0.883,1.471,1.21,1.279,0.822,0.493,0.658,0.658,0.658
1983,10.86,18.09,14.88,15.73,8.08,10.11,6.07,8.09,8.09,8.09,0.878,1.462,1.202,1.271,0.817,0.49,0.654,0.654,0.654
1984,10.86,18.09,14.88,15.73,7.981,10.11,6.07,8.09,8.09,8.09,0.867,1.444,1.188,1.255,0.807,0.484,0.646,0.646,0.646
1985,10.86,16.41,14.88,15.73,7.28,10.53,6.32,8.43,8.43,8.43,0.791,1.195,1.083,1.145,0.767,0.46,0.614,0.614,0.614
1986,10.86,17.23,14.88,15.73,7.29,10.33,6.2,8.26,8.26,8.26,0.792,1.256,1.085,1.147,0.753,0.452,0.602,0.602,0.602
1987,10.86,17.23,14.88,15.73,7.589,10.33,6.2,8.26,8.26,8.26,0.824,1.308,1.129,1.194,0.784,0.47,0.627,0.627,0.627
1988,10.86,17.23,14.88,15.73,8.181,10.33,6.2,8.26,8.26,8.26,0.888,1.41,1.217,1.287,0.845,0.507,0.676,0.676,0.676
1989,8.88,17.23,14.88,15.73,8.249,10.82,6.49,8.66,8.66,8.66,0.733,1.421,1.228,1.298,0.893,0.535,0.714,0.714,0.714
1990,9.1,12.48,14.88,15.73,9.982,11.95,7.17,9.56,9.56,9.56,0.908,1.246,1.485,1.57,1.193,0.716,0.954,0.954,0.954
1991,8.98,12.48,14.88,15.73,10.26,11.99,7.19,9.59,9.59,9.59,0.921,1.28,1.527,1.614,1.23,0.738,0.984,0.984,0.984
1992,9.75,12.48,14.88,15.73,12.188,11.79,7.08,9.43,9.43,9.43,1.188,1.521,1.814,1.917,1.437,0.863,1.149,1.149,1.149
1993,10.8,12.48,14.88,15.73,13.863,11.53,6.92,9.22,9.22,9.22,1.497,1.73,2.063,2.181,1.598,0.959,1.278,1.278,1.278
1994,10.2,12.48,14.88,15.73,17.046,11.68,7.01,9.34,9.34,9.34,1.739,2.127,2.536,2.681,1.991,1.195,1.592,1.592,1.592
1995,10.68,12.48,14.88,15.73,19.3,11.56,6.94,9.25,9.25,9.25,2.061,2.409,2.872,3.036,2.231,1.339,1.785,1.785,1.785
1996,14.84,12.48,14.88,15.73,20.271,10.52,6.31,8.42,8.42,8.42,3.008,2.53,3.016,3.189,2.132,1.279,1.707,1.707,1.707
1997,8.96,12.48,14.88,15.73,22.253,11.99,7.19,9.59,9.59,9.59,1.994,2.777,3.311,3.5,2.668,1.6,2.134,2.134,2.134
1998,10.93,12.48,14.88,15.73,20.539,11.5,6.9,9.2,9.2,9.2,2.245,2.563,3.056,3.231,2.362,1.417,1.89,1.89,1.89
1999,11.14,13.15,14.88,15.49,20.591,11.33,6.8,9.07,9.07,9.07,2.294,2.708,3.064,3.19,2.333,1.4,1.868,1.868,1.868
2000,11.48,13.15,14.88,18.87,18.266,10.4,6.24,8.32,8.32,8.32,2.097,2.402,2.718,3.447,1.9,1.14,1.52,1.52,1.52
2001,12.16,13.15,15.38,17.27,29.297,10.51,6.31,8.41,8.41,8.41,3.563,3.853,4.506,5.06,3.079,1.849,2.464,2.464,2.464
2002,12.25,13.15,14.86,17.27,29.221,10.61,6.37,8.49,8.49,8.49,3.58,3.843,4.342,5.047,3.1,1.861,2.481,2.481,2.481
2003,12.45,13.15,15.6,17.27,28.236,10.38,6.23,8.31,8.31,8.31,3.515,3.713,4.405,4.876,2.931,1.759,2.346,2.346,2.346
2004,13.1,13.15,15.74,12.74,31.071,11.32,6.79,9.05,9.05,9.05,4.07,4.086,4.891,3.958,3.517,2.11,2.812,2.812,2.812
2005,13.04,13.15,16.83,12.74,38.636,11.06,6.64,8.85,8.85,8.85,5.038,5.081,6.502,4.922,4.273,2.565,3.419,3.419,3.419
2006,11.59,13.15,16.06,12.74,42.933,11.62,6.97,9.29,9.29,9.29,4.976,5.646,6.895,5.47,4.989,2.992,3.988,3.988,3.988
2007,11.67,13.15,16.28,12.74,54.724,11.54,6.92,9.23,9.23,9.23,6.386,7.196,8.909,6.972,6.315,3.787,5.051,5.051,5.051
2008,13.15,13.15,16.69,12.74,64.35,11.07,6.64,8.85,8.85,8.85,8.462,8.462,10.74,8.198,7.124,4.273,5.695,5.695,5.695
2009,12.57,13.15,17.04,13.09,62.093,11.03,6.62,8.83,8.83,8.83,7.805,8.165,10.581,8.128,6.849,4.111,5.483,5.483,5.483
2010,11.98,13.15,16.83,11.0,78.611,11.76,7.06,9.41,9.41,9.41,9.418,10.337,13.23,8.647,9.245,5.55,7.397,7.397,7.397
2011,10.18,13.15,16.48,10.77,87.642,12.35,7.41,9.88,9.88,9.88,8.922,11.525,14.443,9.439,10.824,6.494,8.659,8.659,8.659
2012,10.85,13.15,16.2,9.65,100.225,12.54,7.52,10.03,10.03,10.03,10.874,13.18,16.237,9.672,12.568,7.537,10.053,10.053,10.053
2013,10.91,13.15,16.34,7.36,137.364,13.06,7.84,10.45,10.45,10.45,14.986,18.063,22.445,10.11,17.94,10.769,14.355,14.355,14.355
2014,9.94,13.15,16.18,7.54,124.2,13.3,7.98,10.64,10.64,10.64,12.345,16.332,20.096,9.365,16.519,9.911,13.215,13.215,13.215
2015,9.94,13.15,17.04,8.78,85.004,12.77,7.66,10.22,10.22,10.22,8.449,11.178,14.485,7.463,10.855,6.511,8.687,8.687,8.687
2016,10.24,13.15,17.66,10.61,87.427,12.08,7.25,9.67,9.67,9.67,8.952,11.497,15.44,9.276,10.561,6.338,8.454,8.454,8.454
2017,10.94,13.15,18.6,10.63,92.647,11.67,7.0,9.33,9.33,9.33,10.136,12.183,17.232,9.848,10.812,6.485,8.644,8.644,8.644
2018,8.75,13.15,15.55,9.9,108.186,13.16,7.9,10.53,10.53,10.53,9.466,14.226,16.823,10.71,14.237,8.547,11.392,11.392,11.392
2019,9.57,13.15,16.66,10.3,109.221,12.58,7.55,10.06,10.06,10.06,10.452,14.363,18.196,11.25,13.74,8.246,10.988,10.988,10.988
2020,10.54,13.15,18.45,9.42,106.737,12.11,7.27,9.69,9.69,9.69,11.25,14.036,19.693,10.055,12.926,7.76,10.343,10.343,10.343
2021,9.32,13.15,19.37,10.29,122.693,11.97,7.18,9.57,9.57,9.57,11.435,16.134,23.766,12.625,14.686,8.809,11.742,11.742,11.742
2022,8.25,13.15,15.77,13.43,120.918,12.35,7.41,9.88,9.88,9.88,9.976,15.901,19.069,16.239,14.933,8.96,11.947,11.947,11.947
2023,8.46,13.15,16.19,13.18,131.884,12.25,7.35,9.8,9.8,9.8,11.157,17.343,21.352,17.382,16.156,9.693,12.925,12.925,12.925
2024,10.12,13.15,17.24,13.18,151.152,11.57,6.94,9.26,9.26,9.26,15.297,19.876,26.059,19.922,17.488,10.49,13.997,13.997,13.997
2025,10.12,13.15,17.24,13.18,164.418,11.57,6.94,9.26,9.26,9.26,16.639,21.621,28.346,21.67,19.023,11.411,15.225,15.225,15.225
2026,10.12,13.15,17.24,13.18,170.172,11.57,6.94,9.26,9.26,9.26,17.221,22.378,29.338,22.429,19.689,11.81,15.758,15.758,15.758
