Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1957,19.16,13.57,7.57,0.0,0.109,14.93,2.99,14.93,11.94,14.93,0.021,0.015,0.008,0.0,0.016,0.003,0.016,0.013,0.016
1958,19.16,13.57,7.57,0.0,0.114,14.93,2.99,14.93,11.94,14.93,0.022,0.015,0.009,0.0,0.017,0.003,0.017,0.014,0.017
1959,19.16,13.57,7.57,0.0,0.12,14.93,2.99,14.93,11.94,14.93,0.023,0.016,0.009,0.0,0.018,0.004,0.018,0.014,0.018
1960,19.16,13.57,7.57,0.0,0.126,14.93,2.99,14.93,11.94,14.93,0.024,0.017,0.01,0.0,0.019,0.004,0.019,0.015,0.019
1961,19.16,13.57,7.57,0.0,0.132,14.93,2.99,14.93,11.94,14.93,0.025,0.018,0.01,0.0,0.02,0.004,0.02,0.016,0.02
1962,19.16,13.57,7.57,0.0,0.139,14.93,2.99,14.93,11.94,14.93,0.027,0.019,0.011,0.0,0.021,0.004,0.021,0.017,0.021
1963,19.16,13.57,7.57,0.0,0.146,14.93,2.99,14.93,11.94,14.93,0.028,0.02,0.011,0.0,0.022,0.004,0.022,0.017,0.022
1964,19.16,13.57,7.57,0.0,0.153,14.93,2.99,14.93,11.94,14.93,0.029,0.021,0.012,0.0,0.023,0.005,0.023,0.018,0.023
1965,19.16,13.57,7.57,0.0,0.161,14.93,2.99,14.93,11.94,14.93,0.031,0.022,0.012,0.0,0.024,0.005,0.024,0.019,0.024
1966,19.16,13.57,7.57,0.0,0.169,14.93,2.99,14.93,11.94,14.93,0.032,0.023,0.013,0.0,0.025,0.005,0.025,0.02,0.025
1967,19.16,13.57,7.57,0.0,0.177,14.93,2.99,14.93,11.94,14.93,0.034,0.024,0.013,0.0,0.026,0.005,0.026,0.021,0.026
1968,19.16,13.57,7.57,0.0,0.186,14.93,2.99,14.93,11.94,14.93,0.036,0.025,0.014,0.0,0.028,0.006,0.028,0.022,0.028
1969,19.16,13.57,7.57,0.0,0.195,14.93,2.99,14.93,11.94,14.93,0.037,0.027,0.015,0.0,0.029,0.006,0.029,0.023,0.029
1970,19.16,13.57,7.57,0.0,0.205,14.93,2.99,14.93,11.94,14.93,0.039,0.028,0.016,0.0,0.031,0.006,0.031,0.024,0.031
1971,19.16,13.57,7.57,0.0,0.281,14.93,2.99,14.93,11.94,14.93,0.054,0.038,0.021,0.0,0.042,0.008,0.042,0.034,0.042
1972,19.16,13.57,7.57,0.0,0.423,14.93,2.99,14.93,11.94,14.93,0.081,0.057,0.032,0.0,0.063,0.013,0.063,0.051,0.063
1973,19.16,13.57,7.57,0.0,1.265,14.93,2.99,14.93,11.94,14.93,0.242,0.172,0.096,0.0,0.189,0.038,0.189,0.151,0.189
1974,19.16,13.57,7.57,0.0,3.484,14.93,2.99,14.93,11.94,14.93,0.668,0.473,0.264,0.0,0.52,0.104,0.52,0.416,0.52
1975,19.16,13.57,7.57,0.0,4.402,14.93,2.99,14.93,11.94,14.93,0.843,0.597,0.333,0.0,0.657,0.132,0.657,0.526,0.657
1976,19.16,13.57,7.57,0.0,5.745,14.93,2.99,14.93,11.94,14.93,1.101,0.78,0.435,0.0,0.858,0.172,0.858,0.686,0.858
1977,19.16,13.57,7.57,0.0,7.437,14.93,2.99,14.93,11.94,14.93,1.425,1.009,0.563,0.0,1.11,0.222,1.11,0.888,1.11
1978,19.16,13.57,7.57,0.0,7.109,14.93,2.99,14.93,11.94,14.93,1.362,0.965,0.538,0.0,1.061,0.213,1.061,0.849,1.061
1979,19.16,13.57,7.57,0.0,9.337,14.93,2.99,14.93,11.94,14.93,1.789,1.267,0.707,0.0,1.394,0.279,1.394,1.115,1.394
1980,19.16,13.57,7.57,0.0,13.037,14.93,2.99,14.93,11.94,14.93,2.498,1.769,0.987,0.0,1.946,0.39,1.946,1.557,1.946
1981,19.16,13.57,7.57,0.0,14.752,14.93,2.99,14.93,11.94,14.93,2.826,2.002,1.117,0.0,2.202,0.441,2.202,1.761,2.202
1982,19.16,13.57,7.57,0.0,13.941,14.93,2.99,14.93,11.94,14.93,2.671,1.892,1.055,0.0,2.081,0.417,2.081,1.665,2.081
1983,19.16,13.57,7.57,0.0,12.799,14.93,2.99,14.93,11.94,14.93,2.452,1.737,0.969,0.0,1.911,0.383,1.911,1.528,1.911
1984,19.16,13.57,7.57,0.0,12.501,14.93,2.99,14.93,11.94,14.93,2.395,1.696,0.946,0.0,1.866,0.374,1.866,1.493,1.866
1985,19.16,13.57,7.57,0.0,12.141,14.93,2.99,14.93,11.94,14.93,2.326,1.648,0.919,0.0,1.813,0.363,1.813,1.45,1.813
1986,19.16,13.57,7.57,0.0,10.15,14.93,2.99,14.93,11.94,14.93,1.945,1.377,0.768,0.0,1.515,0.303,1.515,1.212,1.515
1987,19.16,13.57,7.57,0.0,10.88,14.93,2.99,14.93,11.94,14.93,2.085,1.476,0.824,0.0,1.624,0.325,1.624,1.299,1.624
1988,19.16,13.57,7.57,0.0,10.847,14.93,2.99,14.93,11.94,14.93,2.078,1.472,0.821,0.0,1.619,0.324,1.619,1.295,1.619
1989,19.16,13.57,7.57,0.0,12.399,14.93,2.99,14.93,11.94,14.93,2.376,1.683,0.939,0.0,1.851,0.371,1.851,1.48,1.851
1990,19.16,13.57,7.57,0.0,15.161,14.93,2.99,14.93,11.94,14.93,2.905,2.057,1.148,0.0,2.264,0.453,2.264,1.81,2.264
1991,19.16,13.57,7.57,0.0,15.415,14.93,2.99,14.93,11.94,14.93,2.954,2.092,1.167,0.0,2.301,0.461,2.301,1.841,2.301
1992,19.16,13.57,7.57,0.0,16.219,14.93,2.99,14.93,11.94,14.93,3.108,2.201,1.228,0.0,2.421,0.485,2.421,1.937,2.421
1993,19.16,13.57,7.57,0.0,16.633,14.93,2.99,14.93,11.94,14.93,3.187,2.257,1.259,0.0,2.483,0.497,2.483,1.986,2.483
1994,19.16,13.57,7.57,0.0,17.734,14.93,2.99,14.93,11.94,14.93,3.398,2.406,1.342,0.0,2.648,0.53,2.648,2.117,2.648
1995,19.16,13.57,7.57,0.0,19.659,14.93,2.99,14.93,11.94,14.93,3.767,2.668,1.488,0.0,2.935,0.588,2.935,2.347,2.935
1996,19.16,13.57,7.57,0.0,21.999,14.93,2.99,14.93,11.94,14.93,4.215,2.985,1.665,0.0,3.285,0.658,3.285,2.627,3.285
1997,19.16,13.57,7.57,0.0,23.575,14.93,2.99,14.93,11.94,14.93,4.517,3.199,1.785,0.0,3.52,0.705,3.52,2.815,3.52
1998,20.61,13.57,7.57,0.0,24.478,14.56,2.91,14.56,11.65,14.56,5.045,3.322,1.853,0.0,3.564,0.712,3.564,2.852,3.564
1999,20.65,13.57,7.57,0.0,25.861,14.55,2.91,14.55,11.64,14.55,5.34,3.509,1.958,0.0,3.763,0.753,3.763,3.01,3.763
2000,26.19,13.57,7.57,0.0,20.211,13.17,2.63,13.17,10.54,13.17,5.293,2.743,1.53,0.0,2.662,0.532,2.662,2.13,2.662
2001,22.25,13.57,7.58,0.0,20.013,14.15,2.83,14.15,11.32,14.15,4.453,2.716,1.517,0.0,2.832,0.566,2.832,2.265,2.832
2002,22.85,13.57,7.8,0.0,21.273,13.94,2.79,13.94,11.15,13.94,4.861,2.887,1.659,0.0,2.965,0.594,2.965,2.372,2.965
2003,23.4,13.57,8.09,0.0,24.087,13.73,2.75,13.73,10.99,13.73,5.636,3.269,1.949,0.0,3.307,0.662,3.307,2.647,3.307
2004,26.04,13.57,7.94,0.0,28.635,13.11,2.62,13.11,10.49,13.11,7.457,3.886,2.274,0.0,3.754,0.75,3.754,3.004,3.754
2005,23.22,13.57,8.38,0.0,34.987,13.71,2.74,13.71,10.97,13.71,8.124,4.748,2.932,0.0,4.797,0.959,4.797,3.838,4.797
2006,20.64,13.57,8.53,0.0,43.026,14.31,2.86,14.31,11.45,14.31,8.881,5.839,3.67,0.0,6.157,1.231,6.157,4.927,6.157
2007,18.58,13.57,8.53,0.0,49.961,14.83,2.97,14.83,11.86,14.83,9.283,6.78,4.262,0.0,7.409,1.484,7.409,5.925,7.409
2008,16.71,13.57,8.53,0.0,61.111,15.3,3.06,15.3,12.24,15.3,10.212,8.293,5.213,0.0,9.35,1.87,9.35,7.48,9.35
2009,15.59,13.57,8.53,0.0,49.115,15.58,3.12,15.58,12.46,15.58,7.657,6.665,4.189,0.0,7.652,1.532,7.652,6.12,7.652
2010,18.74,13.57,8.53,0.0,59.612,14.79,2.96,14.79,11.83,14.79,11.171,8.089,5.085,0.0,8.817,1.765,8.817,7.052,8.817
2011,17.55,13.57,8.53,0.0,71.456,15.09,3.02,15.09,12.07,15.09,12.541,9.697,6.095,0.0,10.783,2.158,10.783,8.625,10.783
2012,17.43,13.57,8.53,0.0,78.605,15.12,3.02,15.12,12.09,15.12,13.701,10.667,6.705,0.0,11.885,2.374,11.885,9.503,11.885
2013,19.91,13.57,8.53,0.0,77.288,14.5,2.9,14.5,11.6,14.5,15.388,10.488,6.593,0.0,11.207,2.241,11.207,8.965,11.207
2014,17.04,13.57,7.78,0.0,77.564,15.4,3.08,15.4,12.32,15.4,13.217,10.525,6.034,0.0,11.945,2.389,11.945,9.556,11.945
2015,17.04,13.57,9.07,0.0,75.862,15.08,3.02,15.08,12.06,15.08,12.927,10.294,6.881,0.0,11.44,2.291,11.44,9.149,11.44
2016,17.04,13.57,9.07,0.0,78.76,15.08,3.02,15.08,12.06,15.08,13.421,10.688,7.144,0.0,11.877,2.379,11.877,9.498,11.877
2017,17.04,13.57,7.81,0.0,77.451,15.4,3.08,15.4,12.32,15.4,13.198,10.51,6.049,0.0,11.927,2.385,11.927,9.542,11.927
2018,17.04,13.57,7.92,0.0,82.649,15.37,3.07,15.37,12.29,15.37,14.083,11.216,6.546,0.0,12.703,2.537,12.703,10.158,12.703
2019,17.04,13.57,7.92,0.0,87.938,15.37,3.07,15.37,12.29,15.37,14.985,11.933,6.965,0.0,13.516,2.7,13.516,10.808,13.516
2020,17.04,12.8,11.41,0.11,90.782,14.66,2.93,14.66,11.73,14.66,15.469,11.62,10.358,0.1,13.309,2.66,13.309,10.649,13.309
2021,17.04,14.76,12.89,0.4,88.935,13.73,2.75,13.73,10.98,13.73,15.154,13.127,11.464,0.356,12.211,2.446,12.211,9.765,12.211
2022,17.04,14.76,12.98,1.22,96.234,13.5,2.7,13.5,10.8,13.5,16.398,14.204,12.491,1.174,12.992,2.598,12.992,10.393,12.992
2023,17.04,14.76,14.41,2.27,97.286,12.88,2.58,12.88,10.3,12.88,16.578,14.359,14.019,2.208,12.53,2.51,12.53,10.02,12.53
2024,17.04,14.76,14.41,2.27,102.815,12.88,2.58,12.88,10.3,12.88,17.52,15.176,14.816,2.334,13.243,2.653,13.243,10.59,13.243
2025,17.04,14.76,14.41,2.27,106.414,12.88,2.58,12.88,10.3,12.88,18.133,15.707,15.334,2.416,13.706,2.745,13.706,10.961,13.706
2026,17.04,14.76,14.41,2.27,110.138,12.88,2.58,12.88,10.3,12.88,18.768,16.256,15.871,2.5,14.186,2.842,14.186,11.344,14.186
