Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1971,14.06,13.67,9.41,14.29,2.311,12.14,7.28,9.71,9.71,9.71,0.325,0.316,0.217,0.33,0.281,0.168,0.224,0.224,0.224
1972,14.06,13.67,9.41,14.29,3.022,12.14,7.28,9.71,9.71,9.71,0.425,0.413,0.284,0.432,0.367,0.22,0.293,0.293,0.293
1973,14.06,13.67,9.41,8.0,5.396,13.71,8.23,10.97,10.97,10.97,0.759,0.738,0.508,0.432,0.74,0.444,0.592,0.592,0.592
1974,14.06,13.67,9.41,11.43,7.555,12.86,7.71,10.28,10.28,10.28,1.062,1.033,0.711,0.864,0.972,0.582,0.777,0.777,0.777
1975,14.06,13.67,9.41,7.69,7.483,13.79,8.27,11.03,11.03,11.03,1.052,1.023,0.704,0.575,1.032,0.619,0.825,0.825,0.825
1976,14.06,13.67,9.41,8.33,7.771,13.63,8.18,10.9,10.9,10.9,1.093,1.062,0.731,0.647,1.059,0.636,0.847,0.847,0.847
1977,14.06,13.67,9.41,15.89,9.239,11.74,7.04,9.39,9.39,9.39,1.299,1.263,0.869,1.468,1.085,0.65,0.868,0.868,0.868
1978,14.06,13.67,9.41,13.84,8.076,12.25,7.35,9.8,9.8,9.8,1.135,1.104,0.76,1.118,0.989,0.594,0.791,0.791,0.791
1979,14.06,13.67,9.41,10.12,11.604,13.18,7.91,10.55,10.55,10.55,1.632,1.586,1.092,1.174,1.529,0.918,1.224,1.224,1.224
1980,14.06,13.67,9.41,10.95,13.612,12.98,7.79,10.38,10.38,10.38,1.914,1.861,1.281,1.49,1.767,1.06,1.413,1.413,1.413
1981,14.06,13.67,9.41,16.94,14.936,11.48,6.89,9.18,9.18,9.18,2.1,2.042,1.405,2.53,1.715,1.029,1.371,1.371,1.371
1982,14.06,13.67,9.41,18.87,15.57,10.99,6.6,8.8,8.8,8.8,2.189,2.128,1.465,2.938,1.711,1.028,1.37,1.37,1.37
1983,14.06,13.67,9.41,29.94,20.95,8.23,4.94,6.58,6.58,6.58,2.946,2.864,1.971,6.272,1.724,1.035,1.378,1.378,1.378
1984,14.06,13.67,9.41,27.11,19.925,8.93,5.36,7.15,7.15,7.15,2.801,2.724,1.875,5.402,1.779,1.068,1.425,1.425,1.425
1985,14.06,13.67,9.41,25.14,14.43,9.43,5.66,7.54,7.54,7.54,2.029,1.973,1.358,3.628,1.361,0.817,1.088,1.088,1.088
1986,14.06,13.67,9.41,25.14,15.396,9.43,5.66,7.54,7.54,7.54,2.165,2.105,1.449,3.871,1.452,0.871,1.161,1.161,1.161
1987,14.06,13.67,9.41,26.63,17.457,9.06,5.43,7.24,7.24,7.24,2.454,2.386,1.643,4.649,1.582,0.948,1.264,1.264,1.264
1988,14.06,13.67,9.41,20.27,18.739,10.65,6.39,8.52,8.52,8.52,2.635,2.562,1.763,3.798,1.996,1.197,1.597,1.597,1.597
1989,14.06,13.67,9.41,19.96,19.014,10.72,6.43,8.58,8.58,8.58,2.673,2.599,1.789,3.795,2.038,1.223,1.631,1.631,1.631
1990,14.06,13.67,9.41,18.25,22.572,11.15,6.69,8.92,8.92,8.92,3.174,3.086,2.124,4.119,2.517,1.51,2.013,2.013,2.013
1991,14.06,13.67,9.41,18.22,18.557,11.16,6.69,8.93,8.93,8.93,2.609,2.537,1.746,3.381,2.071,1.241,1.657,1.657,1.657
1992,14.06,13.67,9.41,15.32,26.785,11.88,7.13,9.51,9.51,9.51,3.766,3.661,2.52,4.103,3.182,1.91,2.547,2.547,2.547
1993,14.06,13.67,9.41,15.6,25.759,11.81,7.09,9.45,9.45,9.45,3.622,3.521,2.424,4.018,3.042,1.826,2.434,2.434,2.434
1994,14.06,13.67,9.41,14.65,28.664,12.05,7.23,9.64,9.64,9.64,4.03,3.918,2.697,4.199,3.454,2.072,2.763,2.763,2.763
1995,14.06,13.67,9.41,13.83,35.17,12.26,7.35,9.8,9.8,9.8,4.945,4.808,3.309,4.864,4.312,2.585,3.447,3.447,3.447
1996,14.06,13.67,9.41,12.82,39.57,12.51,7.5,10.01,10.01,10.01,5.564,5.409,3.724,5.073,4.95,2.968,3.961,3.961,3.961
1997,14.06,13.67,9.41,12.08,40.56,12.69,7.62,10.15,10.15,10.15,5.703,5.545,3.817,4.9,5.147,3.091,4.117,4.117,4.117
1998,14.06,13.67,9.41,12.72,40.726,12.53,7.52,10.03,10.03,10.03,5.726,5.567,3.832,5.18,5.103,3.063,4.085,4.085,4.085
1999,14.06,13.67,9.41,11.82,40.511,12.76,7.65,10.21,10.21,10.21,5.696,5.538,3.812,4.788,5.169,3.099,4.136,4.136,4.136
2000,14.06,13.67,9.41,13.07,47.433,12.45,7.47,9.96,9.96,9.96,6.669,6.484,4.463,6.2,5.905,3.543,4.724,4.724,4.724
2001,13.67,13.41,9.33,13.03,49.372,12.64,7.58,10.11,10.11,10.11,6.749,6.621,4.606,6.433,6.241,3.742,4.992,4.992,4.992
2002,12.76,12.52,8.69,18.07,49.506,11.99,7.2,9.59,9.59,9.59,6.317,6.198,4.302,8.946,5.936,3.564,4.748,4.748,4.748
2003,13.8,13.53,9.23,12.05,46.936,12.85,7.71,10.28,10.28,10.28,6.477,6.35,4.332,5.656,6.031,3.619,4.825,4.825,4.825
2004,14.3,13.38,9.58,13.28,48.46,12.36,7.42,9.89,9.89,9.89,6.93,6.484,4.642,6.436,5.99,3.596,4.793,4.793,4.793
2005,14.3,13.16,9.57,14.02,50.047,12.24,7.34,9.79,9.79,9.79,7.157,6.586,4.789,7.017,6.126,3.673,4.9,4.9,4.9
2006,14.1,13.43,9.85,12.68,52.59,12.49,7.49,9.99,9.99,9.99,7.415,7.063,5.18,6.668,6.568,3.939,5.254,5.254,5.254
2007,15.35,13.28,9.88,12.68,58.854,12.2,7.32,9.76,9.76,9.76,9.034,7.816,5.815,7.463,7.18,4.308,5.744,5.744,5.744
2008,15.16,13.14,9.94,13.96,71.625,11.95,7.17,9.56,9.56,9.56,10.858,9.412,7.12,9.999,8.559,5.136,6.847,6.847,6.847
2009,14.47,12.93,10.0,12.8,69.872,12.45,7.47,9.96,9.96,9.96,10.11,9.034,6.987,8.944,8.699,5.219,6.959,6.959,6.959
2010,14.6,13.63,10.65,10.77,75.664,12.59,7.55,10.07,10.07,10.07,11.047,10.313,8.058,8.149,9.526,5.713,7.619,7.619,7.619
2011,14.34,13.83,10.65,10.84,83.582,12.59,7.55,10.07,10.07,10.07,11.986,11.559,8.902,9.06,10.523,6.31,8.417,8.417,8.417
2012,13.94,14.08,10.8,9.58,82.501,12.9,7.74,10.32,10.32,10.32,11.501,11.616,8.91,7.904,10.643,6.386,8.514,8.514,8.514
2013,13.73,14.56,10.91,9.4,93.202,12.85,7.71,10.28,10.28,10.28,12.797,13.57,10.168,8.761,11.976,7.186,9.581,9.581,9.581
2014,14.74,14.9,11.4,6.82,94.854,13.04,7.82,10.43,10.43,10.43,13.982,14.133,10.813,6.469,12.369,7.418,9.893,9.893,9.893
2015,14.46,15.46,11.65,5.94,90.287,13.12,7.87,10.5,10.5,10.5,13.055,13.958,10.518,5.363,11.846,7.106,9.48,9.48,9.48
2016,14.33,15.35,11.65,6.04,95.836,13.16,7.89,10.53,10.53,10.53,13.733,14.711,11.165,5.789,12.612,7.561,10.092,10.092,10.092
2017,14.19,15.71,11.76,6.02,110.01,13.08,7.85,10.46,10.46,10.46,15.61,17.283,12.937,6.623,14.389,8.636,11.507,11.507,11.507
2018,13.53,15.54,11.76,6.58,116.379,13.15,7.89,10.52,10.52,10.52,15.746,18.085,13.686,7.658,15.304,9.182,12.243,12.243,12.243
2019,13.17,15.75,11.9,5.86,121.942,13.33,8.0,10.66,10.66,10.66,16.06,19.206,14.511,7.146,16.255,9.755,12.999,12.999,12.999
2020,11.83,14.54,11.55,4.69,148.24,14.35,8.61,11.48,11.48,11.48,17.537,21.554,17.122,6.952,21.272,12.763,17.018,17.018,17.018
2021,12.4,15.41,13.78,7.27,161.529,12.78,7.67,10.23,10.23,10.23,20.03,24.892,22.259,11.743,20.643,12.389,16.524,16.524,16.524
2022,12.1,16.07,11.78,9.52,159.824,12.63,7.58,10.11,10.11,10.11,19.339,25.684,18.827,15.215,20.186,12.115,16.158,16.158,16.158
2023,13.81,16.07,11.57,7.65,165.556,12.73,7.64,10.18,10.18,10.18,22.863,26.605,19.155,12.665,21.075,12.649,16.854,16.854,16.854
2024,19.99,16.07,11.57,7.65,174.873,11.18,6.71,8.95,8.95,8.95,34.957,28.102,20.233,13.378,19.551,11.734,15.651,15.651,15.651
2025,19.99,16.07,11.57,7.65,196.96,11.18,6.71,8.95,8.95,8.95,39.372,31.652,22.788,15.067,22.02,13.216,17.628,17.628,17.628
2026,19.99,16.07,11.57,7.65,203.854,11.18,6.71,8.95,8.95,8.95,40.75,32.759,23.586,15.595,22.791,13.679,18.245,18.245,18.245
