Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1976,7.55,18.0,9.48,5.0,1.999,17.99,8.99,8.99,8.99,14.99,0.151,0.36,0.189,0.1,0.36,0.18,0.18,0.18,0.3
1977,7.55,18.0,9.48,5.0,2.099,17.99,8.99,8.99,8.99,14.99,0.158,0.378,0.199,0.105,0.378,0.189,0.189,0.189,0.315
1978,7.55,18.0,9.48,5.0,2.204,17.99,8.99,8.99,8.99,14.99,0.166,0.397,0.209,0.11,0.396,0.198,0.198,0.198,0.33
1979,7.55,18.0,9.48,5.0,2.314,17.99,8.99,8.99,8.99,14.99,0.175,0.416,0.219,0.116,0.416,0.208,0.208,0.208,0.347
1980,7.55,18.0,9.48,5.0,2.43,17.99,8.99,8.99,8.99,14.99,0.183,0.437,0.23,0.121,0.437,0.218,0.218,0.218,0.364
1981,7.55,18.0,9.48,5.0,2.551,17.99,8.99,8.99,8.99,14.99,0.193,0.459,0.242,0.128,0.459,0.229,0.229,0.229,0.382
1982,7.55,18.0,9.48,5.0,2.679,17.99,8.99,8.99,8.99,14.99,0.202,0.482,0.254,0.134,0.482,0.241,0.241,0.241,0.402
1983,7.55,18.0,9.48,5.0,2.813,17.99,8.99,8.99,8.99,14.99,0.212,0.506,0.267,0.141,0.506,0.253,0.253,0.253,0.422
1984,7.55,18.0,9.48,5.0,2.953,17.99,8.99,8.99,8.99,14.99,0.223,0.532,0.28,0.148,0.531,0.265,0.265,0.265,0.443
1985,7.55,18.0,9.48,5.0,3.101,17.99,8.99,8.99,8.99,14.99,0.234,0.558,0.294,0.155,0.558,0.279,0.279,0.279,0.465
1986,7.55,18.0,9.48,5.0,5.794,17.99,8.99,8.99,8.99,14.99,0.437,1.043,0.549,0.29,1.042,0.521,0.521,0.521,0.869
1987,7.55,18.0,9.48,5.0,8.065,17.99,8.99,8.99,8.99,14.99,0.609,1.452,0.765,0.403,1.451,0.725,0.725,0.725,1.209
1988,7.55,18.0,9.48,5.0,5.593,17.99,8.99,8.99,8.99,14.99,0.422,1.007,0.53,0.28,1.006,0.503,0.503,0.503,0.838
1989,7.55,18.0,9.48,5.0,1.385,17.99,8.99,8.99,8.99,14.99,0.105,0.249,0.131,0.069,0.249,0.124,0.124,0.124,0.208
1990,7.55,18.0,9.48,5.0,1.424,17.99,8.99,8.99,8.99,14.99,0.107,0.256,0.135,0.071,0.256,0.128,0.128,0.128,0.213
1991,7.55,18.0,9.48,5.0,2.115,17.99,8.99,8.99,8.99,14.99,0.16,0.381,0.2,0.106,0.38,0.19,0.19,0.19,0.317
1992,7.55,18.0,9.48,5.0,2.171,17.99,8.99,8.99,8.99,14.99,0.164,0.391,0.206,0.109,0.391,0.195,0.195,0.195,0.325
1993,7.55,18.0,9.48,5.0,2.9,17.99,8.99,8.99,8.99,14.99,0.219,0.522,0.275,0.145,0.522,0.261,0.261,0.261,0.435
1994,7.55,18.0,9.48,5.0,3.583,17.99,8.99,8.99,8.99,14.99,0.271,0.645,0.34,0.179,0.645,0.322,0.322,0.322,0.537
1995,7.55,18.0,9.48,5.0,4.562,17.99,8.99,8.99,8.99,14.99,0.344,0.821,0.432,0.228,0.821,0.41,0.41,0.41,0.684
1996,7.55,18.0,9.48,5.0,5.425,17.99,8.99,8.99,8.99,14.99,0.41,0.976,0.514,0.271,0.976,0.488,0.488,0.488,0.813
1997,7.55,18.0,9.48,5.0,5.906,17.99,8.99,8.99,8.99,14.99,0.446,1.063,0.56,0.295,1.062,0.531,0.531,0.531,0.885
1998,7.55,18.0,9.48,5.0,5.986,17.99,8.99,8.99,8.99,14.99,0.452,1.078,0.567,0.299,1.077,0.538,0.538,0.538,0.897
1999,7.55,18.0,9.48,5.0,6.31,17.99,8.99,8.99,8.99,14.99,0.476,1.136,0.598,0.316,1.135,0.567,0.567,0.567,0.946
2000,7.55,18.0,9.48,5.0,6.858,17.99,8.99,8.99,8.99,14.99,0.518,1.234,0.65,0.343,1.234,0.617,0.617,0.617,1.028
2001,7.55,18.0,8.2,5.0,7.191,18.37,9.19,9.19,9.19,15.31,0.543,1.294,0.59,0.36,1.321,0.661,0.661,0.661,1.101
2002,7.55,18.0,8.62,5.0,7.714,18.25,9.12,9.12,9.12,15.21,0.582,1.389,0.665,0.386,1.408,0.704,0.704,0.704,1.173
2003,7.55,18.0,7.16,5.0,8.702,18.69,9.34,9.34,9.34,15.57,0.657,1.566,0.623,0.435,1.626,0.813,0.813,0.813,1.355
2004,7.49,18.0,8.69,5.0,9.994,18.25,9.12,9.12,9.12,15.2,0.749,1.799,0.868,0.5,1.824,0.911,0.911,0.911,1.519
2005,6.8,18.0,8.67,5.0,12.679,18.46,9.23,9.23,9.23,15.38,0.862,2.282,1.099,0.634,2.341,1.17,1.17,1.17,1.95
2006,7.43,18.0,8.77,5.0,14.602,18.24,9.12,9.12,9.12,15.2,1.085,2.628,1.281,0.73,2.663,1.332,1.332,1.332,2.219
2007,8.14,18.0,7.94,5.0,17.031,18.28,9.14,9.14,9.14,15.23,1.386,3.066,1.352,0.852,3.113,1.557,1.557,1.557,2.594
2008,7.94,18.0,8.12,5.0,21.809,18.28,9.14,9.14,9.14,15.23,1.732,3.926,1.771,1.09,3.987,1.993,1.993,1.993,3.321
2009,7.14,15.19,6.85,5.0,23.323,19.74,9.87,9.87,9.87,16.45,1.665,3.543,1.598,1.166,4.604,2.302,2.302,2.302,3.837
2010,7.65,17.06,8.61,5.0,32.384,18.51,9.25,9.25,9.25,15.42,2.477,5.525,2.788,1.619,5.994,2.996,2.996,2.996,4.994
2011,7.33,17.81,9.11,5.0,37.971,18.22,9.11,9.11,9.11,15.19,2.783,6.763,3.459,1.899,6.918,3.459,3.459,3.459,5.768
2012,7.32,18.78,9.52,5.0,43.03,17.81,8.91,8.91,8.91,14.84,3.15,8.081,4.096,2.151,7.664,3.834,3.834,3.834,6.386
2013,7.13,18.52,8.16,5.0,47.016,18.36,9.18,9.18,9.18,15.3,3.352,8.707,3.837,2.351,8.632,4.316,4.316,4.316,7.193
2014,8.01,16.81,9.12,5.0,51.359,18.32,9.16,9.16,9.16,15.26,4.114,8.634,4.684,2.568,9.409,4.705,4.705,4.705,7.837
2015,7.89,15.02,8.49,5.0,52.637,19.08,9.54,9.54,9.54,15.9,4.153,7.906,4.469,2.632,10.043,5.022,5.022,5.022,8.369
2016,8.77,15.6,9.6,5.0,56.561,18.31,9.15,9.15,9.15,15.26,4.96,8.824,5.43,2.828,10.356,5.175,5.175,5.175,8.631
2017,8.38,15.47,10.09,5.0,61.898,18.32,9.16,9.16,9.16,15.26,5.187,9.576,6.245,3.095,11.34,5.67,5.67,5.67,9.446
2018,8.82,16.09,10.22,5.0,68.223,17.96,8.98,8.98,8.98,14.97,6.017,10.977,6.972,3.411,12.253,6.126,6.126,6.126,10.213
2019,8.82,15.57,10.2,5.0,73.56,18.12,9.06,9.06,9.06,15.1,6.488,11.453,7.503,3.678,13.329,6.665,6.665,6.665,11.108
2020,8.82,14.47,8.43,5.0,76.255,18.98,9.49,9.49,9.49,15.82,6.726,11.034,6.428,3.813,14.473,7.237,7.237,7.237,12.064
2021,8.82,14.82,9.74,5.0,80.624,18.49,9.24,9.24,9.24,15.41,7.111,11.949,7.853,4.031,14.907,7.45,7.45,7.45,12.424
2022,8.82,15.45,10.83,5.0,90.958,17.97,8.99,8.99,8.99,14.98,8.022,14.053,9.851,4.548,16.345,8.177,8.177,8.177,13.626
2023,8.82,15.45,10.45,5.0,95.437,18.08,9.04,9.04,9.04,15.07,8.418,14.745,9.973,4.772,17.255,8.628,8.628,8.628,14.382
2024,8.82,15.45,10.45,5.0,104.791,18.08,9.04,9.04,9.04,15.07,9.243,16.19,10.951,5.24,18.946,9.473,9.473,9.473,15.792
2025,8.82,15.45,10.45,5.0,113.233,18.08,9.04,9.04,9.04,15.07,9.987,17.495,11.833,5.662,20.473,10.236,10.236,10.236,17.064
2026,8.82,15.45,10.45,5.0,117.197,18.08,9.04,9.04,9.04,15.07,10.337,18.107,12.247,5.86,21.189,10.595,10.595,10.595,17.662
