Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1966,14.48,18.35,10.95,5.6,1.421,12.66,2.53,12.66,10.13,12.66,0.206,0.261,0.156,0.08,0.18,0.036,0.18,0.144,0.18
1967,14.48,18.35,10.95,5.6,1.582,12.66,2.53,12.66,10.13,12.66,0.229,0.29,0.173,0.089,0.2,0.04,0.2,0.16,0.2
1968,14.48,18.35,10.95,5.6,1.805,12.66,2.53,12.66,10.13,12.66,0.261,0.331,0.198,0.101,0.229,0.046,0.229,0.183,0.229
1969,14.48,18.35,10.95,5.6,2.039,12.66,2.53,12.66,10.13,12.66,0.295,0.374,0.223,0.114,0.258,0.052,0.258,0.207,0.258
1970,14.48,18.35,10.95,5.6,2.298,12.66,2.53,12.66,10.13,12.66,0.333,0.422,0.252,0.129,0.291,0.058,0.291,0.233,0.291
1971,14.48,18.35,10.95,5.6,2.874,12.66,2.53,12.66,10.13,12.66,0.416,0.527,0.315,0.161,0.364,0.073,0.364,0.291,0.364
1972,14.48,18.35,10.95,5.6,3.591,12.66,2.53,12.66,10.13,12.66,0.52,0.659,0.393,0.201,0.455,0.091,0.455,0.364,0.455
1973,14.48,18.35,10.95,5.6,5.043,12.66,2.53,12.66,10.12,12.66,0.73,0.925,0.552,0.282,0.638,0.128,0.638,0.51,0.638
1974,14.48,18.35,10.95,2.74,15.407,13.37,2.67,13.37,10.7,13.37,2.231,2.827,1.687,0.422,2.06,0.411,2.06,1.649,2.06
1975,14.48,18.35,10.95,2.76,17.784,13.37,2.67,13.37,10.69,13.37,2.575,3.263,1.947,0.491,2.378,0.475,2.378,1.901,2.378
1976,14.48,18.35,10.95,1.91,20.185,13.58,2.72,13.58,10.86,13.58,2.923,3.704,2.21,0.386,2.741,0.549,2.741,2.192,2.741
1977,14.48,18.35,10.95,2.41,22.721,13.45,2.69,13.45,10.76,13.45,3.29,4.169,2.488,0.548,3.056,0.611,3.056,2.445,3.056
1978,14.48,18.35,10.95,0.58,23.02,13.91,2.78,13.91,11.13,13.91,3.333,4.224,2.521,0.134,3.202,0.64,3.202,2.562,3.202
1979,14.48,18.35,10.95,2.24,23.598,13.49,2.7,13.49,10.8,13.49,3.417,4.33,2.584,0.529,3.183,0.637,3.183,2.549,3.183
1980,14.48,18.35,10.95,1.91,26.023,13.58,2.72,13.58,10.86,13.58,3.768,4.775,2.85,0.497,3.534,0.708,3.534,2.826,3.534
1981,14.48,18.35,10.95,0.96,27.536,13.82,2.76,13.82,11.05,13.82,3.987,5.053,3.015,0.264,3.806,0.76,3.806,3.043,3.806
1982,14.48,18.35,10.95,0.68,29.203,13.88,2.78,13.88,11.11,13.88,4.229,5.359,3.198,0.199,4.053,0.812,4.053,3.244,4.053
1983,14.48,18.35,10.95,0.38,32.03,13.96,2.79,13.96,11.17,13.96,4.638,5.877,3.507,0.122,4.471,0.894,4.471,3.578,4.471
1984,14.48,18.35,10.95,0.23,30.341,14.0,2.8,14.0,11.2,14.0,4.393,5.567,3.322,0.07,4.248,0.85,4.248,3.398,4.248
1985,14.48,18.35,10.95,0.33,33.317,13.97,2.79,13.97,11.18,13.97,4.824,6.114,3.648,0.11,4.654,0.93,4.654,3.725,4.654
1986,14.48,18.35,10.95,0.16,36.768,14.01,2.8,14.01,11.21,14.01,5.324,6.747,4.026,0.059,5.151,1.029,5.151,4.122,5.151
1987,14.48,18.35,10.95,0.13,22.718,14.02,2.8,14.02,11.22,14.02,3.29,4.169,2.488,0.03,3.185,0.636,3.185,2.549,3.185
1988,14.48,18.35,10.95,0.11,22.764,14.03,2.81,14.03,11.22,14.03,3.296,4.177,2.493,0.025,3.194,0.64,3.194,2.554,3.194
1989,14.48,18.35,10.95,0.08,18.216,14.04,2.81,14.04,11.23,14.04,2.638,3.343,1.995,0.015,2.558,0.512,2.558,2.046,2.558
1990,14.48,18.35,10.95,0.05,18.455,14.04,2.81,14.04,11.23,14.04,2.672,3.387,2.021,0.009,2.591,0.519,2.591,2.073,2.591
1991,12.49,18.35,10.95,0.04,17.523,14.54,2.91,14.54,11.63,14.54,2.189,3.215,1.919,0.007,2.548,0.51,2.548,2.038,2.548
1992,9.9,20.63,10.95,0.03,16.773,14.62,2.92,14.62,11.7,14.62,1.661,3.46,1.837,0.005,2.452,0.49,2.452,1.962,2.452
1993,5.14,23.72,10.95,0.1,9.531,15.02,3.0,15.02,12.02,15.02,0.49,2.261,1.044,0.01,1.432,0.286,1.432,1.146,1.432
1994,7.6,14.55,10.95,0.09,11.254,16.7,3.34,16.7,13.36,16.7,0.855,1.637,1.232,0.01,1.879,0.376,1.879,1.503,1.879
1995,8.5,14.55,10.95,0.02,14.461,16.49,3.3,16.49,13.2,16.49,1.229,2.104,1.583,0.003,2.385,0.477,2.385,1.909,2.385
1996,10.65,13.57,10.95,0.03,18.948,16.2,3.24,16.2,12.96,16.2,2.018,2.571,2.075,0.006,3.07,0.614,3.07,2.456,3.07
1997,11.87,20.11,10.95,0.17,18.285,14.22,2.84,14.22,11.38,14.22,2.17,3.677,2.002,0.031,2.6,0.519,2.6,2.081,2.6
1998,12.94,20.11,10.95,0.72,20.198,13.82,2.76,13.82,11.05,13.82,2.614,4.062,2.212,0.145,2.791,0.557,2.791,2.232,2.791
1999,12.57,20.11,10.95,0.0,19.03,14.09,2.82,14.09,11.27,14.09,2.392,3.827,2.084,0.0,2.681,0.537,2.681,2.145,2.681
2000,14.04,20.63,10.95,0.0,17.225,13.59,2.72,13.59,10.88,13.59,2.418,3.553,1.886,0.0,2.341,0.469,2.341,1.874,2.341
2001,14.57,24.42,11.87,0.0,22.443,12.28,2.46,12.28,9.83,12.28,3.27,5.481,2.664,0.0,2.756,0.552,2.756,2.206,2.756
2002,11.1,26.51,9.57,0.97,22.674,12.96,2.59,12.96,10.37,12.96,2.517,6.011,2.17,0.22,2.939,0.587,2.939,2.351,2.939
2003,12.13,22.14,10.21,1.03,26.303,13.62,2.72,13.62,10.9,13.62,3.191,5.824,2.686,0.271,3.583,0.715,3.583,2.867,3.583
2004,14.9,21.52,10.16,1.01,31.52,13.1,2.62,13.1,10.48,13.1,4.697,6.783,3.202,0.318,4.129,0.826,4.129,3.303,4.129
2005,13.61,21.9,9.01,1.08,44.045,13.6,2.72,13.6,10.88,13.6,5.994,9.646,3.968,0.476,5.99,1.198,5.99,4.792,5.99
2006,14.32,19.46,9.61,1.08,55.474,13.88,2.78,13.88,11.11,13.88,7.944,10.795,5.331,0.599,7.7,1.542,7.7,6.163,7.7
2007,15.25,20.03,11.53,1.42,59.324,12.94,2.59,12.94,10.35,12.94,9.047,11.883,6.84,0.842,7.676,1.536,7.676,6.14,7.676
2008,12.98,22.38,9.48,1.12,74.714,13.51,2.7,13.51,10.81,13.51,9.698,16.721,7.083,0.837,10.094,2.017,10.094,8.077,10.094
2009,15.69,18.56,12.38,0.73,81.971,13.16,2.63,13.16,10.53,13.16,12.861,15.214,10.148,0.598,10.787,2.156,10.787,8.632,10.787
2010,15.97,19.26,12.52,0.73,96.424,12.88,2.58,12.88,10.3,12.88,15.399,18.571,12.072,0.704,12.419,2.488,12.419,9.932,12.419
2011,13.01,20.15,12.02,0.73,124.538,13.52,2.7,13.52,10.82,13.52,16.202,25.094,14.97,0.909,16.838,3.363,16.838,13.475,16.838
2012,19.32,17.4,15.61,0.73,127.495,11.74,2.35,11.74,9.39,11.74,24.632,22.184,19.902,0.931,14.968,2.996,14.968,11.972,14.968
2013,15.61,21.67,16.34,0.73,99.063,11.41,2.28,11.41,9.13,11.41,15.464,21.467,16.187,0.723,11.303,2.259,11.303,9.044,11.303
2014,14.8,19.66,23.14,0.73,91.518,10.41,2.08,10.41,8.33,10.41,13.545,17.992,21.177,0.668,9.527,1.904,9.527,7.623,9.527
2015,15.55,18.57,25.84,0.73,81.007,9.83,1.97,9.83,7.86,9.83,12.597,15.043,20.932,0.591,7.963,1.596,7.963,6.367,7.963
2016,15.41,19.45,24.22,0.73,94.751,10.05,2.01,10.05,8.04,10.05,14.601,18.429,22.949,0.692,9.522,1.904,9.522,7.618,9.522
2017,16.05,20.31,24.5,0.73,101.011,9.6,1.92,9.6,7.68,9.6,16.212,20.515,24.748,0.737,9.697,1.939,9.697,7.758,9.697
2018,14.62,21.15,20.79,0.73,81.544,10.68,2.14,10.68,8.54,10.68,11.922,17.247,16.953,0.595,8.709,1.745,8.709,6.964,8.709
2019,14.59,21.24,19.45,0.73,68.891,11.0,2.2,11.0,8.8,11.0,10.051,14.632,13.399,0.503,7.578,1.516,7.578,6.062,7.578
2020,14.45,22.67,19.03,0.73,55.616,10.78,2.16,10.78,8.63,10.78,8.037,12.608,10.584,0.406,5.995,1.201,5.995,4.8,5.995
2021,14.1,18.82,16.05,0.73,80.643,12.57,2.51,12.57,10.06,12.57,11.371,15.177,12.943,0.589,10.137,2.024,10.137,8.113,10.137
2022,13.94,18.82,19.11,0.73,83.674,11.85,2.37,11.85,9.48,11.85,11.664,15.747,15.99,0.611,9.915,1.983,9.915,7.932,9.915
2023,14.98,18.82,19.06,0.73,90.573,11.6,2.32,11.6,9.28,11.6,13.568,17.046,17.263,0.661,10.506,2.101,10.506,8.405,10.506
2024,12.55,18.82,19.06,0.73,94.085,12.21,2.44,12.21,9.77,12.21,11.808,17.707,17.933,0.687,11.488,2.296,11.488,9.192,11.488
2025,12.55,18.82,19.06,0.73,71.8,12.21,2.44,12.21,9.77,12.21,9.011,13.513,13.685,0.524,8.767,1.752,8.767,7.015,8.767
2026,12.55,18.82,19.06,0.73,74.313,12.21,2.44,12.21,9.77,12.21,9.326,13.986,14.164,0.542,9.074,1.813,9.074,7.26,9.074
