Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
2007,7.1,13.67,6.46,27.74,31.739,13.51,6.75,6.75,6.75,11.26,2.253,4.339,2.05,8.804,4.288,2.142,2.142,2.142,3.574
2008,6.99,14.44,6.51,25.87,36.141,13.86,6.93,6.93,6.93,11.55,2.526,5.219,2.353,9.35,5.009,2.505,2.505,2.505,4.174
2009,6.26,13.21,6.64,23.73,37.409,15.05,7.52,7.52,7.52,12.54,2.342,4.942,2.484,8.877,5.63,2.813,2.813,2.813,4.691
2010,6.38,15.52,7.18,23.36,42.111,14.27,7.13,7.13,7.13,11.89,2.687,6.536,3.024,9.837,6.009,3.002,3.002,3.002,5.007
2011,6.7,15.52,6.17,20.63,46.399,15.3,7.65,7.65,7.65,12.75,3.109,7.201,2.863,9.572,7.099,3.55,3.55,3.55,5.916
2012,6.25,15.52,6.2,21.13,51.981,15.27,7.64,7.64,7.64,12.73,3.249,8.067,3.223,10.984,7.937,3.971,3.971,3.971,6.617
2013,6.87,15.52,6.47,20.41,54.936,15.22,7.61,7.61,7.61,12.69,3.774,8.526,3.554,11.212,8.361,4.181,4.181,4.181,6.971
2014,6.2,15.52,7.51,19.14,55.884,15.49,7.75,7.75,7.75,12.91,3.465,8.673,4.197,10.696,8.656,4.331,4.331,4.331,7.215
2015,6.12,15.15,8.26,16.69,60.509,16.14,8.07,8.07,8.07,13.45,3.703,9.167,4.998,10.099,9.766,4.883,4.883,4.883,8.138
2016,5.5,16.64,7.75,15.16,62.72,16.48,8.24,8.24,8.24,13.74,3.45,10.437,4.861,9.508,10.336,5.168,5.168,5.168,8.618
2017,6.0,19.59,7.62,13.78,65.516,15.9,7.95,7.95,7.95,13.25,3.931,12.835,4.992,9.028,10.417,5.209,5.209,5.209,8.681
2018,5.66,18.69,7.35,13.45,72.224,16.45,8.23,8.23,8.23,13.71,4.088,13.499,5.308,9.714,11.881,5.944,5.944,5.944,9.902
2019,5.21,18.16,7.79,12.49,81.751,16.91,8.45,8.45,8.45,14.09,4.259,14.846,6.368,10.211,13.824,6.908,6.908,6.908,11.519
2020,5.0,16.89,9.0,10.83,103.673,17.48,8.74,8.74,8.74,14.57,5.184,17.51,9.331,11.228,18.122,9.061,9.061,9.061,15.105
2021,5.17,16.68,9.82,11.56,110.508,17.03,8.52,8.52,8.52,14.19,5.713,18.433,10.852,12.775,18.82,9.415,9.415,9.415,15.681
2022,5.08,15.7,8.98,12.27,110.233,17.39,8.7,8.7,8.7,14.49,5.6,17.307,9.899,13.526,19.17,9.59,9.59,9.59,15.973
2023,4.77,16.73,8.77,15.31,108.094,16.33,8.16,8.16,8.16,13.61,5.156,18.084,9.48,16.549,17.652,8.82,8.82,8.82,14.712
2024,5.44,16.55,8.77,15.31,114.182,16.18,8.09,8.09,8.09,13.48,6.212,18.897,10.014,17.481,18.475,9.237,9.237,9.237,15.392
2025,5.44,15.2,8.77,15.31,120.468,16.58,8.29,8.29,8.29,13.82,6.553,18.311,10.565,18.444,19.974,9.987,9.987,9.987,16.649
2026,5.44,15.2,8.77,15.31,124.684,16.58,8.29,8.29,8.29,13.82,6.783,18.952,10.935,19.089,20.673,10.336,10.336,10.336,17.231
