Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1961,14.85,13.52,10.96,3.03,1.896,14.41,8.65,11.53,11.53,11.53,0.282,0.256,0.208,0.057,0.273,0.164,0.219,0.219,0.219
1962,14.85,13.52,10.96,3.03,2.209,14.41,8.65,11.53,11.53,11.53,0.328,0.299,0.242,0.067,0.318,0.191,0.255,0.255,0.255
1963,14.85,13.52,10.96,3.03,2.185,14.41,8.65,11.53,11.53,11.53,0.324,0.295,0.239,0.066,0.315,0.189,0.252,0.252,0.252
1964,14.85,13.52,10.96,3.03,2.324,14.41,8.65,11.53,11.53,11.53,0.345,0.314,0.255,0.07,0.335,0.201,0.268,0.268,0.268
1965,14.85,13.52,10.96,3.03,2.369,14.41,8.65,11.53,11.53,11.53,0.352,0.32,0.26,0.072,0.341,0.205,0.273,0.273,0.273
1966,14.85,13.52,10.96,3.03,2.781,14.41,8.65,11.53,11.53,11.53,0.413,0.376,0.305,0.084,0.401,0.241,0.321,0.321,0.321
1967,14.85,13.52,10.96,3.03,2.738,14.41,8.65,11.53,11.53,11.53,0.407,0.37,0.3,0.083,0.395,0.237,0.316,0.316,0.316
1968,14.85,13.52,10.96,3.03,2.792,14.41,8.65,11.53,11.53,11.53,0.415,0.377,0.306,0.085,0.402,0.242,0.322,0.322,0.322
1969,14.85,13.52,10.96,3.03,3.24,14.41,8.65,11.53,11.53,11.53,0.481,0.438,0.355,0.098,0.467,0.28,0.374,0.374,0.374
1970,14.85,13.52,10.96,3.03,3.548,14.41,8.65,11.53,11.53,11.53,0.527,0.48,0.389,0.108,0.511,0.307,0.409,0.409,0.409
1971,14.85,13.52,10.96,3.03,4.215,14.41,8.65,11.53,11.53,11.53,0.626,0.57,0.462,0.128,0.607,0.365,0.486,0.486,0.486
1972,14.85,13.52,10.96,3.03,4.62,14.41,8.65,11.53,11.53,11.53,0.686,0.625,0.506,0.14,0.666,0.4,0.533,0.533,0.533
1973,14.85,13.52,10.96,3.03,5.374,14.41,8.65,11.53,11.53,11.53,0.798,0.727,0.589,0.163,0.774,0.465,0.62,0.62,0.62
1974,14.85,13.52,10.96,3.03,4.688,14.41,8.65,11.53,11.53,11.53,0.696,0.634,0.514,0.142,0.676,0.406,0.541,0.541,0.541
1975,14.85,13.52,10.96,11.86,2.541,12.2,7.32,9.76,9.76,9.76,0.377,0.344,0.278,0.301,0.31,0.186,0.248,0.248,0.248
1976,14.85,13.52,10.96,9.27,3.193,12.85,7.71,10.28,10.28,10.28,0.474,0.432,0.35,0.296,0.41,0.246,0.328,0.328,0.328
1977,14.85,13.52,10.96,10.5,4.572,12.54,7.53,10.04,10.04,10.04,0.679,0.618,0.501,0.48,0.573,0.344,0.459,0.459,0.459
1978,14.85,13.52,10.96,5.94,5.187,13.68,8.21,10.95,10.95,10.95,0.77,0.701,0.569,0.308,0.71,0.426,0.568,0.568,0.568
1979,14.85,13.52,10.96,4.21,6.332,14.11,8.47,11.29,11.29,11.29,0.94,0.856,0.694,0.267,0.893,0.536,0.715,0.715,0.715
1980,14.85,13.52,10.96,3.12,8.458,14.39,8.63,11.51,11.51,11.51,1.256,1.144,0.927,0.264,1.217,0.73,0.974,0.974,0.974
1981,14.85,13.52,10.96,1.51,10.568,14.79,8.87,11.83,11.83,11.83,1.569,1.429,1.158,0.16,1.563,0.937,1.25,1.25,1.25
1982,14.85,13.52,10.96,1.67,7.221,14.75,8.85,11.8,11.8,11.8,1.072,0.976,0.791,0.121,1.065,0.639,0.852,0.852,0.852
1983,14.85,13.52,10.96,4.17,7.122,14.13,8.48,11.3,11.3,11.3,1.058,0.963,0.781,0.297,1.006,0.604,0.805,0.805,0.805
1984,14.85,13.52,10.96,4.59,7.034,14.02,8.41,11.22,11.22,11.22,1.044,0.951,0.771,0.323,0.986,0.592,0.789,0.789,0.789
1985,14.85,13.52,10.96,6.94,5.487,13.43,8.06,10.75,10.75,10.75,0.815,0.742,0.601,0.381,0.737,0.442,0.59,0.59,0.59
1986,14.85,13.52,10.96,6.28,5.466,13.6,8.16,10.88,10.88,10.88,0.812,0.739,0.599,0.343,0.743,0.446,0.595,0.595,0.595
1987,14.85,13.52,10.96,9.08,5.646,12.9,7.74,10.32,10.32,10.32,0.838,0.763,0.619,0.513,0.728,0.437,0.583,0.583,0.583
1988,14.85,13.52,10.96,11.26,6.032,12.35,7.41,9.88,9.88,9.88,0.896,0.816,0.661,0.679,0.745,0.447,0.596,0.596,0.596
1989,14.85,13.52,10.96,9.16,6.379,12.88,7.73,10.3,10.3,10.3,0.947,0.862,0.699,0.584,0.822,0.493,0.657,0.657,0.657
1990,14.85,13.52,10.96,10.57,6.707,12.53,7.52,10.02,10.02,10.02,0.996,0.907,0.735,0.709,0.84,0.504,0.672,0.672,0.672
1991,12.82,13.52,10.96,11.56,7.8,12.79,7.67,10.23,10.23,10.23,1.0,1.055,0.855,0.902,0.998,0.598,0.798,0.798,0.798
1992,12.06,13.52,10.96,7.8,9.174,13.92,8.35,11.13,11.13,11.13,1.106,1.24,1.005,0.716,1.277,0.766,1.021,1.021,1.021
1993,12.26,13.52,10.96,6.92,9.843,14.09,8.45,11.27,11.27,11.27,1.207,1.331,1.079,0.681,1.387,0.832,1.109,1.109,1.109
1994,12.38,14.13,10.96,5.51,10.96,14.25,8.55,11.4,11.4,11.4,1.357,1.549,1.201,0.604,1.562,0.937,1.249,1.249,1.249
1995,12.71,15.02,10.96,4.36,13.365,14.24,8.54,11.39,11.39,11.39,1.699,2.007,1.465,0.583,1.903,1.141,1.522,1.522,1.522
1996,11.74,15.76,10.96,3.25,14.881,14.57,8.74,11.66,11.66,11.66,1.747,2.345,1.631,0.484,2.168,1.301,1.735,1.735,1.735
1997,12.02,14.5,10.96,2.47,16.367,15.01,9.01,12.01,12.01,12.01,1.967,2.373,1.794,0.404,2.457,1.475,1.966,1.966,1.966
1998,11.76,15.17,10.96,3.59,16.994,14.63,8.78,11.71,11.71,11.71,1.998,2.578,1.863,0.61,2.486,1.492,1.99,1.99,1.99
1999,11.41,15.65,10.96,1.68,17.018,15.08,9.05,12.06,12.06,12.06,1.942,2.663,1.865,0.286,2.566,1.54,2.052,2.052,2.052
2000,11.76,16.43,10.96,5.83,18.982,13.76,8.25,11.01,11.01,11.01,2.232,3.119,2.08,1.107,2.612,1.566,2.09,2.09,2.09
2001,11.42,17.45,11.13,5.73,17.273,13.57,8.14,10.85,10.85,10.85,1.973,3.014,1.922,0.99,2.344,1.406,1.874,1.874,1.874
2002,10.91,17.45,11.66,5.57,16.987,13.6,8.16,10.88,10.88,10.88,1.853,2.964,1.981,0.946,2.31,1.386,1.848,1.848,1.848
2003,12.17,17.64,12.48,5.74,17.797,12.99,7.8,10.4,10.4,10.4,2.166,3.139,2.221,1.022,2.312,1.388,1.851,1.851,1.851
2004,13.03,17.02,13.1,5.1,21.706,12.94,7.76,10.35,10.35,10.35,2.828,3.694,2.843,1.107,2.809,1.684,2.247,2.247,2.247
2005,12.52,16.2,12.87,4.72,25.325,13.42,8.05,10.74,10.74,10.74,3.171,4.103,3.259,1.195,3.399,2.039,2.72,2.72,2.72
2006,13.38,16.23,13.41,4.16,29.407,13.21,7.92,10.56,10.56,10.56,3.935,4.773,3.943,1.223,3.885,2.329,3.105,3.105,3.105
2007,12.07,16.75,13.6,3.6,33.293,13.49,8.1,10.8,10.8,10.8,4.018,5.577,4.528,1.199,4.491,2.697,3.596,3.596,3.596
2008,11.86,17.4,13.46,2.56,39.851,13.68,8.21,10.94,10.94,10.94,4.726,6.934,5.364,1.02,5.452,3.272,4.36,4.36,4.36
2009,9.11,17.04,13.6,2.49,44.047,14.44,8.66,11.55,11.55,11.55,4.013,7.506,5.99,1.097,6.36,3.814,5.087,5.087,5.087
2010,9.61,17.85,13.69,2.24,52.775,14.15,8.49,11.32,11.32,11.32,5.072,9.42,7.225,1.182,7.468,4.481,5.974,5.974,5.974
2011,9.89,17.75,14.01,2.82,58.964,13.88,8.33,11.11,11.11,11.11,5.832,10.466,8.261,1.663,8.184,4.912,6.551,6.551,6.551
2012,8.86,19.68,14.57,3.04,64.016,13.46,8.08,10.77,10.77,10.77,5.672,12.598,9.327,1.946,8.616,5.172,6.894,6.894,6.894
2013,8.63,19.68,15.41,2.91,67.408,13.34,8.01,10.67,10.67,10.67,5.817,13.266,10.388,1.962,8.992,5.399,7.192,7.192,7.192
2014,8.25,19.92,15.69,2.64,64.57,13.38,8.03,10.7,10.7,10.7,5.327,12.862,10.131,1.705,8.639,5.185,6.909,6.909,6.909
2015,7.63,19.59,16.02,3.05,63.112,13.43,8.06,10.74,10.74,10.74,4.815,12.364,10.111,1.925,8.476,5.087,6.778,6.778,6.778
2016,7.59,21.16,16.75,3.43,66.383,12.77,7.66,10.21,10.21,10.21,5.038,14.047,11.119,2.277,8.477,5.085,6.778,6.778,6.778
2017,7.61,21.31,17.97,3.53,74.253,12.39,7.44,9.92,9.92,9.92,5.651,15.823,13.343,2.621,9.2,5.524,7.366,7.366,7.366
2018,7.33,21.37,18.3,4.04,80.515,12.24,7.34,9.79,9.79,9.79,5.902,17.206,14.734,3.253,9.855,5.91,7.882,7.882,7.882
2019,7.04,21.23,18.01,3.84,78.067,12.47,7.48,9.97,9.97,9.97,5.496,16.574,14.06,2.998,9.735,5.839,7.783,7.783,7.783
2020,7.1,19.35,18.84,3.45,80.213,12.81,7.69,10.25,10.25,10.25,5.695,15.521,15.112,2.767,10.275,6.168,8.222,8.222,8.222
2021,4.9,14.88,15.52,2.78,116.921,15.48,9.29,12.38,12.38,12.38,5.729,17.398,18.146,3.25,18.099,10.862,14.475,14.475,14.475
2022,5.78,18.38,19.05,4.13,87.44,13.17,7.9,10.53,10.53,10.53,5.054,16.071,16.657,3.611,11.516,6.908,9.207,9.207,9.207
2023,5.95,18.38,19.17,4.32,99.227,13.05,7.83,10.44,10.44,10.44,5.904,18.238,19.022,4.287,12.949,7.769,10.359,10.359,10.359
2024,5.84,18.38,19.3,4.32,97.294,13.04,7.83,10.43,10.43,10.43,5.682,17.883,18.778,4.203,12.687,7.618,10.148,10.148,10.148
2025,5.84,18.38,19.3,4.32,105.6,13.04,7.83,10.43,10.43,10.43,6.167,19.409,20.381,4.562,13.77,8.268,11.014,11.014,11.014
2026,5.84,18.38,19.3,4.32,109.296,13.04,7.83,10.43,10.43,10.43,6.383,20.089,21.094,4.722,14.252,8.558,11.4,11.4,11.4
