Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1979,10.81,8.38,9.61,7.71,13.164,9.52,6.35,12.7,22.22,12.7,1.423,1.103,1.265,1.015,1.253,0.836,1.672,2.925,1.672
1980,10.81,8.38,9.61,9.01,14.709,9.33,6.22,12.44,21.76,12.44,1.59,1.233,1.413,1.325,1.372,0.915,1.83,3.201,1.83
1981,10.81,8.38,9.61,8.99,15.308,9.33,6.22,12.44,21.77,12.44,1.655,1.283,1.471,1.376,1.428,0.952,1.904,3.333,1.904
1982,10.81,7.66,9.61,4.22,22.261,10.15,6.77,13.54,23.69,13.54,2.406,1.705,2.139,0.939,2.26,1.507,3.014,5.274,3.014
1983,10.81,7.12,9.61,7.23,16.369,9.78,6.52,13.05,22.83,13.05,1.769,1.165,1.573,1.183,1.601,1.067,2.136,3.737,2.136
1984,10.81,7.55,9.61,10.56,18.149,9.22,6.15,12.29,21.51,12.29,1.962,1.37,1.744,1.916,1.673,1.116,2.23,3.904,2.23
1985,10.81,6.49,9.61,12.05,18.266,9.16,6.1,12.21,21.36,12.21,1.975,1.185,1.755,2.201,1.673,1.114,2.23,3.902,2.23
1986,10.81,6.49,9.61,13.82,21.412,8.89,5.93,11.85,20.74,11.85,2.315,1.39,2.058,2.959,1.903,1.27,2.537,4.441,2.537
1987,10.81,6.2,9.61,14.68,27.269,8.8,5.87,11.74,20.54,11.74,2.948,1.691,2.621,4.003,2.4,1.601,3.201,5.601,3.201
1988,10.81,6.78,9.61,16.03,31.478,8.52,5.68,11.35,19.87,11.35,3.403,2.134,3.025,5.046,2.682,1.788,3.573,6.255,3.573
1989,9.43,7.18,9.61,14.66,36.649,8.87,5.91,11.82,20.69,11.82,3.456,2.631,3.522,5.373,3.251,2.166,4.332,7.583,4.332
1990,8.59,7.2,9.61,20.87,50.074,8.06,5.37,10.75,18.8,10.75,4.301,3.605,4.812,10.45,4.036,2.689,5.383,9.414,5.383
1991,8.62,6.29,9.61,19.98,55.821,8.32,5.55,11.1,19.42,11.1,4.812,3.511,5.364,11.153,4.644,3.098,6.196,10.84,6.196
1992,8.57,6.41,9.61,19.98,61.704,8.31,5.54,11.09,19.4,11.09,5.288,3.955,5.93,12.328,5.128,3.418,6.843,11.971,6.843
1993,8.12,6.41,9.61,19.98,57.767,8.38,5.59,11.18,19.56,11.18,4.691,3.703,5.551,11.542,4.841,3.229,6.458,11.299,6.458
1994,8.45,6.41,9.61,19.98,61.904,8.33,5.55,11.11,19.44,11.11,5.231,3.968,5.949,12.368,5.157,3.436,6.878,12.034,6.878
1995,6.64,6.41,9.61,19.98,72.669,8.6,5.74,11.47,20.08,11.47,4.825,4.658,6.984,14.519,6.25,4.171,8.335,14.592,8.335
1996,7.02,6.41,9.61,19.98,76.528,8.55,5.7,11.4,19.94,11.4,5.372,4.905,7.354,15.29,6.543,4.362,8.724,15.26,8.724
1997,7.31,6.41,9.61,19.98,73.435,8.5,5.67,11.34,19.84,11.34,5.368,4.707,7.057,14.672,6.242,4.164,8.328,14.57,8.328
1998,7.4,6.41,9.61,18.29,74.606,8.74,5.83,11.66,20.4,11.66,5.521,4.782,7.17,13.646,6.521,4.35,8.699,15.22,8.699
1999,7.28,6.56,9.61,18.32,72.079,8.73,5.82,11.65,20.38,11.65,5.247,4.728,6.927,13.205,6.293,4.195,8.397,14.69,8.397
2000,7.46,6.96,9.61,15.88,67.61,9.01,6.01,12.02,21.03,12.02,5.044,4.706,6.497,10.737,6.092,4.063,8.127,14.218,8.127
2001,7.07,7.32,10.98,14.84,69.962,8.97,5.98,11.96,20.93,11.96,4.946,5.121,7.682,10.382,6.276,4.184,8.367,14.643,8.367
2002,6.72,7.48,10.87,13.58,78.516,9.2,6.14,12.27,21.47,12.27,5.276,5.873,8.535,10.663,7.224,4.821,9.634,16.857,9.634
2003,5.35,7.36,10.86,12.02,102.861,9.66,6.44,12.88,22.54,12.88,5.503,7.571,11.171,12.364,9.936,6.624,13.249,23.185,13.249
2004,5.47,7.7,9.97,11.26,126.647,9.84,6.56,13.12,22.96,13.12,6.928,9.752,12.627,14.26,12.462,8.308,16.616,29.078,16.616
2005,6.23,8.7,11.44,11.24,128.751,9.36,6.24,12.48,21.84,12.48,8.021,11.201,14.729,14.472,12.051,8.034,16.068,28.119,16.068
2006,6.17,7.1,11.28,10.75,140.353,9.71,6.47,12.94,22.65,12.94,8.66,9.965,15.832,15.088,13.628,9.081,18.162,31.79,18.162
2007,5.69,7.1,11.3,10.54,169.912,9.8,6.54,13.07,22.88,13.07,9.668,12.064,19.2,17.909,16.651,11.112,22.208,38.876,22.208
2008,5.87,7.1,11.34,10.54,203.239,9.77,6.51,13.03,22.8,13.03,11.93,14.43,23.047,21.421,19.856,13.231,26.482,46.338,26.482
2009,5.96,7.1,11.88,10.15,205.439,9.74,6.49,12.98,22.72,12.98,12.244,14.586,24.406,20.852,20.01,13.333,26.666,46.676,26.666
2010,5.19,7.1,12.49,12.01,183.134,9.48,6.32,12.64,22.12,12.64,9.505,13.002,22.873,21.994,17.361,11.574,23.148,40.509,23.148
2011,4.58,7.1,10.96,13.93,187.679,9.51,6.34,12.69,22.2,12.69,8.596,13.325,20.57,26.144,17.848,11.899,23.816,41.665,23.816
2012,4.51,7.1,9.93,9.43,165.755,10.35,6.9,13.8,24.16,13.8,7.476,11.769,16.459,15.631,17.156,11.437,22.874,40.046,22.874
2013,4.51,7.1,8.19,6.9,175.552,10.99,7.33,14.66,25.65,14.66,7.917,12.464,14.378,12.113,19.293,12.868,25.736,45.029,25.736
2014,4.6,7.1,8.77,8.34,140.751,10.68,7.12,14.24,24.92,14.24,6.475,9.993,12.344,11.739,15.032,10.021,20.043,35.075,20.043
2015,4.78,7.1,8.71,7.15,122.873,10.84,7.23,14.45,25.29,14.45,5.873,8.724,10.702,8.785,13.319,8.884,17.755,31.075,17.755
2016,5.12,7.14,8.81,6.93,114.107,10.8,7.2,14.4,25.2,14.4,5.842,8.147,10.053,7.908,12.324,8.216,16.431,28.755,16.431
2017,5.27,7.14,8.84,6.92,115.539,10.77,7.18,14.37,25.14,14.37,6.089,8.25,10.214,7.995,12.444,8.296,16.603,29.047,16.603
2018,5.56,7.36,8.59,7.32,123.895,10.67,7.12,14.23,24.91,14.23,6.889,9.119,10.643,9.069,13.22,8.821,17.63,30.862,17.63
2019,5.45,7.46,8.3,6.62,117.665,10.82,7.22,14.43,25.26,14.43,6.413,8.778,9.766,7.789,12.731,8.495,16.979,29.722,16.979
2020,5.1,6.39,8.54,5.35,134.411,11.19,7.46,14.92,26.12,14.92,6.855,8.589,11.479,7.191,15.041,10.027,20.054,35.108,20.054
2021,6.7,6.39,9.49,4.9,144.785,10.88,7.25,14.5,25.38,14.5,9.701,9.252,13.74,7.094,15.753,10.497,20.994,36.747,20.994
2022,7.58,6.39,8.65,5.17,133.948,10.83,7.22,14.44,25.27,14.44,10.153,8.559,11.586,6.925,14.507,9.671,19.342,33.849,19.342
2023,5.91,6.39,8.58,7.27,139.0,10.78,7.18,14.37,25.15,14.37,8.215,8.882,11.926,10.105,14.984,9.98,19.974,34.958,19.974
2024,6.58,6.39,8.58,7.27,146.605,10.68,7.12,14.24,24.91,14.24,9.647,9.368,12.579,10.658,15.657,10.438,20.877,36.519,20.877
2025,6.58,6.39,8.58,7.27,160.563,10.68,7.12,14.24,24.91,14.24,10.565,10.26,13.776,11.673,17.148,11.432,22.864,39.996,22.864
2026,6.58,6.39,8.58,7.27,166.183,10.68,7.12,14.24,24.91,14.24,10.935,10.619,14.259,12.082,17.748,11.832,23.664,41.396,23.664
