Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1967,9.79,15.35,6.66,3.08,2.43,19.53,9.77,9.77,9.77,16.28,0.238,0.373,0.162,0.075,0.475,0.237,0.237,0.237,0.396
1968,9.79,15.35,6.66,3.08,2.572,19.53,9.77,9.77,9.77,16.28,0.252,0.395,0.171,0.079,0.502,0.251,0.251,0.251,0.419
1969,9.79,15.35,6.66,3.08,2.828,19.53,9.77,9.77,9.77,16.28,0.277,0.434,0.188,0.087,0.552,0.276,0.276,0.276,0.46
1970,9.79,15.35,6.66,3.08,3.486,19.53,9.77,9.77,9.77,16.28,0.341,0.535,0.232,0.107,0.681,0.341,0.341,0.341,0.568
1971,9.79,15.35,6.66,3.08,3.732,19.53,9.77,9.77,9.77,16.28,0.365,0.573,0.249,0.115,0.729,0.365,0.365,0.365,0.608
1972,9.79,15.35,6.66,3.08,4.031,19.53,9.77,9.77,9.77,16.28,0.395,0.619,0.268,0.124,0.787,0.394,0.394,0.394,0.656
1973,9.79,15.35,6.66,3.08,4.378,19.53,9.77,9.77,9.77,16.28,0.429,0.672,0.292,0.135,0.855,0.428,0.428,0.428,0.713
1974,9.79,15.35,6.66,3.08,4.001,19.53,9.77,9.77,9.77,16.28,0.392,0.614,0.266,0.123,0.781,0.391,0.391,0.391,0.651
1975,9.79,15.35,6.66,3.08,5.043,19.53,9.77,9.77,9.77,16.28,0.494,0.774,0.336,0.155,0.985,0.493,0.493,0.493,0.821
1976,9.79,15.35,6.66,3.41,4.974,19.44,9.72,9.72,9.72,16.2,0.487,0.764,0.331,0.17,0.967,0.483,0.483,0.483,0.806
1977,9.79,15.35,6.66,4.85,5.218,19.0,9.5,9.5,9.5,15.84,0.511,0.801,0.348,0.253,0.992,0.496,0.496,0.496,0.827
1978,9.79,15.35,6.66,8.09,4.736,18.03,9.02,9.02,9.02,15.03,0.464,0.727,0.315,0.383,0.854,0.427,0.427,0.427,0.712
1979,9.79,15.35,6.66,9.4,5.993,17.64,8.82,8.82,8.82,14.7,0.587,0.92,0.399,0.563,1.057,0.529,0.529,0.529,0.881
1980,9.79,15.35,6.66,6.64,7.924,18.47,9.23,9.23,9.23,15.39,0.776,1.216,0.528,0.526,1.464,0.731,0.731,0.731,1.22
1981,9.79,15.35,6.66,6.64,8.095,18.47,9.23,9.23,9.23,15.39,0.792,1.243,0.539,0.538,1.495,0.747,0.747,0.747,1.246
1982,9.79,15.35,6.66,4.96,10.95,18.97,9.49,9.49,9.49,15.81,1.072,1.681,0.729,0.543,2.077,1.039,1.039,1.039,1.731
1983,9.79,15.35,6.66,8.94,9.997,17.78,8.89,8.89,8.89,14.81,0.979,1.534,0.666,0.894,1.777,0.889,0.889,0.889,1.48
1984,9.79,15.35,6.66,9.41,11.01,17.64,8.82,8.82,8.82,14.7,1.078,1.69,0.733,1.036,1.942,0.971,0.971,0.971,1.618
1985,9.79,15.35,6.66,9.52,11.943,17.6,8.8,8.8,8.8,14.67,1.169,1.833,0.795,1.137,2.102,1.051,1.051,1.051,1.752
1986,9.79,15.35,6.66,10.09,12.401,17.43,8.72,8.72,8.72,14.53,1.214,1.903,0.826,1.251,2.161,1.081,1.081,1.081,1.802
1987,9.79,15.35,6.66,12.15,10.415,16.81,8.41,8.41,8.41,14.01,1.02,1.599,0.694,1.265,1.751,0.876,0.876,0.876,1.459
1988,9.79,15.35,6.66,12.26,9.604,16.78,8.39,8.39,8.39,13.98,0.94,1.474,0.64,1.177,1.611,0.806,0.806,0.806,1.343
1989,9.79,15.35,6.66,14.73,9.244,16.04,8.02,8.02,8.02,13.37,0.905,1.419,0.616,1.362,1.483,0.741,0.741,0.741,1.236
1990,9.79,15.35,6.66,16.28,8.85,15.58,7.79,7.79,7.79,12.98,0.866,1.358,0.589,1.441,1.379,0.689,0.689,0.689,1.149
1991,9.79,15.35,6.66,19.14,8.72,14.72,7.36,7.36,7.36,12.26,0.854,1.339,0.581,1.669,1.284,0.642,0.642,0.642,1.069
1992,9.79,15.35,6.66,18.08,12.49,15.03,7.52,7.52,7.52,12.53,1.223,1.917,0.832,2.258,1.877,0.939,0.939,0.939,1.565
1993,9.79,15.35,6.66,27.49,12.523,12.21,6.11,6.11,6.11,10.18,1.226,1.922,0.834,3.443,1.529,0.765,0.765,0.765,1.275
1994,9.79,15.35,6.66,30.69,13.738,11.25,5.63,5.63,5.63,9.38,1.345,2.109,0.915,4.216,1.546,0.773,0.773,0.773,1.289
1995,9.79,15.35,6.66,26.02,14.448,12.65,6.33,6.33,6.33,10.54,1.414,2.218,0.962,3.759,1.828,0.915,0.915,0.915,1.523
1996,9.79,15.35,6.66,25.93,15.563,12.68,6.34,6.34,6.34,10.57,1.524,2.389,1.036,4.035,1.973,0.987,0.987,0.987,1.645
1997,9.79,15.35,6.66,23.99,16.23,13.26,6.63,6.63,6.63,11.05,1.589,2.491,1.081,3.894,2.152,1.076,1.076,1.076,1.793
1998,9.79,15.35,6.66,19.67,19.738,14.56,7.28,7.28,7.28,12.13,1.932,3.03,1.315,3.882,2.874,1.437,1.437,1.437,2.394
1999,9.79,15.35,6.66,19.67,21.107,14.56,7.28,7.28,7.28,12.13,2.066,3.24,1.406,4.152,3.073,1.537,1.537,1.537,2.56
2000,9.82,15.35,6.66,19.67,23.23,14.55,7.28,7.28,7.28,12.13,2.281,3.566,1.547,4.569,3.38,1.691,1.691,1.691,2.818
2001,10.72,15.35,6.63,19.67,22.497,14.29,7.15,7.15,7.15,11.91,2.412,3.453,1.492,4.425,3.215,1.609,1.609,1.609,2.679
2002,10.6,15.35,6.14,19.67,19.812,14.47,7.24,7.24,7.24,12.06,2.1,3.041,1.216,3.897,2.867,1.434,1.434,1.434,2.389
2003,10.37,15.35,5.44,20.79,18.739,14.41,7.21,7.21,7.21,12.01,1.943,2.876,1.019,3.896,2.7,1.351,1.351,1.351,2.251
2004,9.55,14.75,5.24,21.09,18.09,14.81,7.41,7.41,7.41,12.34,1.728,2.668,0.948,3.815,2.679,1.34,1.34,1.34,2.232
2005,8.95,15.04,5.24,20.21,20.97,15.16,7.58,7.58,7.58,12.64,1.877,3.154,1.099,4.238,3.179,1.59,1.59,1.59,2.651
2006,7.55,11.02,5.05,17.2,30.055,17.76,8.88,8.88,8.88,14.8,2.269,3.312,1.518,5.169,5.338,2.669,2.669,2.669,4.448
2007,7.61,11.21,5.02,17.56,32.675,17.58,8.79,8.79,8.79,14.65,2.487,3.663,1.64,5.738,5.744,2.872,2.872,2.872,4.787
2008,6.67,10.94,4.7,15.09,42.153,18.78,9.39,9.39,9.39,15.65,2.812,4.611,1.981,6.361,7.916,3.958,3.958,3.958,6.597
2009,6.25,10.94,4.72,13.96,48.58,19.24,9.62,9.62,9.62,16.03,3.036,5.315,2.293,6.782,9.347,4.673,4.673,4.673,7.787
2010,6.23,10.94,4.36,17.86,53.967,18.18,9.09,9.09,9.09,15.15,3.362,5.904,2.353,9.639,9.811,4.906,4.906,4.906,8.176
2011,6.01,10.94,4.83,19.08,58.823,17.74,8.87,8.87,8.87,14.78,3.535,6.435,2.841,11.223,10.435,5.218,5.218,5.218,8.694
2012,5.34,10.94,4.39,19.44,68.38,17.97,8.98,8.98,8.98,14.97,3.651,7.481,3.002,13.293,12.288,6.14,6.14,6.14,10.236
2013,4.65,10.94,4.16,22.59,79.313,17.3,8.65,8.65,8.65,14.42,3.688,8.677,3.299,17.917,13.721,6.861,6.861,6.861,11.437
2014,4.74,10.94,4.16,22.72,85.908,17.23,8.62,8.62,8.62,14.36,4.072,9.398,3.574,19.518,14.802,7.405,7.405,7.405,12.336
2015,5.23,10.94,5.06,24.23,85.024,16.36,8.18,8.18,8.18,13.63,4.447,9.302,4.302,20.601,13.91,6.955,6.955,6.955,11.589
2016,5.09,10.94,5.06,24.23,85.818,16.4,8.2,8.2,8.2,13.67,4.368,9.388,4.342,20.794,14.074,7.037,7.037,7.037,11.731
2017,4.42,10.94,5.42,24.23,64.113,16.5,8.25,8.25,8.25,13.75,2.834,7.014,3.475,15.535,10.579,5.289,5.289,5.289,8.816
2018,4.15,10.94,4.72,24.23,67.786,16.79,8.39,8.39,8.39,13.99,2.813,7.416,3.199,16.424,11.381,5.687,5.687,5.687,9.483
2019,4.18,10.94,4.82,24.23,82.265,16.75,8.37,8.37,8.37,13.96,3.439,9.0,3.965,19.933,13.779,6.886,6.886,6.886,11.484
2020,4.51,10.94,5.16,24.23,99.08,16.55,8.27,8.27,8.27,13.79,4.469,10.839,5.113,24.007,16.398,8.194,8.194,8.194,13.663
2021,4.76,10.94,6.8,24.23,109.626,15.98,7.99,7.99,7.99,13.32,5.218,11.993,7.455,26.562,17.518,8.759,8.759,8.759,14.602
2022,4.6,10.94,6.76,24.23,123.069,16.04,8.02,8.02,8.02,13.37,5.661,13.464,8.319,29.82,19.74,9.87,9.87,9.87,16.454
2023,4.2,10.94,6.93,24.23,102.206,16.11,8.05,8.05,8.05,13.42,4.293,11.181,7.083,24.764,16.465,8.228,8.228,8.228,13.716
2024,2.93,10.94,6.93,24.23,100.433,16.49,8.24,8.24,8.24,13.74,2.943,10.987,6.96,24.335,16.561,8.276,8.276,8.276,13.8
2025,2.93,10.94,6.93,24.23,94.288,16.49,8.24,8.24,8.24,13.74,2.763,10.315,6.534,22.846,15.548,7.769,7.769,7.769,12.955
2026,2.93,10.94,6.93,24.23,97.588,16.49,8.24,8.24,8.24,13.74,2.859,10.676,6.763,23.646,16.092,8.041,8.041,8.041,13.409
