Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1986,11.31,10.22,15.97,10.62,240.089,7.78,5.19,10.38,18.16,10.38,27.154,24.537,38.342,25.497,18.679,12.461,24.921,43.6,24.921
1987,11.31,10.48,15.97,11.44,281.804,7.62,5.08,10.16,17.78,10.16,31.872,29.533,45.004,32.238,21.473,14.316,28.631,50.105,28.631
1988,11.31,10.73,15.97,11.3,321.701,7.6,5.07,10.14,17.74,10.14,36.384,34.519,51.376,36.352,24.449,16.31,32.621,57.07,32.621
1989,11.03,11.07,15.97,10.86,313.687,7.66,5.11,10.21,17.88,10.21,34.6,34.725,50.096,34.066,24.028,16.029,32.027,56.087,32.027
1990,10.43,11.07,15.97,9.01,406.496,8.03,5.35,10.7,18.73,10.7,42.398,44.999,64.917,36.625,32.642,21.748,43.495,76.137,43.495
1991,10.53,10.8,15.97,7.26,453.657,8.32,5.54,11.09,19.4,11.09,47.77,48.995,72.449,32.935,37.744,25.133,50.311,88.009,50.311
1992,9.4,11.09,15.97,6.61,506.747,8.54,5.69,11.39,19.93,11.39,47.634,56.198,80.927,33.496,43.276,28.834,57.718,100.995,57.718
1993,8.73,11.8,15.97,6.95,452.651,8.48,5.65,11.31,19.79,11.31,39.516,53.413,72.288,31.459,38.385,25.575,51.195,89.58,51.195
1994,8.29,11.8,15.97,7.78,482.621,8.42,5.62,11.23,19.66,11.23,40.009,56.949,77.075,37.548,40.637,27.123,54.198,94.883,54.198
1995,7.57,11.86,15.97,8.26,569.38,8.45,5.63,11.27,19.72,11.27,43.102,67.528,90.93,47.031,48.113,32.056,64.169,112.282,64.169
1996,7.61,11.63,15.97,8.51,581.031,8.44,5.63,11.26,19.7,11.26,44.216,67.574,92.791,49.446,49.039,32.712,65.424,114.463,65.424
1997,7.32,12.06,15.97,9.07,614.245,8.34,5.56,11.12,19.45,11.12,44.963,74.078,98.095,55.712,51.228,34.152,68.304,119.471,68.304
1998,7.23,12.06,15.97,9.04,641.772,8.36,5.57,11.14,19.5,11.14,46.4,77.398,102.491,58.016,53.652,35.747,71.493,125.145,71.493
1999,7.12,11.57,15.97,7.7,648.528,8.65,5.76,11.53,20.17,11.53,46.175,75.035,103.57,49.937,56.098,37.355,74.775,130.808,74.775
2000,6.96,11.85,15.97,7.23,648.106,8.7,5.8,11.6,20.3,11.6,45.108,76.801,103.503,46.858,56.385,37.59,75.18,131.565,75.18
2001,6.91,12.08,16.28,6.26,647.559,8.77,5.85,11.69,20.46,11.69,44.746,78.225,105.423,40.537,56.791,37.882,75.7,132.491,75.7
2002,6.89,13.31,16.8,5.29,728.611,8.66,5.77,11.54,20.2,11.54,50.201,96.978,122.407,38.544,63.098,42.041,84.082,147.179,84.082
2003,6.84,13.36,16.95,5.09,866.405,8.66,5.78,11.55,20.21,11.55,59.262,115.752,146.856,44.1,75.031,50.078,100.07,175.1,100.07
2004,6.54,12.73,17.54,5.14,1033.952,8.71,5.81,11.61,20.32,11.61,67.62,131.622,181.355,53.145,90.057,60.073,120.042,210.099,120.042
2005,6.3,12.96,17.72,5.4,1098.599,8.64,5.76,11.52,20.17,11.52,69.212,142.378,194.672,59.324,94.919,63.279,126.559,221.587,126.559
2006,6.17,12.95,18.32,5.4,1177.929,8.57,5.72,11.43,20.01,11.43,72.678,152.542,215.797,63.608,100.949,67.378,134.637,235.704,134.637
2007,6.15,12.82,18.23,5.9,1354.824,8.53,5.69,11.38,19.91,11.38,83.322,173.688,246.984,79.935,115.566,77.089,154.179,269.745,154.179
2008,6.08,12.7,17.93,5.52,1377.993,8.67,5.78,11.55,20.22,11.55,83.782,175.005,247.074,76.065,119.472,79.648,159.158,278.63,159.158
2009,5.94,12.36,18.24,4.58,1205.784,8.83,5.89,11.78,20.61,11.78,71.624,149.035,219.935,55.225,106.471,71.021,142.041,248.512,142.041
2010,5.75,12.77,17.96,6.8,1251.985,8.51,5.67,11.34,19.85,11.34,71.989,159.878,224.857,85.135,106.544,70.988,141.975,248.519,141.975
2011,5.74,12.46,18.42,7.76,1298.111,8.34,5.56,11.12,19.46,11.12,74.512,161.745,239.112,100.733,108.262,72.175,144.35,252.612,144.35
2012,5.55,12.69,18.4,6.92,1338.721,8.47,5.64,11.29,19.75,11.29,74.299,169.884,246.325,92.64,113.39,75.504,151.142,264.397,151.142
2013,5.48,12.69,18.98,7.34,1277.772,8.33,5.55,11.1,19.43,11.1,70.022,162.149,242.521,93.788,106.438,70.916,141.833,248.271,141.833
2014,5.3,13.39,19.28,7.03,1378.392,8.25,5.5,11.0,19.25,11.0,73.055,184.567,265.754,96.901,113.717,75.812,151.623,265.34,151.623
2015,5.07,13.49,19.56,6.3,1284.588,8.34,5.56,11.12,19.46,11.12,65.129,173.291,251.265,80.929,107.135,71.423,142.846,249.981,142.846
2016,5.01,13.43,19.96,6.8,1143.343,8.22,5.48,10.96,19.18,10.96,57.281,153.551,228.211,77.747,93.983,62.655,125.31,219.293,125.31
2017,4.98,13.76,19.75,7.48,1134.905,8.1,5.4,10.81,18.91,10.81,56.518,156.163,224.144,84.891,91.927,61.285,122.683,214.61,122.683
2018,5.0,13.29,20.02,6.84,1229.808,8.23,5.48,10.97,19.2,10.97,61.49,163.441,246.208,84.119,101.213,67.393,134.91,236.123,134.91
2019,5.13,13.53,20.53,6.18,1194.797,8.2,5.46,10.93,19.12,10.93,61.293,161.656,245.292,73.838,97.973,65.236,130.591,228.445,130.591
2020,4.33,14.03,20.36,4.31,1477.669,8.54,5.7,11.39,19.94,11.39,63.983,207.317,300.853,63.688,126.193,84.227,168.306,294.647,168.306
2021,4.52,11.82,22.12,6.36,1565.755,8.28,5.52,11.04,19.31,11.04,70.772,185.072,346.345,99.582,129.645,86.43,172.859,302.347,172.859
2022,4.67,11.82,20.65,10.43,1475.866,7.86,5.24,10.49,18.35,10.49,68.923,174.447,304.766,153.933,116.003,77.335,154.818,270.821,154.818
2023,5.05,11.82,20.05,7.77,1609.571,8.3,5.53,11.06,19.36,11.06,81.283,190.251,322.719,125.064,133.594,89.009,178.019,311.613,178.019
2024,5.25,11.82,20.05,7.77,1738.844,8.27,5.51,11.02,19.29,11.02,91.289,205.531,348.638,135.108,143.802,95.81,191.621,335.423,191.621
2025,5.25,11.82,20.05,7.77,1883.318,8.27,5.51,11.02,19.29,11.02,98.874,222.608,377.605,146.334,155.75,103.771,207.542,363.292,207.542
2026,5.25,11.82,20.05,7.77,1949.234,8.27,5.51,11.02,19.29,11.02,102.335,230.4,390.821,151.456,161.202,107.403,214.806,376.007,214.806
