Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1968,15.0,5.0,14.82,5.0,61.412,9.03,6.02,12.04,21.06,12.04,9.212,3.071,9.101,3.071,5.545,3.697,7.394,12.933,7.394
1969,15.0,5.0,14.82,5.0,64.482,9.03,6.02,12.04,21.06,12.04,9.672,3.224,9.556,3.224,5.823,3.882,7.764,13.58,7.764
1970,15.0,5.0,14.82,5.0,67.706,9.03,6.02,12.04,21.06,12.04,10.156,3.385,10.034,3.385,6.114,4.076,8.152,14.259,8.152
1971,15.0,5.0,14.82,5.0,71.092,9.03,6.02,12.04,21.06,12.04,10.664,3.555,10.536,3.555,6.42,4.28,8.559,14.972,8.559
1972,15.0,5.0,14.82,5.0,74.646,9.03,6.02,12.04,21.06,12.04,11.197,3.732,11.063,3.732,6.741,4.494,8.987,15.721,8.987
1973,15.0,5.0,14.82,5.0,78.379,9.03,6.02,12.04,21.06,12.04,11.757,3.919,11.616,3.919,7.078,4.718,9.437,16.507,9.437
1974,15.0,5.0,14.82,5.0,82.298,9.03,6.02,12.04,21.06,12.04,12.345,4.115,12.197,4.115,7.431,4.954,9.909,17.332,9.909
1975,15.0,5.0,14.82,5.0,86.413,9.03,6.02,12.04,21.06,12.04,12.962,4.321,12.806,4.321,7.803,5.202,10.404,18.198,10.404
1976,15.0,5.0,14.82,5.0,90.733,9.03,6.02,12.04,21.06,12.04,13.61,4.537,13.447,4.537,8.193,5.462,10.924,19.108,10.924
1977,15.0,5.0,14.82,5.0,95.27,9.03,6.02,12.04,21.06,12.04,14.29,4.763,14.119,4.763,8.603,5.735,11.47,20.064,11.47
1978,15.0,5.0,14.82,5.0,100.033,9.03,6.02,12.04,21.06,12.04,15.005,5.002,14.825,5.002,9.033,6.022,12.044,21.067,12.044
1979,15.0,5.0,14.82,5.0,105.035,9.03,6.02,12.04,21.06,12.04,15.755,5.252,15.566,5.252,9.485,6.323,12.646,22.12,12.646
1980,15.0,5.0,14.82,5.0,110.287,9.03,6.02,12.04,21.06,12.04,16.543,5.514,16.344,5.514,9.959,6.639,13.279,23.226,13.279
1981,15.0,5.0,14.82,5.0,115.801,9.03,6.02,12.04,21.06,12.04,17.37,5.79,17.162,5.79,10.457,6.971,13.942,24.388,13.942
1982,15.0,5.0,14.82,5.0,121.591,9.03,6.02,12.04,21.06,12.04,18.239,6.08,18.02,6.08,10.98,7.32,14.64,25.607,14.64
1983,15.0,5.0,14.82,5.0,127.671,9.03,6.02,12.04,21.06,12.04,19.151,6.384,18.921,6.384,11.529,7.686,15.372,26.887,15.372
1984,15.0,5.0,14.82,5.0,134.054,9.03,6.02,12.04,21.06,12.04,20.108,6.703,19.867,6.703,12.105,8.07,16.14,28.232,16.14
1985,15.0,5.0,14.82,5.0,140.757,9.03,6.02,12.04,21.06,12.04,21.114,7.038,20.86,7.038,12.71,8.474,16.947,29.643,16.947
1986,15.0,5.0,14.82,5.0,147.795,9.03,6.02,12.04,21.06,12.04,22.169,7.39,21.903,7.39,13.346,8.897,17.794,31.126,17.794
1987,15.0,5.0,14.82,5.0,155.184,9.03,6.02,12.04,21.06,12.04,23.278,7.759,22.998,7.759,14.013,9.342,18.684,32.682,18.684
1988,15.0,5.0,14.82,5.0,162.944,9.03,6.02,12.04,21.06,12.04,24.442,8.147,24.148,8.147,14.714,9.809,19.618,34.316,19.618
1989,15.0,5.0,14.82,5.0,171.091,9.03,6.02,12.04,21.06,12.04,25.664,8.555,25.356,8.555,15.45,10.3,20.599,36.032,20.599
1990,15.0,5.0,14.82,5.0,179.645,9.03,6.02,12.04,21.06,12.04,26.947,8.982,26.623,8.982,16.222,10.815,21.629,37.833,21.629
1991,15.0,5.0,14.82,5.0,188.628,9.03,6.02,12.04,21.06,12.04,28.294,9.431,27.955,9.431,17.033,11.355,22.711,39.725,22.711
1992,15.0,5.0,14.82,5.0,198.059,9.03,6.02,12.04,21.06,12.04,29.709,9.903,29.352,9.903,17.885,11.923,23.846,41.711,23.846
1993,15.0,5.0,14.82,5.0,207.962,9.03,6.02,12.04,21.06,12.04,31.194,10.398,30.82,10.398,18.779,12.519,25.039,43.797,25.039
1994,15.0,5.0,14.82,5.0,218.36,9.03,6.02,12.04,21.06,12.04,32.754,10.918,32.361,10.918,19.718,13.145,26.291,45.987,26.291
1995,15.0,5.0,14.82,5.0,229.278,9.03,6.02,12.04,21.06,12.04,34.392,11.464,33.979,11.464,20.704,13.803,27.605,48.286,27.605
1996,15.0,5.0,14.82,5.0,240.742,9.03,6.02,12.04,21.06,12.04,36.111,12.037,35.678,12.037,21.739,14.493,28.985,50.7,28.985
1997,15.0,5.0,14.82,5.0,252.779,9.03,6.02,12.04,21.06,12.04,37.917,12.639,37.462,12.639,22.826,15.217,30.435,53.235,30.435
1998,15.0,5.0,14.82,5.0,265.418,9.03,6.02,12.04,21.06,12.04,39.813,13.271,39.335,13.271,23.967,15.978,31.956,55.897,31.956
1999,15.0,5.0,14.82,5.0,278.689,9.03,6.02,12.04,21.06,12.04,41.803,13.934,41.302,13.934,25.166,16.777,33.554,58.692,33.554
2000,15.0,5.0,14.82,5.0,292.623,9.03,6.02,12.04,21.06,12.04,43.894,14.631,43.367,14.631,26.424,17.616,35.232,61.627,35.232
2001,15.0,5.0,15.28,5.0,307.255,8.96,5.97,11.94,20.9,11.94,46.088,15.363,46.949,15.363,27.53,18.343,36.686,64.216,36.686
2002,15.0,5.0,15.88,5.0,322.617,8.87,5.91,11.82,20.69,11.82,48.393,16.131,51.232,16.131,28.616,19.067,38.133,66.75,38.133
2003,15.0,5.0,16.36,5.0,338.748,8.8,5.86,11.73,20.52,11.73,50.812,16.937,55.419,16.937,29.81,19.851,39.735,69.511,39.735
2004,15.0,5.0,16.93,5.0,355.686,8.71,5.81,11.61,20.33,11.61,53.353,17.784,60.218,17.784,30.98,20.665,41.295,72.311,41.295
2005,15.0,5.0,17.13,5.0,373.47,8.68,5.79,11.57,20.25,11.57,56.02,18.673,63.975,18.673,32.417,21.624,43.21,75.628,43.21
2006,15.0,5.0,16.78,5.0,392.143,8.73,5.82,11.64,20.38,11.64,58.822,19.607,65.802,19.607,34.234,22.823,45.645,79.919,45.645
2007,15.0,5.0,17.07,5.0,411.751,8.69,5.79,11.59,20.28,11.59,61.763,20.588,70.286,20.588,35.781,23.84,47.722,83.503,47.722
2008,15.0,5.0,17.28,5.0,432.338,8.66,5.77,11.54,20.2,11.54,64.851,21.617,74.708,21.617,37.44,24.946,49.892,87.332,49.892
2009,15.0,5.0,17.33,5.0,453.955,8.65,5.77,11.53,20.19,11.53,68.093,22.698,78.67,22.698,39.267,26.193,52.341,91.654,52.341
2010,15.0,5.0,17.38,5.0,476.653,8.64,5.76,11.52,20.17,11.52,71.498,23.833,82.842,23.833,41.183,27.455,54.91,96.141,54.91
2011,15.0,5.0,17.59,5.0,500.485,8.61,5.74,11.48,20.09,11.48,75.073,25.024,88.035,25.024,43.092,28.728,57.456,100.548,57.456
2012,15.0,5.0,18.17,5.0,525.51,8.52,5.68,11.37,19.89,11.37,78.826,26.275,95.485,26.275,44.773,29.849,59.75,104.524,59.75
2013,15.0,5.0,18.53,5.0,551.785,8.47,5.65,11.29,19.76,11.29,82.768,27.589,102.246,27.589,46.736,31.176,62.297,109.033,62.297
2014,15.0,5.0,18.97,5.0,579.374,8.4,5.6,11.21,19.61,11.21,86.906,28.969,109.907,28.969,48.667,32.445,64.948,113.615,64.948
2015,15.0,5.0,19.07,5.0,608.343,8.39,5.59,11.19,19.58,11.19,91.251,30.417,116.011,30.417,51.04,34.006,68.074,119.114,68.074
2016,15.0,5.0,18.96,5.0,638.76,8.41,5.6,11.21,19.61,11.21,95.814,31.938,121.109,31.938,53.72,35.771,71.605,125.261,71.605
2017,15.0,5.0,18.81,5.0,670.698,8.43,5.62,11.24,19.67,11.24,100.605,33.535,126.158,33.535,56.54,37.693,75.386,131.926,75.386
2018,15.0,5.0,18.7,5.0,704.233,8.44,5.63,11.26,19.7,11.26,105.635,35.212,131.692,35.212,59.437,39.648,79.297,138.734,79.297
2019,15.0,5.0,18.93,5.0,739.445,8.41,5.61,11.21,19.63,11.21,110.917,36.972,139.977,36.972,62.187,41.483,82.892,145.153,82.892
2020,15.0,5.0,18.36,5.0,776.417,8.5,5.66,11.33,19.82,11.33,116.463,38.821,142.55,38.821,65.995,43.945,87.968,153.886,87.968
2021,15.0,5.0,19.8,5.0,815.238,8.28,5.52,11.04,19.32,11.04,122.286,40.762,161.417,40.762,67.502,45.001,90.002,157.504,90.002
2022,15.0,5.0,19.36,5.0,856.0,8.35,5.56,11.13,19.47,11.13,128.4,42.8,165.722,42.8,71.476,47.594,95.273,166.663,95.273
2023,15.0,5.0,18.68,5.0,888.528,8.45,5.63,11.26,19.71,11.26,133.279,44.426,165.977,44.426,75.081,50.024,100.048,175.129,100.048
2024,15.0,5.0,17.76,5.0,922.292,8.59,5.72,11.45,20.04,11.45,138.344,46.115,163.799,46.115,79.225,52.755,105.602,184.827,105.602
2025,15.0,5.0,17.76,5.0,957.339,8.59,5.72,11.45,20.04,11.45,143.601,47.867,170.023,47.867,82.235,54.76,109.615,191.851,109.615
2026,15.0,5.0,17.76,5.0,993.718,8.59,5.72,11.45,20.04,11.45,149.058,49.686,176.484,49.686,85.36,56.841,113.781,199.141,113.781
