Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1993,10.73,17.31,4.58,14.33,16.496,15.92,7.96,7.96,7.96,13.26,1.77,2.855,0.755,2.364,2.626,1.313,1.313,1.313,2.187
1994,11.23,19.92,4.58,14.33,18.366,14.98,7.49,7.49,7.49,12.48,2.062,3.658,0.841,2.632,2.751,1.376,1.376,1.376,2.292
1995,11.18,19.5,4.58,14.33,21.874,15.12,7.56,7.56,7.56,12.6,2.445,4.265,1.002,3.135,3.307,1.654,1.654,1.654,2.756
1996,9.84,22.77,4.58,14.33,24.87,14.54,7.27,7.27,7.27,12.12,2.447,5.663,1.139,3.564,3.616,1.808,1.808,1.808,3.014
1997,9.05,20.05,4.58,13.42,22.419,15.87,7.93,7.93,7.93,13.22,2.029,4.495,1.027,3.009,3.558,1.778,1.778,1.778,2.964
1998,6.38,21.19,4.58,14.55,16.009,15.99,8.0,8.0,8.0,13.33,1.021,3.392,0.733,2.329,2.56,1.281,1.281,1.281,2.134
1999,7.83,21.19,4.58,14.21,19.408,15.66,7.83,7.83,7.83,13.05,1.52,4.112,0.889,2.758,3.039,1.52,1.52,1.52,2.533
2000,5.86,21.39,4.58,15.39,20.434,15.84,7.92,7.92,7.92,13.2,1.197,4.371,0.936,3.145,3.237,1.618,1.618,1.618,2.697
2001,6.78,24.35,4.79,14.58,22.949,14.85,7.43,7.43,7.43,12.38,1.556,5.588,1.099,3.346,3.408,1.705,1.705,1.705,2.841
2002,7.51,25.9,5.04,14.28,23.518,14.18,7.09,7.09,7.09,11.82,1.766,6.091,1.185,3.358,3.335,1.667,1.667,1.667,2.78
2003,8.55,24.54,5.41,14.29,25.629,14.16,7.08,7.08,7.08,11.8,2.191,6.289,1.387,3.662,3.629,1.815,1.815,1.815,3.024
2004,8.03,21.01,5.63,12.2,31.088,15.94,7.97,7.97,7.97,13.28,2.496,6.532,1.75,3.793,4.955,2.478,2.478,2.478,4.128
2005,8.46,16.75,5.55,12.07,33.496,17.15,8.58,8.58,8.58,14.29,2.834,5.611,1.859,4.043,5.745,2.874,2.874,2.874,4.787
2006,7.49,16.75,6.55,11.82,38.036,17.22,8.61,8.61,8.61,14.35,2.849,6.371,2.491,4.496,6.55,3.275,3.275,3.275,5.458
2007,7.57,16.12,6.28,10.71,46.271,17.8,8.9,8.9,8.9,14.83,3.503,7.459,2.906,4.956,8.236,4.118,4.118,4.118,6.862
2008,6.78,14.04,5.93,8.49,59.593,19.43,9.71,9.71,9.71,16.19,4.04,8.367,3.534,5.059,11.579,5.786,5.786,5.786,9.648
2009,6.06,18.46,5.87,9.21,57.833,18.12,9.06,9.06,9.06,15.1,3.505,10.676,3.395,5.326,10.479,5.24,5.24,5.24,8.733
2010,5.6,18.41,6.31,10.43,61.347,17.78,8.89,8.89,8.89,14.81,3.435,11.294,3.871,6.398,10.907,5.454,5.454,5.454,9.085
2011,5.73,20.98,6.52,9.85,77.583,17.08,8.54,8.54,8.54,14.23,4.446,16.277,5.058,7.642,13.251,6.626,6.626,6.626,11.04
2012,4.96,19.85,6.54,9.59,87.043,17.72,8.86,8.86,8.86,14.77,4.317,17.278,5.693,8.347,15.424,7.712,7.712,7.712,12.856
2013,5.4,19.45,6.82,9.9,87.877,17.53,8.76,8.76,8.76,14.61,4.745,17.092,5.993,8.7,15.405,7.698,7.698,7.698,12.839
2014,5.53,19.8,7.82,10.37,87.8,16.94,8.47,8.47,8.47,14.12,4.855,17.384,6.866,9.105,14.873,7.437,7.437,7.437,12.397
2015,6.09,19.81,8.23,11.28,72.729,16.38,8.19,8.19,8.19,13.65,4.429,14.408,5.986,8.204,11.913,5.956,5.956,5.956,9.927
2016,6.06,20.79,8.26,12.64,66.634,15.68,7.84,7.84,7.84,13.06,4.038,13.853,5.504,8.423,10.448,5.224,5.224,5.224,8.702
2017,4.99,21.21,8.72,12.83,66.634,15.67,7.84,7.84,7.84,13.06,3.325,14.133,5.81,8.549,10.441,5.224,5.224,5.224,8.702
2018,4.21,19.64,8.45,13.25,75.375,16.33,8.17,8.17,8.17,13.61,3.173,14.804,6.369,9.987,12.309,6.158,6.158,6.158,10.259
2019,3.79,17.64,8.52,12.54,83.633,17.25,8.63,8.63,8.63,14.38,3.17,14.753,7.126,10.488,14.427,7.218,7.218,7.218,12.026
2020,3.99,15.62,8.69,13.17,82.245,17.56,8.78,8.78,8.78,14.63,3.282,12.847,7.147,10.832,14.442,7.221,7.221,7.221,12.032
2021,4.02,20.46,10.06,14.25,85.095,15.36,7.68,7.68,7.68,12.8,3.421,17.411,8.561,12.126,13.071,6.535,6.535,6.535,10.892
2022,3.65,20.15,8.0,12.85,96.301,16.6,8.3,8.3,8.3,13.84,3.515,19.405,7.704,12.375,15.986,7.993,7.993,7.993,13.328
2023,4.05,14.1,7.94,14.93,89.757,17.69,8.85,8.85,8.85,14.74,3.635,12.656,7.127,13.401,15.878,7.944,7.944,7.944,13.23
2024,4.52,14.1,7.94,14.93,94.757,17.55,8.77,8.77,8.77,14.62,4.283,13.361,7.524,14.147,16.63,8.31,8.31,8.31,13.853
2025,4.52,14.1,7.94,14.93,105.97,17.55,8.77,8.77,8.77,14.62,4.79,14.942,8.414,15.821,18.598,9.294,9.294,9.294,15.493
2026,4.52,14.1,7.94,14.93,109.679,17.55,8.77,8.77,8.77,14.62,4.957,15.465,8.709,16.375,19.249,9.619,9.619,9.619,16.035
