Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1956,13.67,18.9,9.25,10.44,0.393,14.32,7.16,7.16,7.16,11.94,0.054,0.074,0.036,0.041,0.056,0.028,0.028,0.028,0.047
1957,13.67,18.9,9.25,10.44,0.412,14.32,7.16,7.16,7.16,11.94,0.056,0.078,0.038,0.043,0.059,0.03,0.03,0.03,0.049
1958,13.67,18.9,9.25,10.44,0.433,14.32,7.16,7.16,7.16,11.94,0.059,0.082,0.04,0.045,0.062,0.031,0.031,0.031,0.052
1959,13.67,18.9,9.25,10.44,0.455,14.32,7.16,7.16,7.16,11.94,0.062,0.086,0.042,0.047,0.065,0.033,0.033,0.033,0.054
1960,13.67,18.9,9.25,10.44,0.477,14.32,7.16,7.16,7.16,11.94,0.065,0.09,0.044,0.05,0.068,0.034,0.034,0.034,0.057
1961,13.67,18.9,9.25,10.44,0.525,14.32,7.16,7.16,7.16,11.94,0.072,0.099,0.049,0.055,0.075,0.038,0.038,0.038,0.063
1962,13.67,18.9,9.25,10.44,0.572,14.32,7.16,7.16,7.16,11.94,0.078,0.108,0.053,0.06,0.082,0.041,0.041,0.041,0.068
1963,13.67,18.9,9.25,10.44,0.612,14.32,7.16,7.16,7.16,11.94,0.084,0.116,0.057,0.064,0.088,0.044,0.044,0.044,0.073
1964,13.67,18.9,9.25,10.44,0.672,14.32,7.16,7.16,7.16,11.94,0.092,0.127,0.062,0.07,0.096,0.048,0.048,0.048,0.08
1965,13.67,18.9,9.25,10.44,0.759,14.32,7.16,7.16,7.16,11.94,0.104,0.143,0.07,0.079,0.109,0.054,0.054,0.054,0.091
1966,13.67,18.9,9.25,10.44,0.913,14.32,7.16,7.16,7.16,11.94,0.125,0.172,0.084,0.095,0.131,0.065,0.065,0.065,0.109
1967,13.67,18.9,9.25,10.44,0.975,14.32,7.16,7.16,7.16,11.94,0.133,0.184,0.09,0.102,0.14,0.07,0.07,0.07,0.116
1968,13.67,18.9,9.25,10.44,1.051,14.32,7.16,7.16,7.16,11.94,0.144,0.199,0.097,0.11,0.151,0.075,0.075,0.075,0.126
1969,13.67,18.9,9.25,10.44,1.157,14.32,7.16,7.16,7.16,11.94,0.158,0.219,0.107,0.121,0.166,0.083,0.083,0.083,0.138
1970,13.67,18.9,9.25,10.44,1.225,14.32,7.16,7.16,7.16,11.94,0.167,0.232,0.113,0.128,0.175,0.088,0.088,0.088,0.146
1971,13.67,18.9,9.25,10.44,1.275,14.32,7.16,7.16,7.16,11.94,0.174,0.241,0.118,0.133,0.183,0.091,0.091,0.091,0.152
1972,13.67,18.9,9.25,10.44,1.414,14.32,7.16,7.16,7.16,11.94,0.193,0.267,0.131,0.148,0.202,0.101,0.101,0.101,0.169
1973,13.67,18.9,9.25,10.62,1.789,14.27,7.13,7.13,7.13,11.89,0.245,0.338,0.166,0.19,0.255,0.128,0.128,0.128,0.213
1974,13.67,18.9,9.25,10.99,1.961,14.16,7.08,7.08,7.08,11.8,0.268,0.371,0.181,0.216,0.278,0.139,0.139,0.139,0.231
1975,13.67,18.9,9.25,9.79,2.581,14.52,7.26,7.26,7.26,12.1,0.353,0.488,0.239,0.253,0.375,0.187,0.187,0.187,0.312
1976,13.67,18.9,9.25,7.88,3.069,15.09,7.55,7.55,7.55,12.58,0.419,0.58,0.284,0.242,0.463,0.232,0.232,0.232,0.386
1977,13.67,18.9,9.25,8.45,3.372,14.92,7.46,7.46,7.46,12.43,0.461,0.637,0.312,0.285,0.503,0.252,0.252,0.252,0.419
1978,13.67,18.9,9.25,8.36,4.332,14.95,7.47,7.47,7.47,12.45,0.592,0.819,0.401,0.362,0.648,0.324,0.324,0.324,0.539
1979,13.67,18.9,9.25,9.47,5.297,14.61,7.31,7.31,7.31,12.18,0.724,1.001,0.49,0.502,0.774,0.387,0.387,0.387,0.645
1980,13.67,18.9,9.25,9.51,6.883,14.6,7.3,7.3,7.3,12.17,0.941,1.301,0.637,0.655,1.005,0.502,0.502,0.502,0.838
1981,13.67,18.9,9.25,11.81,7.445,13.91,6.96,6.96,6.96,11.59,1.018,1.407,0.689,0.879,1.036,0.518,0.518,0.518,0.863
1982,13.67,18.9,9.25,12.08,8.278,13.83,6.91,6.91,6.91,11.52,1.132,1.565,0.766,1.0,1.145,0.572,0.572,0.572,0.954
1983,13.67,18.9,9.25,14.97,8.974,12.96,6.48,6.48,6.48,10.8,1.227,1.696,0.83,1.343,1.163,0.582,0.582,0.582,0.969
1984,13.67,18.9,9.25,15.32,9.462,12.86,6.43,6.43,6.43,10.71,1.293,1.788,0.875,1.45,1.217,0.608,0.608,0.608,1.013
1985,13.67,18.9,9.25,17.09,9.166,12.33,6.16,6.16,6.16,10.27,1.253,1.732,0.848,1.566,1.13,0.565,0.565,0.565,0.941
1986,13.67,18.9,9.25,18.91,9.735,11.78,5.89,5.89,5.89,9.82,1.331,1.84,0.901,1.841,1.147,0.573,0.573,0.573,0.956
1987,13.67,18.9,9.25,19.05,10.428,11.74,5.87,5.87,5.87,9.78,1.426,1.971,0.965,1.987,1.224,0.612,0.612,0.612,1.02
1988,13.67,18.9,9.25,19.65,11.189,11.56,5.78,5.78,5.78,9.63,1.529,2.115,1.035,2.199,1.293,0.647,0.647,0.647,1.077
1989,13.67,18.9,9.25,18.98,12.521,11.76,5.88,5.88,5.88,9.8,1.712,2.367,1.158,2.377,1.472,0.736,0.736,0.736,1.227
1990,13.67,18.9,9.25,15.64,13.919,12.76,6.38,6.38,6.38,10.64,1.903,2.631,1.288,2.177,1.776,0.888,0.888,0.888,1.481
1991,13.67,18.9,9.25,12.08,15.862,13.83,6.91,6.91,6.91,11.52,2.168,2.998,1.467,1.916,2.194,1.096,1.096,1.096,1.827
1992,13.67,18.9,9.25,9.1,17.754,14.72,7.36,7.36,7.36,12.27,2.427,3.356,1.642,1.616,2.613,1.307,1.307,1.307,2.178
1993,13.67,18.9,9.25,6.81,20.236,15.41,7.71,7.71,7.71,12.84,2.766,3.825,1.872,1.378,3.118,1.56,1.56,1.56,2.598
1994,13.67,18.9,9.25,5.15,22.801,15.91,7.95,7.95,7.95,13.26,3.117,4.309,2.109,1.174,3.628,1.813,1.813,1.813,3.023
1995,13.67,18.9,9.25,3.07,25.333,16.53,8.27,8.27,8.27,13.78,3.463,4.788,2.343,0.778,4.188,2.095,2.095,2.095,3.491
1996,12.32,20.04,9.25,1.96,28.351,16.93,8.47,8.47,8.47,14.11,3.493,5.681,2.622,0.556,4.8,2.401,2.401,2.401,4.0
1997,10.07,21.2,9.25,2.47,27.519,17.1,8.55,8.55,8.55,14.25,2.771,5.834,2.545,0.68,4.706,2.353,2.353,2.353,3.921
1998,7.82,19.48,9.25,1.12,25.905,18.7,9.35,9.35,9.35,15.58,2.026,5.046,2.396,0.29,4.844,2.422,2.422,2.422,4.036
1999,6.38,18.98,9.25,4.78,34.292,18.19,9.09,9.09,9.09,15.15,2.188,6.509,3.172,1.639,6.238,3.117,3.117,3.117,5.195
2000,8.04,28.39,9.25,8.51,23.636,13.74,6.87,6.87,6.87,11.45,1.9,6.71,2.186,2.011,3.248,1.624,1.624,1.624,2.706
2001,7.19,24.24,8.38,7.57,26.227,15.78,7.89,7.89,7.89,13.15,1.886,6.357,2.198,1.985,4.139,2.069,2.069,2.069,3.449
2002,5.58,16.22,8.72,6.15,37.552,19.0,9.5,9.5,9.5,15.83,2.095,6.091,3.275,2.309,7.135,3.567,3.567,3.567,5.945
2003,6.91,20.87,11.46,7.2,31.325,16.07,8.04,8.04,8.04,13.39,2.165,6.537,3.59,2.255,5.034,2.519,2.519,2.519,4.194
2004,6.01,21.46,10.71,7.9,37.091,16.18,8.09,8.09,8.09,13.48,2.229,7.96,3.972,2.93,6.001,3.001,3.001,3.001,5.0
2005,5.14,20.55,10.5,7.79,40.151,16.81,8.4,8.4,8.4,14.0,2.064,8.251,4.216,3.128,6.749,3.373,3.373,3.373,5.621
2006,5.16,22.0,12.12,8.91,46.263,15.54,7.77,7.77,7.77,12.95,2.387,10.178,5.607,4.122,7.189,3.595,3.595,3.595,5.991
2007,5.23,18.48,12.38,6.21,60.267,17.31,8.65,8.65,8.65,14.42,3.152,11.137,7.461,3.743,10.432,5.213,5.213,5.213,8.69
2008,6.48,18.16,13.5,5.42,68.834,16.93,8.46,8.46,8.46,14.11,4.46,12.5,9.293,3.731,11.654,5.823,5.823,5.823,9.713
2009,7.25,18.18,12.46,5.49,71.827,16.99,8.49,8.49,8.49,14.16,5.207,13.058,8.95,3.943,12.203,6.098,6.098,6.098,10.171
2010,7.04,16.22,11.56,6.7,82.245,17.54,8.77,8.77,8.77,14.62,5.79,13.34,9.508,5.51,14.426,7.213,7.213,7.213,12.024
2011,6.55,22.63,12.84,6.08,99.711,15.57,7.79,7.79,7.79,12.98,6.531,22.565,12.803,6.062,15.525,7.767,7.767,7.767,12.942
2012,6.42,21.4,12.64,6.07,102.52,16.04,8.02,8.02,8.02,13.37,6.582,21.939,12.958,6.223,16.444,8.222,8.222,8.222,13.707
2013,6.13,19.13,12.16,5.56,115.352,17.11,8.55,8.55,8.55,14.26,7.071,22.067,14.027,6.414,19.737,9.863,9.863,9.863,16.449
2014,6.22,20.54,12.66,5.53,112.79,16.52,8.26,8.26,8.26,13.76,7.016,23.167,14.279,6.237,18.633,9.316,9.316,9.316,15.52
2015,6.14,20.62,12.48,5.08,107.769,16.7,8.35,8.35,8.35,13.92,6.617,22.222,13.45,5.475,17.997,8.999,8.999,8.999,15.001
2016,6.4,19.8,13.58,4.22,112.57,16.8,8.4,8.4,8.4,14.0,7.205,22.289,15.287,4.75,18.912,9.456,9.456,9.456,15.76
2017,6.35,18.36,13.1,5.27,120.848,17.07,8.54,8.54,8.54,14.23,7.674,22.188,15.831,6.369,20.629,10.32,10.32,10.32,17.197
2018,6.25,17.17,13.12,5.27,133.472,17.46,8.73,8.73,8.73,14.55,8.342,22.917,17.511,7.034,23.304,11.652,11.652,11.652,19.42
2019,6.43,17.01,13.28,5.35,140.616,17.38,8.69,8.69,8.69,14.48,9.042,23.919,18.674,7.523,24.439,12.219,12.219,12.219,20.361
2020,5.78,15.43,12.15,4.23,158.231,18.72,9.36,9.36,9.36,15.6,9.146,24.415,19.225,6.693,29.621,14.81,14.81,14.81,24.684
2021,5.31,14.69,13.7,4.89,176.177,18.42,9.21,9.21,9.21,15.35,9.355,25.88,24.136,8.615,32.452,16.226,16.226,16.226,27.043
2022,5.03,14.64,16.01,5.77,152.594,17.56,8.78,8.78,8.78,14.64,7.676,22.34,24.43,8.805,26.796,13.398,13.398,13.398,22.34
2023,4.9,14.19,15.56,5.49,148.362,17.96,8.98,8.98,8.98,14.97,7.27,21.053,23.085,8.145,26.646,13.323,13.323,13.323,22.21
2024,4.54,13.09,15.56,5.49,151.912,18.4,9.2,9.2,9.2,15.33,6.897,19.885,23.638,8.34,27.952,13.976,13.976,13.976,23.288
2025,4.54,12.62,15.56,5.49,165.578,18.54,9.27,9.27,9.27,15.45,7.517,20.896,25.764,9.09,30.698,15.349,15.349,15.349,25.582
2026,4.54,12.62,15.56,5.49,171.374,18.54,9.27,9.27,9.27,15.45,7.78,21.627,26.666,9.408,31.773,15.886,15.886,15.886,26.477
