Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1964,4.03,8.73,5.0,6.54,20.228,11.36,7.57,15.14,26.5,15.14,0.815,1.766,1.011,1.323,2.298,1.531,3.063,5.36,3.063
1965,4.03,8.73,5.0,6.54,21.766,11.36,7.57,15.14,26.5,15.14,0.877,1.9,1.088,1.423,2.473,1.648,3.295,5.768,3.295
1966,4.03,8.73,5.0,6.54,23.583,11.36,7.57,15.14,26.5,15.14,0.95,2.059,1.179,1.542,2.679,1.785,3.571,6.25,3.571
1967,4.03,8.73,5.0,6.54,25.978,11.36,7.57,15.14,26.5,15.14,1.047,2.268,1.299,1.699,2.951,1.967,3.933,6.884,3.933
1968,4.03,8.73,5.0,6.54,28.158,11.36,7.57,15.14,26.5,15.14,1.135,2.458,1.408,1.842,3.199,2.132,4.263,7.462,4.263
1969,4.03,8.73,5.0,6.54,31.086,11.36,7.57,15.14,26.5,15.14,1.253,2.714,1.554,2.033,3.531,2.353,4.706,8.238,4.706
1970,4.03,8.73,5.0,6.54,34.982,11.36,7.57,15.14,26.5,15.14,1.41,3.054,1.749,2.288,3.974,2.648,5.296,9.27,5.296
1971,4.03,8.73,5.0,6.54,38.461,11.36,7.57,15.14,26.5,15.14,1.55,3.358,1.923,2.515,4.369,2.912,5.823,10.192,5.823
1972,4.03,8.73,5.0,6.54,44.812,11.36,7.57,15.14,26.5,15.14,1.806,3.912,2.241,2.931,5.091,3.392,6.785,11.875,6.785
1973,4.03,8.73,5.0,6.54,54.139,11.36,7.57,15.14,26.5,15.14,2.182,4.726,2.707,3.541,6.15,4.098,8.197,14.347,8.197
1974,4.03,8.73,5.0,7.61,61.475,11.2,7.46,14.93,26.12,14.93,2.477,5.367,3.074,4.678,6.885,4.586,9.178,16.057,9.178
1975,4.03,8.73,5.0,9.12,81.881,10.97,7.31,14.63,25.6,14.63,3.3,7.148,4.094,7.468,8.982,5.985,11.979,20.961,11.979
1976,4.03,8.73,5.0,11.15,78.153,10.66,7.11,14.22,24.88,14.22,3.15,6.823,3.908,8.714,8.331,5.557,11.113,19.444,11.113
1977,4.03,8.73,5.0,11.87,90.04,10.56,7.04,14.08,24.63,14.08,3.629,7.861,4.502,10.688,9.508,6.339,12.678,22.177,12.678
1978,4.03,8.73,5.0,10.01,123.73,10.84,7.22,14.45,25.28,14.45,4.986,10.802,6.187,12.385,13.412,8.933,17.879,31.279,17.879
1979,4.03,8.73,5.0,9.78,163.014,10.87,7.25,14.49,25.36,14.49,6.569,14.231,8.151,15.943,17.72,11.819,23.621,41.34,23.621
1980,4.03,8.73,5.0,10.63,213.331,10.74,7.16,14.32,25.07,14.32,8.597,18.624,10.667,22.677,22.912,15.274,30.549,53.482,30.549
1981,4.03,8.73,5.0,16.63,230.336,9.84,6.56,13.12,22.97,13.12,9.283,20.108,11.517,38.305,22.665,15.11,30.22,52.908,30.22
1982,4.03,8.73,5.0,16.63,228.501,9.84,6.56,13.12,22.97,13.12,9.209,19.948,11.425,38.0,22.485,14.99,29.979,52.487,29.979
1983,4.03,8.73,5.0,16.63,236.935,9.84,6.56,13.12,22.97,13.12,9.548,20.684,11.847,39.402,23.314,15.543,31.086,54.424,31.086
1984,4.03,8.73,5.0,16.63,234.178,9.84,6.56,13.12,22.97,13.12,9.437,20.444,11.709,38.944,23.043,15.362,30.724,53.791,30.724
1985,4.03,8.73,5.0,16.63,241.842,9.84,6.56,13.12,22.97,13.12,9.746,21.113,12.092,40.218,23.797,15.865,31.73,55.551,31.73
1986,4.03,8.73,5.0,16.63,342.473,9.84,6.56,13.12,22.97,13.12,13.802,29.898,17.124,56.953,33.699,22.466,44.932,78.666,44.932
1987,4.03,8.73,5.0,14.82,438.769,10.11,6.74,13.49,23.6,13.49,17.682,38.305,21.938,65.026,44.36,29.573,59.19,103.55,59.19
1988,4.03,8.73,5.0,17.68,438.316,9.68,6.46,12.91,22.6,12.91,17.664,38.265,21.916,77.494,42.429,28.315,56.587,99.06,56.587
1989,3.83,8.73,5.0,18.92,466.116,9.53,6.35,12.7,22.23,12.7,17.852,40.692,23.306,88.189,44.421,29.598,59.197,103.618,59.197
1990,3.29,8.73,5.0,21.01,591.957,9.3,6.2,12.39,21.69,12.39,19.475,51.678,29.598,124.37,55.052,36.701,73.343,128.395,73.343
1991,3.18,8.73,5.0,21.19,636.617,9.29,6.19,12.38,21.67,12.38,20.244,55.577,31.831,134.899,59.142,39.407,78.813,137.955,78.813
1992,3.01,8.73,5.0,22.37,720.282,9.13,6.09,12.18,21.31,12.18,21.68,62.881,36.014,161.127,65.762,43.865,87.73,153.492,87.73
1993,3.01,8.73,5.0,23.0,593.999,9.04,6.03,12.05,21.09,12.05,17.879,51.856,29.7,136.62,53.698,35.818,71.577,125.274,71.577
1994,3.03,8.25,5.0,22.33,584.416,9.21,6.14,12.28,21.49,12.28,17.708,48.214,29.221,130.5,53.825,35.883,71.766,125.591,71.766
1995,2.84,8.61,5.0,22.76,655.553,9.12,6.08,12.16,21.28,12.16,18.618,56.443,32.778,149.204,59.786,39.858,79.715,139.502,79.715
1996,3.08,9.13,5.0,22.86,720.915,8.99,5.99,11.99,20.98,11.99,22.204,65.82,36.046,164.801,64.81,43.183,86.438,151.248,86.438
1997,3.28,9.25,5.0,19.98,648.731,9.37,6.25,12.5,21.87,12.5,21.278,60.008,32.437,129.617,60.786,40.546,81.091,141.878,81.091
1998,3.41,9.25,5.0,18.92,606.352,9.51,6.34,12.68,22.2,12.68,20.677,56.088,30.318,114.722,57.664,38.443,76.885,134.61,76.885
1999,3.56,9.56,5.0,15.53,594.954,9.95,6.63,13.27,23.22,13.27,21.18,56.878,29.748,92.396,59.198,39.445,78.95,138.148,78.95
2000,3.74,9.23,5.0,15.3,524.61,10.01,6.67,13.35,23.36,13.35,19.62,48.422,26.231,80.265,52.513,34.991,70.035,122.549,70.035
2001,3.54,9.83,5.0,14.87,541.446,10.01,6.68,13.35,23.37,13.35,19.167,53.224,27.072,80.513,54.199,36.169,72.283,126.536,72.283
2002,3.64,9.5,5.0,13.57,584.405,10.24,6.83,13.66,23.9,13.66,21.272,55.518,29.22,79.304,59.843,39.915,79.83,139.673,79.83
2003,3.62,9.64,5.0,12.28,724.78,10.42,6.95,13.89,24.31,13.89,26.237,69.869,36.239,89.003,75.522,50.372,100.672,176.194,100.672
2004,3.58,9.36,5.0,11.85,813.297,10.53,7.02,14.04,24.57,14.04,29.116,76.125,40.665,96.376,85.64,57.093,114.187,199.827,114.187
2005,3.39,8.97,5.0,11.46,843.858,10.68,7.12,14.23,24.91,14.23,28.607,75.694,42.193,96.706,90.124,60.083,120.081,210.205,120.081
2006,3.18,9.47,5.0,10.85,898.935,10.72,7.15,14.3,25.02,14.3,28.586,85.129,44.947,97.534,96.366,64.274,128.548,224.913,128.548
2007,3.09,8.77,5.0,11.5,1006.425,10.75,7.16,14.33,25.07,14.33,31.099,88.263,50.321,115.739,108.191,72.06,144.221,252.311,144.221
2008,3.2,9.16,5.0,11.48,1136.235,10.67,7.12,14.23,24.91,14.23,36.36,104.079,56.812,130.44,121.236,80.9,161.686,283.036,161.686
2009,3.03,8.82,5.0,9.65,1127.603,11.02,7.35,14.7,25.72,14.7,34.166,99.455,56.38,108.814,124.262,82.879,165.758,290.02,165.758
2010,3.0,8.67,5.0,9.77,1061.24,11.03,7.36,14.71,25.75,14.71,31.837,92.01,53.062,103.683,117.055,78.107,156.108,273.269,156.108
2011,2.99,8.35,5.0,10.69,1118.289,10.94,7.3,14.59,25.54,14.59,33.437,93.377,55.914,119.545,122.341,81.635,163.158,285.611,163.158
2012,2.81,7.99,5.0,11.5,1057.577,10.9,7.27,14.54,25.44,14.54,29.718,84.5,52.879,121.621,115.276,76.886,153.772,269.048,153.772
2013,2.73,8.1,5.0,10.77,1091.669,11.01,7.34,14.68,25.69,14.68,29.803,88.425,54.583,117.573,120.193,80.129,160.257,280.45,160.257
2014,2.52,7.97,5.0,10.31,1097.335,11.13,7.42,14.84,25.97,14.84,27.653,87.458,54.867,113.135,122.133,81.422,162.845,284.978,162.845
2015,2.39,8.07,5.0,9.4,930.941,11.27,7.51,15.03,26.3,15.03,22.249,75.127,46.547,87.508,104.917,69.914,139.92,244.837,139.92
2016,2.71,7.75,5.0,9.01,944.796,11.33,7.55,15.11,26.44,15.11,25.604,73.222,47.24,85.126,107.045,71.332,142.759,249.804,142.759
2017,2.77,8.25,5.0,8.72,980.836,11.29,7.53,15.05,26.34,15.05,27.169,80.919,49.042,85.529,110.736,73.857,147.616,258.352,147.616
2018,2.8,8.78,5.0,8.57,1034.099,11.23,7.49,14.97,26.2,14.97,28.955,90.794,51.705,88.622,116.129,77.454,154.805,270.934,154.805
2019,2.7,8.42,5.0,7.96,989.912,11.39,7.59,15.18,26.57,15.18,26.728,83.351,49.496,78.797,112.751,75.134,150.269,263.02,150.269
2020,3.05,7.78,5.0,6.87,1112.897,11.6,7.73,15.46,27.06,15.46,33.943,86.583,55.645,76.456,129.096,86.027,172.054,301.15,172.054
2021,2.97,7.44,5.0,7.0,1253.962,11.64,7.76,15.52,27.16,15.52,37.243,93.295,62.698,87.777,145.961,97.307,194.615,340.576,194.615
2022,3.01,7.41,5.0,8.55,1179.454,11.41,7.6,15.21,26.61,15.21,35.502,87.398,58.973,100.843,134.576,89.638,179.395,313.853,179.395
2023,2.99,7.41,5.0,7.65,1269.404,11.54,7.7,15.39,26.94,15.39,37.955,94.063,63.47,97.109,146.489,97.744,195.361,341.977,195.361
2024,3.18,7.41,5.0,7.65,1305.868,11.51,7.68,15.35,26.87,15.35,41.527,96.765,65.293,99.899,150.305,100.291,200.451,350.887,200.451
2025,3.18,7.41,5.0,7.65,1397.981,11.51,7.68,15.35,26.87,15.35,44.456,103.59,69.899,106.946,160.908,107.365,214.59,375.637,214.59
2026,3.18,7.41,5.0,7.65,1432.93,11.51,7.68,15.35,26.87,15.35,45.567,106.18,71.647,109.619,164.93,110.049,219.955,385.028,219.955
