Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1970,4.59,8.19,14.71,9.07,1.932,9.52,6.34,12.69,22.2,12.69,0.089,0.158,0.284,0.175,0.184,0.122,0.245,0.429,0.245
1971,4.59,8.19,14.71,9.07,2.353,9.52,6.34,12.69,22.2,12.69,0.108,0.193,0.346,0.213,0.224,0.149,0.299,0.522,0.299
1972,4.59,8.19,14.71,9.07,2.846,9.52,6.34,12.69,22.2,12.69,0.131,0.233,0.419,0.258,0.271,0.18,0.361,0.632,0.361
1973,4.59,8.19,14.71,8.34,3.83,9.63,6.42,12.83,22.46,12.83,0.176,0.314,0.563,0.319,0.369,0.246,0.491,0.86,0.491
1974,4.59,8.19,14.71,7.9,4.427,9.69,6.46,12.92,22.61,12.92,0.203,0.363,0.651,0.35,0.429,0.286,0.572,1.001,0.572
1975,4.59,8.19,14.71,7.55,4.638,9.74,6.5,12.99,22.74,12.99,0.213,0.38,0.682,0.35,0.452,0.301,0.603,1.055,0.603
1976,4.59,8.19,14.71,9.22,4.451,9.49,6.33,12.66,22.15,12.66,0.204,0.365,0.655,0.41,0.422,0.282,0.563,0.986,0.563
1977,4.59,8.19,14.71,9.45,5.565,9.46,6.31,12.61,22.07,12.61,0.255,0.456,0.819,0.526,0.526,0.351,0.702,1.228,0.702
1978,4.59,8.19,14.71,9.76,7.266,9.41,6.28,12.55,21.96,12.55,0.334,0.595,1.069,0.709,0.684,0.456,0.912,1.596,0.912
1979,4.59,8.19,14.71,10.82,8.053,9.25,6.17,12.34,21.59,12.34,0.37,0.66,1.185,0.871,0.745,0.497,0.994,1.739,0.994
1980,4.59,8.19,14.71,10.6,9.325,9.29,6.19,12.38,21.67,12.38,0.428,0.764,1.372,0.988,0.866,0.577,1.154,2.021,1.154
1981,4.59,8.19,14.71,11.32,10.151,9.18,6.12,12.24,21.42,12.24,0.466,0.831,1.493,1.149,0.932,0.621,1.243,2.174,1.243
1982,4.59,8.19,14.71,11.94,10.336,9.09,6.06,12.11,21.2,12.11,0.474,0.846,1.52,1.234,0.94,0.626,1.252,2.191,1.252
1983,4.59,8.19,14.71,14.89,10.207,8.64,5.76,11.52,20.17,11.52,0.469,0.836,1.501,1.52,0.882,0.588,1.176,2.059,1.176
1984,4.59,8.19,14.71,16.29,9.243,8.43,5.62,11.24,19.68,11.24,0.424,0.757,1.36,1.506,0.779,0.519,1.039,1.819,1.039
1985,4.59,8.19,14.71,18.94,10.238,8.04,5.36,10.71,18.75,10.71,0.47,0.838,1.506,1.939,0.823,0.549,1.096,1.92,1.096
1986,4.59,8.09,14.71,18.74,13.162,8.08,5.39,10.77,18.85,10.77,0.604,1.065,1.936,2.467,1.063,0.709,1.418,2.481,1.418
1987,4.59,8.88,14.71,18.46,19.039,8.0,5.34,10.67,18.68,10.67,0.874,1.691,2.801,3.515,1.523,1.017,2.031,3.556,2.031
1988,4.59,9.7,14.71,16.33,20.319,8.2,5.47,10.94,19.14,10.94,0.933,1.971,2.989,3.318,1.666,1.111,2.223,3.889,2.223
1989,4.55,10.14,14.71,6.26,15.905,9.65,6.43,12.87,22.52,12.87,0.724,1.613,2.34,0.996,1.535,1.023,2.047,3.582,2.047
1990,4.67,14.08,14.71,6.26,16.475,9.04,6.03,12.06,21.1,12.06,0.769,2.32,2.423,1.031,1.489,0.993,1.987,3.476,1.987
1991,4.3,14.08,14.71,6.26,15.479,9.1,6.06,12.13,21.23,12.13,0.666,2.179,2.277,0.969,1.409,0.938,1.878,3.286,1.878
1992,3.99,14.08,14.71,6.26,15.083,9.14,6.1,12.19,21.33,12.19,0.602,2.124,2.219,0.944,1.379,0.92,1.839,3.217,1.839
1993,4.14,14.08,14.71,6.26,16.939,9.12,6.08,12.16,21.28,12.16,0.701,2.385,2.492,1.06,1.545,1.03,2.06,3.605,2.06
1994,4.33,14.08,14.71,6.26,20.031,9.09,6.06,12.12,21.22,12.12,0.867,2.82,2.947,1.254,1.821,1.214,2.428,4.251,2.428
1995,4.43,14.0,14.71,6.26,23.147,9.09,6.06,12.12,21.21,12.12,1.025,3.241,3.405,1.449,2.104,1.403,2.805,4.909,2.805
1996,4.49,16.1,14.71,6.26,25.4,8.76,5.84,11.69,20.45,11.69,1.14,4.089,3.736,1.59,2.225,1.483,2.969,5.194,2.969
1997,4.37,15.79,14.71,6.26,23.928,8.83,5.89,11.77,20.6,11.77,1.046,3.778,3.52,1.498,2.113,1.409,2.816,4.929,2.816
1998,4.26,16.23,14.71,6.26,20.362,8.78,5.85,11.71,20.49,11.71,0.867,3.305,2.995,1.275,1.788,1.191,2.384,4.172,2.384
1999,4.2,16.23,14.71,6.26,21.28,8.79,5.86,11.72,20.51,11.72,0.894,3.454,3.13,1.332,1.87,1.247,2.494,4.364,2.494
2000,4.17,14.81,14.71,6.26,19.056,9.01,6.0,12.01,21.02,12.01,0.795,2.822,2.803,1.193,1.717,1.143,2.289,4.006,2.289
2001,4.03,15.56,15.17,6.26,19.509,8.85,5.9,11.79,20.64,11.79,0.786,3.036,2.959,1.221,1.727,1.151,2.3,4.027,2.3
2002,3.81,15.56,16.28,5.28,23.497,8.86,5.91,11.82,20.68,11.82,0.895,3.656,3.825,1.241,2.082,1.389,2.777,4.859,2.777
2003,3.62,15.56,16.22,5.53,31.62,8.86,5.91,11.81,20.67,11.81,1.145,4.92,5.129,1.749,2.802,1.869,3.734,6.536,3.734
2004,3.25,15.56,17.0,5.35,36.298,8.82,5.88,11.77,20.59,11.77,1.18,5.648,6.171,1.942,3.201,2.134,4.272,7.474,4.272
2005,3.07,15.56,17.38,5.26,40.799,8.81,5.87,11.75,20.55,11.75,1.253,6.348,7.091,2.146,3.594,2.395,4.794,8.384,4.794
2006,3.28,15.56,17.94,4.55,40.179,8.8,5.87,11.74,20.54,11.74,1.318,6.252,7.208,1.828,3.536,2.359,4.717,8.253,4.717
2007,3.19,15.56,18.15,3.86,49.301,8.89,5.93,11.85,20.74,11.85,1.573,7.671,8.948,1.903,4.383,2.924,5.842,10.225,5.842
2008,2.99,15.56,17.51,2.16,49.869,9.27,6.18,12.36,21.62,12.36,1.491,7.76,8.732,1.077,4.623,3.082,6.164,10.782,6.164
2009,3.02,15.56,17.82,3.46,47.552,9.02,6.01,12.03,21.05,12.03,1.436,7.399,8.474,1.645,4.289,2.858,5.721,10.01,5.721
2010,2.81,15.56,16.68,3.61,57.568,9.2,6.13,12.27,21.47,12.27,1.618,8.958,9.602,2.078,5.296,3.529,7.064,12.36,7.064
2011,2.74,15.56,17.08,3.79,77.431,9.12,6.08,12.17,21.29,12.17,2.122,12.048,13.225,2.935,7.062,4.708,9.423,16.485,9.423
2012,2.81,15.56,18.34,4.75,70.848,8.78,5.85,11.71,20.49,11.71,1.991,11.024,12.993,3.365,6.22,4.145,8.296,14.517,8.296
2013,2.7,15.56,18.38,4.9,72.509,8.77,5.85,11.69,20.46,11.69,1.958,11.282,13.327,3.553,6.359,4.242,8.476,14.835,8.476
2014,2.65,15.53,18.51,4.51,74.771,8.82,5.88,11.76,20.58,11.76,1.981,11.612,13.84,3.372,6.595,4.397,8.793,15.388,8.793
2015,2.65,15.55,17.94,4.56,64.467,8.9,5.93,11.86,20.76,11.86,1.708,10.025,11.565,2.94,5.738,3.823,7.646,13.383,7.646
2016,2.84,15.37,17.91,4.27,66.621,8.94,5.96,11.92,20.86,11.92,1.892,10.24,11.932,2.845,5.956,3.971,7.941,13.897,7.941
2017,2.95,15.04,18.27,4.07,70.94,8.95,5.97,11.93,20.88,11.93,2.093,10.669,12.961,2.887,6.349,4.235,8.463,14.812,8.463
2018,3.06,14.56,17.49,3.85,72.225,9.16,6.1,12.21,21.36,12.21,2.21,10.516,12.632,2.781,6.616,4.406,8.819,15.427,8.819
2019,3.33,13.47,16.2,3.6,73.499,9.51,6.34,12.68,22.19,12.68,2.448,9.9,11.907,2.646,6.99,4.66,9.32,16.309,9.32
2020,3.18,13.62,16.58,2.69,88.868,9.59,6.39,12.79,22.37,12.79,2.826,12.104,14.734,2.391,8.522,5.679,11.366,19.88,11.366
2021,2.78,13.46,17.26,2.72,97.964,9.57,6.38,12.76,22.32,12.76,2.723,13.186,16.909,2.665,9.375,6.25,12.5,21.866,12.5
2022,2.79,12.61,21.13,2.97,101.737,9.07,6.05,12.1,21.17,12.1,2.838,12.829,21.497,3.022,9.228,6.155,12.31,21.538,12.31
2023,2.95,12.73,19.21,2.97,104.446,9.32,6.21,12.43,21.75,12.43,3.081,13.296,20.064,3.102,9.734,6.486,12.983,22.717,12.983
2024,2.82,12.73,19.21,2.97,106.534,9.34,6.23,12.45,21.79,12.45,3.004,13.562,20.465,3.164,9.95,6.637,13.263,23.214,13.263
2025,2.82,12.73,19.21,2.97,107.577,9.34,6.23,12.45,21.79,12.45,3.034,13.695,20.666,3.195,10.048,6.702,13.393,23.441,13.393
2026,2.82,12.73,19.21,2.97,111.342,9.34,6.23,12.45,21.79,12.45,3.14,14.174,21.389,3.307,10.399,6.937,13.862,24.261,13.862
