Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1960,20.31,5.0,8.28,2.57,0.954,15.96,9.58,12.77,12.77,12.77,0.194,0.048,0.079,0.025,0.152,0.091,0.122,0.122,0.122
1961,20.31,5.0,8.28,2.57,0.583,15.96,9.58,12.77,12.77,12.77,0.118,0.029,0.048,0.015,0.093,0.056,0.074,0.074,0.074
1962,20.31,5.0,8.28,2.57,0.678,15.96,9.58,12.77,12.77,12.77,0.138,0.034,0.056,0.017,0.108,0.065,0.087,0.087,0.087
1963,20.31,5.0,8.28,2.57,0.962,15.96,9.58,12.77,12.77,12.77,0.195,0.048,0.08,0.025,0.154,0.092,0.123,0.123,0.123
1964,20.31,5.0,8.28,2.57,0.834,15.96,9.58,12.77,12.77,12.77,0.169,0.042,0.069,0.021,0.133,0.08,0.107,0.107,0.107
1965,20.31,5.0,8.28,2.57,0.754,15.96,9.58,12.77,12.77,12.77,0.153,0.038,0.062,0.019,0.12,0.072,0.096,0.096,0.096
1966,20.31,5.0,8.28,2.57,0.95,15.96,9.58,12.77,12.77,12.77,0.193,0.047,0.079,0.024,0.152,0.091,0.121,0.121,0.121
1967,20.31,5.0,8.28,2.57,1.175,15.96,9.58,12.77,12.77,12.77,0.239,0.059,0.097,0.03,0.188,0.113,0.15,0.15,0.15
1968,20.31,5.0,8.28,2.57,1.48,15.96,9.58,12.77,12.77,12.77,0.301,0.074,0.123,0.038,0.236,0.142,0.189,0.189,0.189
1969,20.31,5.0,8.28,2.57,1.859,15.96,9.58,12.77,12.77,12.77,0.377,0.093,0.154,0.048,0.297,0.178,0.237,0.237,0.237
1970,20.31,5.0,8.28,2.57,2.18,15.96,9.58,12.77,12.77,12.77,0.443,0.109,0.181,0.056,0.348,0.209,0.278,0.278,0.278
1971,20.31,5.0,8.28,2.57,2.401,15.96,9.58,12.77,12.77,12.77,0.488,0.12,0.199,0.062,0.383,0.23,0.307,0.307,0.307
1972,20.31,5.0,8.28,2.57,2.638,15.96,9.58,12.77,12.77,12.77,0.536,0.132,0.218,0.068,0.421,0.253,0.337,0.337,0.337
1973,20.31,5.0,8.28,3.36,3.376,15.76,9.46,12.61,12.61,12.61,0.686,0.169,0.28,0.113,0.532,0.319,0.426,0.426,0.426
1974,20.31,5.0,8.28,3.17,4.767,15.81,9.49,12.65,12.65,12.65,0.968,0.238,0.395,0.151,0.754,0.452,0.603,0.603,0.603
1975,20.31,5.0,8.28,3.36,5.31,15.76,9.46,12.61,12.61,12.61,1.079,0.266,0.44,0.178,0.837,0.502,0.67,0.67,0.67
1976,20.31,5.0,8.28,4.46,7.289,15.49,9.29,12.39,12.39,12.39,1.48,0.364,0.604,0.325,1.129,0.677,0.903,0.903,0.903
1977,20.31,5.0,8.28,5.21,9.375,15.3,9.18,12.24,12.24,12.24,1.904,0.469,0.776,0.488,1.434,0.861,1.148,1.148,1.148
1978,20.31,5.0,8.28,5.55,12.678,15.22,9.13,12.17,12.17,12.17,2.575,0.634,1.05,0.704,1.93,1.157,1.543,1.543,1.543
1979,20.31,5.0,8.28,6.0,16.34,15.1,9.06,12.08,12.08,12.08,3.319,0.817,1.353,0.98,2.467,1.48,1.974,1.974,1.974
1980,20.31,5.0,8.28,7.28,15.972,14.78,8.87,11.83,11.83,11.83,3.244,0.799,1.322,1.163,2.361,1.417,1.889,1.889,1.889
1981,20.31,5.0,8.28,7.67,17.829,14.69,8.81,11.75,11.75,11.75,3.621,0.891,1.476,1.367,2.619,1.571,2.095,2.095,2.095
1982,20.31,5.0,8.28,7.15,19.181,14.82,8.89,11.85,11.85,11.85,3.896,0.959,1.588,1.371,2.843,1.705,2.273,2.273,2.273
1983,20.31,5.0,8.28,7.12,21.509,14.82,8.89,11.86,11.86,11.86,4.368,1.075,1.781,1.531,3.188,1.912,2.551,2.551,2.551
1984,20.31,5.0,8.28,7.96,23.94,14.61,8.77,11.69,11.69,11.69,4.862,1.197,1.982,1.906,3.498,2.1,2.799,2.799,2.799
1985,20.31,5.0,8.28,8.11,24.903,14.58,8.75,11.66,11.66,11.66,5.058,1.245,2.062,2.02,3.631,2.179,2.904,2.904,2.904
1986,20.31,5.0,8.28,8.32,28.792,14.52,8.71,11.62,11.62,11.62,5.848,1.44,2.384,2.395,4.181,2.508,3.346,3.346,3.346
1987,20.31,5.0,8.28,7.36,36.538,14.76,8.86,11.81,11.81,11.81,7.421,1.827,3.025,2.689,5.393,3.237,4.315,4.315,4.315
1988,20.31,5.0,8.28,6.49,49.315,14.98,8.99,11.98,11.98,11.98,10.016,2.466,4.083,3.201,7.387,4.433,5.908,5.908,5.908
1989,20.31,5.0,8.28,3.75,61.017,15.67,9.4,12.53,12.53,12.53,12.392,3.051,5.052,2.288,9.561,5.736,7.645,7.645,7.645
1990,20.31,5.0,8.28,4.75,70.095,15.42,9.25,12.33,12.33,12.33,14.236,3.505,5.804,3.33,10.809,6.484,8.643,8.643,8.643
1991,20.31,5.0,8.28,3.9,81.804,15.63,9.38,12.5,12.5,12.5,16.614,4.09,6.773,3.19,12.786,7.673,10.226,10.226,10.226
1992,20.31,5.0,8.28,4.01,88.061,15.6,9.36,12.48,12.48,12.48,17.885,4.403,7.291,3.531,13.738,8.243,10.99,10.99,10.99
1993,20.31,5.0,8.28,2.91,97.369,15.88,9.53,12.7,12.7,12.7,19.776,4.868,8.062,2.833,15.462,9.279,12.366,12.366,12.366
1994,20.31,5.0,8.28,3.73,115.004,15.67,9.4,12.54,12.54,12.54,23.357,5.75,9.522,4.29,18.021,10.81,14.421,14.421,14.421
1995,20.31,5.0,8.28,3.41,140.709,15.75,9.45,12.6,12.6,12.6,28.578,7.035,11.651,4.798,22.162,13.297,17.729,17.729,17.729
1996,18.51,5.0,8.28,3.02,151.487,16.3,9.78,13.04,13.04,13.04,28.04,7.574,12.543,4.575,24.692,14.815,19.754,19.754,19.754
1997,18.16,5.0,8.28,3.19,141.409,16.34,9.8,13.07,13.07,13.07,25.68,7.07,11.709,4.511,23.106,13.858,18.482,18.482,18.482
1998,16.42,5.0,8.28,4.14,95.351,16.54,9.92,13.23,13.23,13.23,15.657,4.768,7.895,3.948,15.771,9.459,12.615,12.615,12.615
1999,14.53,5.0,8.28,6.7,123.767,16.37,9.82,13.1,13.1,13.1,17.983,6.188,10.248,8.292,20.261,12.154,16.214,16.214,16.214
2000,14.42,5.0,8.28,6.87,143.397,16.36,9.82,13.09,13.09,13.09,20.678,7.17,11.873,9.851,23.46,14.082,18.771,18.771,18.771
2001,13.46,5.0,9.3,6.23,136.216,16.5,9.9,13.2,13.2,13.2,18.335,6.811,12.668,8.486,22.476,13.485,17.98,17.98,17.98
2002,13.66,5.0,8.93,5.65,156.003,16.69,10.01,13.35,13.35,13.35,21.31,7.8,13.931,8.814,26.037,15.616,20.826,20.826,20.826
2003,12.17,5.0,7.49,4.55,174.844,17.7,10.62,14.16,14.16,14.16,21.279,8.742,13.096,7.955,30.947,18.568,24.758,24.758,24.758
2004,11.71,5.0,8.3,5.58,197.58,17.35,10.41,13.88,13.88,13.88,23.137,9.879,16.399,11.025,34.28,20.568,27.424,27.424,27.424
2005,12.56,5.0,8.88,5.92,233.218,16.91,10.15,13.53,13.53,13.53,29.292,11.661,20.71,13.806,39.437,23.672,31.554,31.554,31.554
2006,12.28,5.0,9.6,6.51,262.842,16.65,9.99,13.32,13.32,13.32,32.277,13.142,25.233,17.111,43.763,26.258,35.011,35.011,35.011
2007,12.07,5.0,10.12,6.85,293.019,16.49,9.89,13.19,13.19,13.19,35.367,14.651,29.654,20.072,48.319,28.98,38.649,38.649,38.649
2008,12.5,5.0,9.8,6.79,261.979,16.48,9.89,13.18,13.18,13.18,32.747,13.099,25.674,17.788,43.174,25.91,34.529,34.529,34.529
2009,12.79,5.0,10.09,4.95,235.936,16.79,10.07,13.43,13.43,13.43,30.176,11.797,23.806,11.679,39.614,23.759,31.686,31.686,31.686
2010,13.22,5.0,11.29,5.74,286.279,16.19,9.71,12.95,12.95,12.95,37.846,14.314,32.321,16.432,46.349,27.798,37.073,37.073,37.073
2011,12.97,5.0,11.05,5.78,313.705,16.3,9.78,13.04,13.04,13.04,40.688,15.685,34.664,18.132,51.134,30.68,40.907,40.907,40.907
2012,12.71,5.0,10.98,5.68,320.482,16.41,9.84,13.13,13.13,13.13,40.733,16.024,35.189,18.203,52.591,31.535,42.079,42.079,42.079
2013,12.57,5.0,11.53,5.63,344.321,16.32,9.79,13.05,13.05,13.05,43.281,17.216,39.7,19.385,56.193,33.709,44.934,44.934,44.934
2014,12.8,5.0,11.74,5.67,373.501,16.2,9.72,12.96,12.96,12.96,47.808,18.675,43.849,21.177,60.507,36.304,48.406,48.406,48.406
2015,12.64,5.0,12.12,5.33,369.411,16.23,9.74,12.98,12.98,12.98,46.694,18.471,44.773,19.69,59.955,35.981,47.95,47.95,47.95
2016,12.62,5.0,12.7,4.8,378.996,16.22,9.73,12.98,12.98,12.98,47.829,18.95,48.133,18.192,61.473,36.876,49.194,49.194,49.194
2017,12.33,5.0,13.17,4.41,410.447,16.27,9.76,13.02,13.02,13.02,50.608,20.522,54.056,18.101,66.78,40.06,53.44,53.44,53.44
2018,12.25,5.0,13.71,4.06,437.82,16.24,9.75,12.99,12.99,12.99,53.633,21.891,60.025,17.776,71.102,42.687,56.873,56.873,56.873
2019,11.85,5.0,13.89,3.76,420.251,16.38,9.83,13.1,13.1,13.1,49.8,21.013,58.373,15.801,68.837,41.311,55.053,55.053,55.053
2020,11.17,5.0,13.01,3.66,418.577,16.79,10.07,13.43,13.43,13.43,46.755,20.929,54.457,15.32,70.279,42.151,56.215,56.215,56.215
2021,10.87,5.0,14.35,3.3,466.155,16.62,9.97,13.3,13.3,13.3,50.671,23.308,66.893,15.383,77.475,46.476,61.999,61.999,61.999
2022,9.66,5.0,14.92,3.46,431.847,16.74,10.04,13.39,13.39,13.39,41.716,21.592,64.432,14.942,72.291,43.357,57.824,57.824,57.824
2023,11.23,5.0,15.62,4.43,442.752,15.93,9.56,12.75,12.75,12.75,49.721,22.138,69.158,19.614,70.53,42.327,56.451,56.451,56.451
2024,11.32,5.0,15.5,4.43,450.093,15.94,9.56,12.75,12.75,12.75,50.951,22.505,69.764,19.939,71.745,43.029,57.387,57.387,57.387
2025,11.32,5.0,15.5,4.43,449.37,15.94,9.56,12.75,12.75,12.75,50.869,22.468,69.652,19.907,71.63,42.96,57.295,57.295,57.295
2026,11.32,5.0,15.5,4.43,465.098,15.94,9.56,12.75,12.75,12.75,52.649,23.255,72.09,20.604,74.137,44.463,59.3,59.3,59.3
