Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1995,2.69,9.45,15.94,6.12,1589.714,9.87,6.58,13.16,23.03,13.16,42.763,150.228,253.4,97.29,156.905,104.603,209.206,366.111,209.206
1996,2.94,8.23,15.94,7.16,1299.941,9.86,6.57,13.15,23.01,13.15,38.218,106.985,207.211,93.076,128.174,85.406,170.942,299.116,170.942
1997,2.88,9.2,15.94,7.18,1131.65,9.72,6.48,12.96,22.68,12.96,32.592,104.112,180.385,81.252,109.996,73.331,146.662,256.658,146.662
1998,2.86,9.2,15.94,7.18,1138.622,9.72,6.48,12.96,22.69,12.96,32.565,104.753,181.496,81.753,110.674,73.783,147.565,258.353,147.565
1999,2.85,10.07,15.94,6.77,1113.41,9.66,6.44,12.87,22.53,12.87,31.732,112.12,177.478,75.378,107.555,71.704,143.296,250.851,143.296
2000,2.8,10.07,15.94,6.83,978.476,9.65,6.44,12.87,22.53,12.87,27.397,98.533,155.969,66.83,94.423,63.014,125.93,220.451,125.93
2001,2.74,10.07,16.11,6.46,959.463,9.69,6.46,12.92,22.62,12.92,26.289,96.618,154.57,61.981,92.972,61.981,123.963,217.031,123.963
2002,2.72,10.07,16.24,6.24,1039.516,9.71,6.47,12.95,22.65,12.95,28.275,104.679,168.817,64.866,100.937,67.257,134.617,235.45,134.617
2003,2.68,10.07,16.39,5.8,1267.11,9.76,6.51,13.01,22.77,13.01,33.959,127.598,207.679,73.492,123.67,82.489,164.851,288.521,164.851
2004,2.66,10.07,16.18,5.76,1372.007,9.8,6.53,13.07,22.86,13.07,36.495,138.161,221.991,79.028,134.457,89.592,179.321,313.641,179.321
2005,2.63,10.07,16.39,5.58,1392.6,9.8,6.53,13.07,22.86,13.07,36.625,140.235,228.247,77.707,136.475,90.937,182.013,318.348,182.013
2006,2.6,10.07,16.62,5.64,1402.347,9.76,6.51,13.01,22.77,13.01,36.461,141.216,233.07,79.092,136.869,91.293,182.445,319.314,182.445
2007,2.65,10.07,17.07,5.85,1538.727,9.65,6.44,12.87,22.53,12.87,40.776,154.95,262.661,90.016,148.487,99.094,198.034,346.675,198.034
2008,2.68,10.07,17.09,5.83,1698.574,9.65,6.43,12.87,22.52,12.87,45.522,171.046,290.286,99.027,163.912,109.218,218.606,382.519,218.606
2009,2.66,10.38,17.27,5.23,1698.865,9.67,6.45,12.89,22.56,12.89,45.19,176.342,293.394,88.851,164.28,109.577,218.984,383.264,218.984
2010,2.58,10.38,17.12,4.7,1710.578,9.78,6.52,13.04,22.83,13.04,44.133,177.558,292.851,80.397,167.295,111.53,223.059,390.525,223.059
2011,2.61,10.79,17.61,5.39,1736.645,9.54,6.36,12.72,22.26,12.72,45.326,187.384,305.823,93.605,165.676,110.451,220.901,386.577,220.901
2012,2.7,10.72,17.82,4.93,1612.174,9.58,6.38,12.77,22.34,12.77,43.529,172.825,287.289,79.48,154.446,102.857,205.875,360.16,205.875
2013,2.57,10.72,18.26,3.63,1709.756,9.72,6.48,12.96,22.69,12.96,43.941,183.286,312.202,62.064,166.188,110.792,221.584,387.944,221.584
2014,2.53,10.85,18.73,3.28,1750.058,9.69,6.46,12.92,22.61,12.92,44.276,189.881,327.786,57.402,169.581,113.054,226.107,395.688,226.107
2015,2.51,10.7,19.0,2.84,1507.437,9.74,6.5,12.99,22.74,12.99,37.837,161.296,286.413,42.811,146.824,97.983,195.816,342.791,195.816
2016,2.52,10.65,19.08,2.38,1553.096,9.8,6.54,13.07,22.88,13.07,39.138,165.405,296.331,36.964,152.203,101.572,202.99,355.348,202.99
2017,2.54,10.72,19.38,2.01,1662.392,9.8,6.54,13.07,22.87,13.07,42.225,178.208,322.172,33.414,162.914,108.72,217.275,380.189,217.275
2018,2.57,10.93,19.49,1.84,1780.172,9.78,6.52,13.03,22.81,13.03,45.75,194.573,346.956,32.755,174.101,116.067,231.956,406.057,231.956
2019,2.72,11.03,19.53,1.54,1771.008,9.78,6.52,13.04,22.81,13.04,48.171,195.342,345.878,27.274,173.205,115.47,230.939,403.967,230.939
2020,2.65,10.79,19.31,0.98,2032.716,9.94,6.63,13.25,23.2,13.25,53.867,219.33,392.518,19.921,202.052,134.769,269.335,471.59,269.335
2021,2.56,10.58,19.96,0.88,2282.339,9.9,6.6,13.2,23.11,13.2,58.428,241.471,455.555,20.085,225.952,150.634,301.269,527.449,301.269
2022,2.76,10.68,20.44,1.36,2100.861,9.71,6.48,12.95,22.67,12.95,57.984,224.372,429.416,28.572,203.994,136.136,272.061,476.265,272.061
2023,3.08,10.68,19.21,1.36,2281.484,9.85,6.57,13.14,22.99,13.14,70.27,243.662,438.273,31.028,224.726,149.893,299.787,524.513,299.787
2024,3.93,10.68,19.21,1.36,2343.186,9.72,6.48,12.96,22.69,12.96,92.087,250.252,450.126,31.867,227.758,151.838,303.677,531.669,303.677
2025,3.93,10.68,19.21,1.36,2525.882,9.72,6.48,12.96,22.69,12.96,99.267,269.764,485.222,34.352,245.516,163.677,327.354,573.123,327.354
2026,3.93,10.68,19.21,1.36,2601.659,9.72,6.48,12.96,22.69,12.96,102.245,277.857,499.779,35.383,252.881,168.587,337.175,590.316,337.175
