Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1956,7.19,5.86,3.59,3.57,0.477,23.94,11.97,11.97,11.97,19.95,0.034,0.028,0.017,0.017,0.114,0.057,0.057,0.057,0.095
1957,7.19,5.86,3.59,3.57,0.5,23.94,11.97,11.97,11.97,19.95,0.036,0.029,0.018,0.018,0.12,0.06,0.06,0.06,0.1
1958,7.19,5.86,3.59,3.57,0.526,23.94,11.97,11.97,11.97,19.95,0.038,0.031,0.019,0.019,0.126,0.063,0.063,0.063,0.105
1959,7.19,5.86,3.59,3.57,0.552,23.94,11.97,11.97,11.97,19.95,0.04,0.032,0.02,0.02,0.132,0.066,0.066,0.066,0.11
1960,7.19,5.86,3.59,3.57,0.579,23.94,11.97,11.97,11.97,19.95,0.042,0.034,0.021,0.021,0.139,0.069,0.069,0.069,0.116
1961,7.19,5.86,3.59,3.57,0.608,23.94,11.97,11.97,11.97,19.95,0.044,0.036,0.022,0.022,0.146,0.073,0.073,0.073,0.121
1962,7.19,5.86,3.59,3.57,0.639,23.94,11.97,11.97,11.97,19.95,0.046,0.037,0.023,0.023,0.153,0.076,0.076,0.076,0.127
1963,7.19,5.86,3.59,3.57,0.671,23.94,11.97,11.97,11.97,19.95,0.048,0.039,0.024,0.024,0.161,0.08,0.08,0.08,0.134
1964,7.19,5.86,3.59,3.57,0.704,23.94,11.97,11.97,11.97,19.95,0.051,0.041,0.025,0.025,0.169,0.084,0.084,0.084,0.14
1965,7.19,5.86,3.59,3.57,0.739,23.94,11.97,11.97,11.97,19.95,0.053,0.043,0.027,0.026,0.177,0.089,0.089,0.089,0.148
1966,7.19,5.86,3.59,3.57,0.776,23.94,11.97,11.97,11.97,19.95,0.056,0.045,0.028,0.028,0.186,0.093,0.093,0.093,0.155
1967,7.19,5.86,3.59,3.57,0.815,23.94,11.97,11.97,11.97,19.95,0.059,0.048,0.029,0.029,0.195,0.098,0.098,0.098,0.163
1968,7.19,5.86,3.59,3.57,1.018,23.94,11.97,11.97,11.97,19.95,0.073,0.06,0.037,0.036,0.244,0.122,0.122,0.122,0.203
1969,7.19,5.86,3.59,3.57,1.199,23.94,11.97,11.97,11.97,19.95,0.086,0.07,0.043,0.043,0.287,0.144,0.144,0.144,0.239
1970,7.19,5.86,3.59,3.57,1.316,23.94,11.97,11.97,11.97,19.95,0.095,0.077,0.047,0.047,0.315,0.158,0.158,0.158,0.263
1971,7.19,5.86,3.59,3.57,1.343,23.94,11.97,11.97,11.97,19.95,0.097,0.079,0.048,0.048,0.321,0.161,0.161,0.161,0.268
1972,7.19,5.86,3.59,3.57,1.582,23.94,11.97,11.97,11.97,19.95,0.114,0.093,0.057,0.056,0.379,0.189,0.189,0.189,0.316
1973,7.19,5.86,3.59,3.8,2.539,23.87,11.93,11.93,11.93,19.89,0.183,0.149,0.091,0.096,0.606,0.303,0.303,0.303,0.505
1974,7.19,5.86,3.59,2.47,4.709,24.27,12.13,12.13,12.13,20.22,0.339,0.276,0.169,0.116,1.143,0.571,0.571,0.571,0.952
1975,7.19,5.86,3.59,2.32,5.577,24.31,12.16,12.16,12.16,20.26,0.401,0.327,0.2,0.129,1.356,0.678,0.678,0.678,1.13
1976,7.19,5.86,3.59,4.55,6.64,23.64,11.82,11.82,11.82,19.7,0.477,0.389,0.238,0.302,1.57,0.785,0.785,0.785,1.308
1977,7.19,5.86,3.59,5.27,7.753,23.43,11.71,11.71,11.71,19.52,0.557,0.454,0.278,0.409,1.817,0.908,0.908,0.908,1.513
1978,7.19,5.86,3.59,8.44,8.801,22.48,11.24,11.24,11.24,18.73,0.633,0.516,0.316,0.743,1.979,0.989,0.989,0.989,1.648
1979,7.19,5.86,3.59,9.84,9.405,22.06,11.03,11.03,11.03,18.38,0.676,0.551,0.338,0.925,2.075,1.037,1.037,1.037,1.729
1980,7.19,5.86,3.59,6.52,13.539,23.05,11.53,11.53,11.53,19.21,0.973,0.793,0.486,0.883,3.121,1.561,1.561,1.561,2.601
1981,7.19,5.86,3.59,6.24,16.225,23.13,11.57,11.57,11.57,19.28,1.167,0.951,0.582,1.012,3.753,1.877,1.877,1.877,3.128
1982,7.19,5.86,3.59,8.41,16.861,22.48,11.24,11.24,11.24,18.74,1.212,0.988,0.605,1.418,3.79,1.895,1.895,1.895,3.16
1983,7.19,5.86,3.59,12.12,14.956,21.37,10.69,10.69,10.69,17.81,1.075,0.876,0.537,1.813,3.196,1.599,1.599,1.599,2.664
1984,7.19,5.86,3.59,13.62,14.727,20.92,10.46,10.46,10.46,17.43,1.059,0.863,0.529,2.006,3.081,1.54,1.54,1.54,2.567
1985,7.19,5.86,3.59,12.52,16.056,21.25,10.63,10.63,10.63,17.71,1.154,0.941,0.576,2.01,3.412,1.707,1.707,1.707,2.843
1986,7.19,5.86,3.59,16.8,16.158,19.97,9.98,9.98,9.98,16.64,1.162,0.947,0.58,2.715,3.227,1.613,1.613,1.613,2.689
1987,7.19,5.86,3.59,23.15,12.451,18.06,9.03,9.03,9.03,15.05,0.895,0.73,0.447,2.883,2.249,1.124,1.124,1.124,1.874
1988,7.19,5.86,3.59,27.58,13.062,16.73,8.37,8.37,8.37,13.94,0.939,0.765,0.469,3.602,2.185,1.093,1.093,1.093,1.821
1989,7.19,5.86,3.59,24.89,15.083,17.54,8.77,8.77,8.77,14.62,1.084,0.884,0.541,3.754,2.646,1.323,1.323,1.323,2.205
1990,7.19,5.86,3.59,20.22,18.622,18.94,9.47,9.47,9.47,15.78,1.339,1.091,0.669,3.765,3.527,1.763,1.763,1.763,2.939
1991,7.19,5.86,3.59,17.85,18.075,19.65,9.83,9.83,9.83,16.38,1.3,1.059,0.649,3.226,3.552,1.777,1.777,1.777,2.961
1992,7.19,5.86,3.59,17.7,20.677,19.7,9.85,9.85,9.85,16.42,1.487,1.212,0.742,3.66,4.073,2.037,2.037,2.037,3.395
1993,7.19,5.86,3.59,17.96,23.338,19.62,9.81,9.81,9.81,16.35,1.678,1.368,0.838,4.192,4.579,2.289,2.289,2.289,3.816
1994,7.75,5.86,3.59,19.82,24.359,18.89,9.45,9.45,9.45,15.74,1.888,1.427,0.875,4.828,4.602,2.302,2.302,2.302,3.834
1995,8.52,6.15,3.59,16.15,27.072,19.68,9.84,9.84,9.84,16.4,2.307,1.665,0.972,4.372,5.328,2.664,2.664,2.664,4.44
1996,9.09,7.5,3.59,11.64,32.496,20.45,10.23,10.23,10.23,17.04,2.954,2.437,1.167,3.783,6.645,3.324,3.324,3.324,5.537
1997,8.13,7.71,3.59,13.34,38.443,20.17,10.08,10.08,10.08,16.81,3.125,2.964,1.38,5.128,7.754,3.875,3.875,3.875,6.462
1998,5.59,11.59,3.59,24.36,17.678,16.46,8.23,8.23,8.23,13.72,0.988,2.049,0.635,4.306,2.91,1.455,1.455,1.455,2.425
1999,4.43,11.59,3.59,23.9,31.529,16.95,8.47,8.47,8.47,14.12,1.397,3.654,1.132,7.536,5.344,2.671,2.671,2.671,4.452
2000,4.11,11.59,3.59,28.34,35.763,15.71,7.85,7.85,7.85,13.09,1.47,4.145,1.284,10.135,5.618,2.807,2.807,2.807,4.681
2001,2.7,11.59,3.96,28.34,34.771,16.02,8.01,8.01,8.01,13.35,0.939,4.03,1.377,9.854,5.57,2.785,2.785,2.785,4.642
2002,3.8,14.37,3.98,28.34,42.403,14.85,7.43,7.43,7.43,12.38,1.611,6.093,1.688,12.017,6.297,3.151,3.151,3.151,5.249
2003,4.6,16.28,4.5,19.96,52.642,16.4,8.2,8.2,8.2,13.67,2.422,8.57,2.369,10.507,8.633,4.317,4.317,4.317,7.196
2004,4.88,14.17,4.2,16.15,59.7,18.18,9.09,9.09,9.09,15.15,2.913,8.46,2.507,9.642,10.854,5.427,5.427,5.427,9.045
2005,3.97,15.18,4.21,9.68,72.736,20.09,10.04,10.04,10.04,16.74,2.888,11.041,3.062,7.041,14.613,7.303,7.303,7.303,12.176
2006,3.58,14.94,4.51,9.68,92.76,20.19,10.09,10.09,10.09,16.82,3.321,13.858,4.183,8.979,18.728,9.36,9.36,9.36,15.602
2007,3.8,14.94,5.44,9.68,109.972,19.84,9.92,9.92,9.92,16.54,4.179,16.43,5.982,10.645,21.818,10.909,10.909,10.909,18.189
2008,2.99,13.67,4.63,9.68,129.821,20.71,10.35,10.35,10.35,17.26,3.882,17.747,6.011,12.567,26.886,13.436,13.436,13.436,22.407
2009,3.35,19.31,5.41,10.89,114.359,18.31,9.16,9.16,9.16,15.26,3.831,22.083,6.187,12.454,20.939,10.475,10.475,10.475,17.451
2010,3.66,16.65,3.91,10.89,160.036,19.47,9.73,9.73,9.73,16.22,5.857,26.646,6.257,17.428,31.159,15.571,15.571,15.571,25.958
2011,3.69,18.01,3.96,10.89,189.257,19.04,9.52,9.52,9.52,15.86,6.984,34.085,7.495,20.61,36.035,18.017,18.017,18.017,30.016
2012,3.78,18.09,4.07,10.89,194.535,18.95,9.48,9.48,9.48,15.79,7.353,35.191,7.918,21.185,36.864,18.442,18.442,18.442,30.717
2013,4.82,17.85,4.34,10.89,193.402,18.63,9.32,9.32,9.32,15.53,9.322,34.522,8.394,21.061,36.031,18.025,18.025,18.025,30.035
2014,4.24,17.9,5.41,10.89,188.8,18.47,9.24,9.24,9.24,15.39,8.005,33.795,10.214,20.56,34.871,17.445,17.445,17.445,29.056
2015,5.01,20.36,6.58,10.89,182.451,17.15,8.57,8.57,8.57,14.29,9.141,37.147,12.005,19.869,31.29,15.636,15.636,15.636,26.072
2016,4.68,11.32,8.13,10.89,197.503,19.49,9.75,9.75,9.75,16.24,9.243,22.357,16.057,21.508,38.493,19.257,19.257,19.257,32.075
2017,5.26,10.88,8.21,10.89,215.252,19.43,9.71,9.71,9.71,16.19,11.322,23.419,17.672,23.441,41.823,20.901,20.901,20.901,34.849
2018,4.33,10.15,8.4,10.89,220.9,19.87,9.94,9.94,9.94,16.56,9.565,22.421,18.556,24.056,43.893,21.958,21.958,21.958,36.581
2019,4.45,9.34,8.55,10.89,237.184,20.03,10.02,10.02,10.02,16.69,10.555,22.153,20.279,25.829,47.508,23.766,23.766,23.766,39.586
2020,4.81,9.32,10.24,10.89,224.458,19.42,9.71,9.71,9.71,16.19,10.796,20.919,22.984,24.443,43.59,21.795,21.795,21.795,36.34
2021,4.09,8.97,12.15,10.89,251.47,19.17,9.59,9.59,9.59,15.98,10.285,22.557,30.554,27.385,48.207,24.116,24.116,24.116,40.185
2022,4.42,8.7,8.08,10.89,279.572,20.37,10.19,10.19,10.19,16.98,12.357,24.323,22.589,30.445,56.949,28.488,28.488,28.488,47.471
2023,4.93,10.56,8.52,10.89,290.607,19.53,9.77,9.77,9.77,16.28,14.327,30.688,24.76,31.647,56.756,28.392,28.392,28.392,47.311
2024,4.6,10.56,8.52,10.89,295.934,19.63,9.82,9.82,9.82,16.36,13.613,31.251,25.214,32.227,58.092,29.061,29.061,29.061,48.415
2025,4.6,10.56,8.52,10.89,306.391,19.63,9.82,9.82,9.82,16.36,14.094,32.355,26.105,33.366,60.145,30.088,30.088,30.088,50.126
2026,4.6,10.56,8.52,10.89,317.115,19.63,9.82,9.82,9.82,16.36,14.587,33.487,27.018,34.534,62.25,31.141,31.141,31.141,51.88
