Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1982,1.72,12.15,9.9,18.24,62.393,17.4,8.7,8.7,8.7,14.5,1.073,7.581,6.177,11.381,10.856,5.428,5.428,5.428,9.047
1983,1.72,12.15,9.9,40.62,50.582,10.68,5.34,5.34,5.34,8.9,0.87,6.146,5.008,20.546,5.402,2.701,2.701,2.701,4.502
1984,1.72,12.15,9.9,39.16,52.917,11.12,5.56,5.56,5.56,9.27,0.91,6.429,5.239,20.722,5.884,2.942,2.942,2.942,4.905
1985,1.72,12.15,9.9,42.39,61.703,10.15,5.08,5.08,5.08,8.46,1.061,7.497,6.109,26.156,6.263,3.135,3.135,3.135,5.22
1986,1.72,12.15,9.9,56.54,51.587,5.91,2.95,2.95,2.95,4.92,0.887,6.268,5.107,29.167,3.049,1.522,1.522,1.522,2.538
1987,1.72,12.15,9.9,63.98,62.076,3.67,1.84,1.84,1.84,3.06,1.068,7.542,6.145,39.716,2.278,1.142,1.142,1.142,1.9
1988,1.72,12.15,9.9,62.2,66.539,4.21,2.1,2.1,2.1,3.51,1.144,8.085,6.587,41.387,2.801,1.397,1.397,1.397,2.336
1989,1.72,12.15,9.9,54.45,65.923,6.53,3.27,3.27,3.27,5.44,1.134,8.01,6.526,35.895,4.305,2.156,2.156,2.156,3.586
1990,1.72,12.15,9.9,47.83,68.043,8.52,4.26,4.26,4.26,7.1,1.17,8.267,6.736,32.545,5.797,2.899,2.899,2.899,4.831
1991,1.97,12.15,9.9,33.22,66.392,12.83,6.41,6.41,6.41,10.69,1.308,8.067,6.573,22.055,8.518,4.256,4.256,4.256,7.097
1992,2.24,15.1,9.9,25.26,74.701,14.25,7.12,7.12,7.12,11.87,1.673,11.28,7.395,18.869,10.645,5.319,5.319,5.319,8.867
1993,2.2,21.56,9.9,17.94,83.804,14.52,7.26,7.26,7.26,12.1,1.844,18.068,8.297,15.035,12.168,6.084,6.084,6.084,10.14
1994,2.51,21.56,9.9,14.65,88.675,15.41,7.71,7.71,7.71,12.84,2.226,19.118,8.779,12.991,13.665,6.837,6.837,6.837,11.386
1995,2.18,24.12,9.9,19.25,66.039,13.37,6.68,6.68,6.68,11.14,1.44,15.929,6.538,12.712,8.829,4.411,4.411,4.411,7.357
1996,2.09,16.32,9.9,19.81,73.922,15.56,7.78,7.78,7.78,12.97,1.545,12.064,7.318,14.644,11.502,5.751,5.751,5.751,9.588
1997,2.01,16.32,9.9,14.61,94.121,17.15,8.57,8.57,8.57,14.29,1.892,15.361,9.318,13.751,16.142,8.066,8.066,8.066,13.45
1998,2.08,16.32,9.9,15.44,90.464,16.88,8.44,8.44,8.44,14.06,1.882,14.764,8.956,13.968,15.27,7.635,7.635,7.635,12.719
1999,2.09,16.69,9.9,16.88,110.538,16.33,8.17,8.17,8.17,13.61,2.31,18.449,10.943,18.659,18.051,9.031,9.031,9.031,15.044
2000,2.11,19.65,9.9,13.33,138.183,16.5,8.25,8.25,8.25,13.75,2.916,27.153,13.68,18.42,22.8,11.4,11.4,11.4,19.0
2001,2.08,20.62,10.26,11.46,252.178,16.68,8.34,8.34,8.34,13.9,5.245,51.999,25.873,28.9,42.063,21.032,21.032,21.032,35.053
2002,1.98,21.46,10.43,11.46,256.804,16.4,8.2,8.2,8.2,13.67,5.085,55.11,26.785,29.43,42.116,21.058,21.058,21.058,35.105
2003,1.8,22.47,10.69,11.46,242.512,16.07,8.04,8.04,8.04,13.4,4.365,54.492,25.925,27.792,38.972,19.498,19.498,19.498,32.497
2004,1.7,22.05,12.07,11.46,259.589,15.81,7.91,7.91,7.91,13.18,4.413,57.239,31.332,29.749,41.041,20.534,20.534,20.534,34.214
2005,1.61,21.9,11.14,11.46,290.669,16.17,8.08,8.08,8.08,13.47,4.68,63.657,32.381,33.311,47.001,23.486,23.486,23.486,39.153
2006,1.38,20.82,10.73,11.46,323.201,16.68,8.34,8.34,8.34,13.9,4.46,67.29,34.679,37.039,53.91,26.955,26.955,26.955,44.925
2007,1.7,19.89,10.71,11.46,349.205,16.87,8.44,8.44,8.44,14.06,5.936,69.457,37.4,40.019,58.911,29.473,29.473,29.473,49.098
2008,1.41,17.38,9.43,11.46,367.958,18.1,9.05,9.05,9.05,15.08,5.188,63.951,34.698,42.168,66.6,33.3,33.3,33.3,55.488
2009,1.8,18.67,10.29,11.46,298.863,17.33,8.67,8.67,8.67,14.45,5.38,55.798,30.753,34.25,51.793,25.911,25.911,25.911,43.186
2010,1.64,18.64,10.41,10.98,348.537,17.5,8.75,8.75,8.75,14.58,5.716,64.967,36.283,38.269,60.994,30.497,30.497,30.497,50.817
2011,1.68,18.42,10.51,10.11,394.93,17.78,8.89,8.89,8.89,14.82,6.635,72.746,41.507,39.927,70.219,35.109,35.109,35.109,58.529
2012,1.69,18.09,10.66,10.28,404.444,17.79,8.89,8.89,8.89,14.82,6.835,73.164,43.114,41.577,71.951,35.955,35.955,35.955,59.939
2013,1.83,16.91,11.24,10.47,422.816,17.87,8.93,8.93,8.93,14.89,7.738,71.498,47.525,44.269,75.557,37.757,37.757,37.757,62.957
2014,1.84,18.81,10.35,10.58,441.056,17.53,8.77,8.77,8.77,14.61,8.115,82.963,45.649,46.664,77.317,38.681,38.681,38.681,64.438
2015,1.7,19.02,10.86,9.98,389.784,17.53,8.77,8.77,8.77,14.61,6.626,74.137,42.33,38.9,68.329,34.184,34.184,34.184,56.947
2016,1.81,17.94,10.41,11.04,348.058,17.64,8.82,8.82,8.82,14.7,6.3,62.442,36.233,38.426,61.397,30.699,30.699,30.699,51.165
2017,1.7,17.58,10.73,13.34,364.157,17.0,8.5,8.5,8.5,14.16,6.191,64.019,39.074,48.578,61.907,30.953,30.953,30.953,51.565
2018,1.86,16.58,10.41,13.38,384.275,17.33,8.67,8.67,8.67,14.44,7.148,63.713,40.003,51.416,66.595,33.317,33.317,33.317,55.489
2019,2.02,16.2,10.32,13.18,397.705,17.49,8.74,8.74,8.74,14.57,8.034,64.428,41.043,52.418,69.559,34.759,34.759,34.759,57.946
2020,2.58,16.2,11.52,13.28,374.463,16.93,8.46,8.46,8.46,14.11,9.661,60.663,43.138,49.729,63.397,31.68,31.68,31.68,52.837
2021,2.47,15.88,11.03,13.9,423.437,17.01,8.51,8.51,8.51,14.18,10.459,67.242,46.705,58.858,72.027,36.034,36.034,36.034,60.043
2022,2.4,14.24,10.39,14.86,503.715,17.43,8.72,8.72,8.72,14.53,12.089,71.729,52.336,74.852,87.798,43.924,43.924,43.924,73.19
2023,2.31,14.24,9.36,15.77,620.407,17.5,8.75,8.75,8.75,14.58,14.331,88.346,58.07,97.838,108.571,54.286,54.286,54.286,90.455
2024,2.97,14.24,9.36,15.77,632.881,17.3,8.65,8.65,8.65,14.42,18.797,90.122,59.238,99.805,109.488,54.744,54.744,54.744,91.261
2025,2.97,14.24,9.36,15.77,633.625,17.3,8.65,8.65,8.65,14.42,18.819,90.228,59.307,99.923,109.617,54.809,54.809,54.809,91.369
2026,2.97,14.24,9.36,15.77,655.802,17.3,8.65,8.65,8.65,14.42,19.477,93.386,61.383,103.42,113.454,56.727,56.727,56.727,94.567
