Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
1958,15.0,8.84,12.41,5.0,5.071,8.81,5.87,11.75,20.56,11.75,0.761,0.448,0.629,0.254,0.447,0.298,0.596,1.043,0.596
1959,15.0,8.84,12.41,5.0,5.325,8.81,5.87,11.75,20.56,11.75,0.799,0.471,0.661,0.266,0.469,0.313,0.626,1.095,0.626
1960,15.0,8.84,12.41,5.0,5.591,8.81,5.87,11.75,20.56,11.75,0.839,0.494,0.694,0.28,0.493,0.328,0.657,1.15,0.657
1961,15.0,8.84,12.41,5.0,6.407,8.81,5.87,11.75,20.56,11.75,0.961,0.566,0.795,0.32,0.564,0.376,0.753,1.317,0.753
1962,15.0,8.84,12.41,5.0,7.474,8.81,5.87,11.75,20.56,11.75,1.121,0.661,0.928,0.374,0.658,0.439,0.878,1.537,0.878
1963,15.0,8.84,12.41,5.0,8.834,8.81,5.87,11.75,20.56,11.75,1.325,0.781,1.096,0.442,0.778,0.519,1.038,1.816,1.038
1964,15.0,8.84,12.41,5.0,9.885,8.81,5.87,11.75,20.56,11.75,1.483,0.874,1.227,0.494,0.871,0.58,1.161,2.032,1.161
1965,15.0,8.84,12.41,5.0,11.466,8.81,5.87,11.75,20.56,11.75,1.72,1.014,1.423,0.573,1.01,0.673,1.347,2.357,1.347
1966,15.0,8.84,12.41,5.0,13.302,8.81,5.87,11.75,20.56,11.75,1.995,1.176,1.651,0.665,1.172,0.781,1.563,2.735,1.563
1967,15.0,8.84,12.41,5.0,14.657,8.81,5.87,11.75,20.56,11.75,2.199,1.296,1.819,0.733,1.291,0.86,1.722,3.013,1.722
1968,15.0,8.84,12.41,5.0,14.577,8.81,5.87,11.75,20.56,11.75,2.187,1.289,1.809,0.729,1.284,0.856,1.713,2.997,1.713
1969,15.0,8.84,12.41,5.0,16.691,8.81,5.87,11.75,20.56,11.75,2.504,1.475,2.071,0.835,1.47,0.98,1.961,3.432,1.961
1970,15.0,8.84,12.41,5.0,18.434,8.81,5.87,11.75,20.56,11.75,2.765,1.63,2.288,0.922,1.624,1.082,2.166,3.79,2.166
1971,15.0,8.84,12.41,5.0,20.964,8.81,5.87,11.75,20.56,11.75,3.145,1.853,2.602,1.048,1.847,1.231,2.463,4.31,2.463
1972,15.0,8.84,12.41,5.0,26.591,8.81,5.87,11.75,20.56,11.75,3.989,2.351,3.3,1.33,2.343,1.561,3.124,5.467,3.124
1973,15.0,8.84,12.41,5.0,35.363,8.81,5.87,11.75,20.56,11.75,5.304,3.126,4.388,1.768,3.115,2.076,4.155,7.271,4.155
1974,15.0,8.84,12.41,5.0,43.742,8.81,5.87,11.75,20.56,11.75,6.561,3.867,5.428,2.187,3.854,2.568,5.14,8.993,5.14
1975,15.0,8.84,12.41,5.0,51.613,8.81,5.87,11.75,20.56,11.75,7.742,4.563,6.405,2.581,4.547,3.03,6.065,10.612,6.065
1976,15.0,8.84,12.41,5.0,53.29,8.81,5.87,11.75,20.56,11.75,7.994,4.711,6.613,2.665,4.695,3.128,6.262,10.956,6.262
1977,15.0,8.84,12.41,5.0,59.56,8.81,5.87,11.75,20.56,11.75,8.934,5.265,7.391,2.978,5.247,3.496,6.998,12.245,6.998
1978,15.0,8.84,12.41,5.0,72.218,8.81,5.87,11.75,20.56,11.75,10.833,6.384,8.962,3.611,6.362,4.239,8.486,14.848,8.486
1979,15.0,8.84,12.41,5.0,96.502,8.81,5.87,11.75,20.56,11.75,14.475,8.531,11.976,4.825,8.502,5.665,11.339,19.841,11.339
1980,15.0,8.84,12.41,5.0,104.67,8.81,5.87,11.75,20.56,11.75,15.701,9.253,12.99,5.234,9.221,6.144,12.299,21.52,12.299
1981,15.0,8.84,12.41,5.0,91.198,8.81,5.87,11.75,20.56,11.75,13.68,8.062,11.318,4.56,8.035,5.353,10.716,18.75,10.716
1982,15.0,8.84,12.41,5.0,88.136,8.81,5.87,11.75,20.56,11.75,13.22,7.791,10.938,4.407,7.765,5.174,10.356,18.121,10.356
1983,15.0,8.84,12.41,5.0,76.873,8.81,5.87,11.75,20.56,11.75,11.531,6.796,9.54,3.844,6.773,4.512,9.033,15.805,9.033
1984,15.0,8.84,12.41,5.0,77.391,8.81,5.87,11.75,20.56,11.75,11.609,6.841,9.604,3.87,6.818,4.543,9.093,15.912,9.093
1985,15.0,8.84,12.41,5.0,81.299,8.81,5.87,11.75,20.56,11.75,12.195,7.187,10.089,4.065,7.162,4.772,9.553,16.715,9.553
1986,15.0,8.84,12.41,5.0,113.014,8.81,5.87,11.75,20.56,11.75,16.952,9.99,14.025,5.651,9.957,6.634,13.279,23.236,13.279
1987,15.0,8.84,12.41,5.0,143.334,8.81,5.87,11.75,20.56,11.75,21.5,12.671,17.788,7.167,12.628,8.414,16.842,29.469,16.842
1988,15.0,9.64,12.41,5.0,169.151,8.69,5.79,11.59,20.28,11.59,25.373,16.306,20.992,8.458,14.699,9.794,19.605,34.304,19.605
1989,15.0,10.34,12.41,5.0,186.507,8.59,5.72,11.45,20.04,11.45,27.976,19.285,23.146,9.325,16.021,10.668,21.355,37.376,21.355
1990,15.0,10.14,12.41,5.0,241.279,8.62,5.74,11.49,20.11,11.49,36.192,24.466,29.943,12.064,20.798,13.849,27.723,48.521,27.723
1991,15.0,10.03,12.41,5.0,259.539,8.63,5.76,11.51,20.15,11.51,38.931,26.032,32.209,12.977,22.398,14.949,29.873,52.297,29.873
1992,15.0,9.73,12.41,5.0,283.709,8.68,5.79,11.57,20.25,11.57,42.556,27.605,35.208,14.185,24.626,16.427,32.825,57.451,32.825
1993,15.0,10.05,12.41,5.0,236.115,8.63,5.75,11.51,20.14,11.51,35.417,23.73,29.302,11.806,20.377,13.577,27.177,47.554,27.177
1994,15.0,10.27,12.41,5.0,238.583,8.6,5.73,11.46,20.06,11.46,35.787,24.502,29.608,11.929,20.518,13.671,27.342,47.86,27.342
1995,15.0,10.66,12.41,5.0,276.377,8.54,5.69,11.39,19.93,11.39,41.456,29.462,34.298,13.819,23.603,15.726,31.479,55.082,31.479
1996,15.0,10.74,12.41,5.0,289.013,8.53,5.69,11.37,19.9,11.37,43.352,31.04,35.867,14.451,24.653,16.445,32.861,57.514,32.861
1997,15.0,10.47,12.41,5.0,265.383,8.57,5.71,11.42,19.99,11.42,39.807,27.786,32.934,13.269,22.743,15.153,30.307,53.05,30.307
1998,15.0,10.47,12.41,5.0,278.429,8.57,5.71,11.42,19.99,11.42,41.764,29.152,34.553,13.921,23.861,15.898,31.797,55.658,31.797
1999,15.0,10.67,12.41,5.0,285.478,8.54,5.69,11.38,19.92,11.38,42.822,30.46,35.428,14.274,24.38,16.244,32.487,56.867,32.487
2000,15.0,10.65,12.41,5.0,269.146,8.54,5.69,11.39,19.93,11.39,40.372,28.664,33.401,13.457,22.985,15.314,30.656,53.641,30.656
2001,15.0,10.7,12.52,5.0,282.509,8.52,5.68,11.36,19.87,11.36,42.376,30.229,35.37,14.125,24.07,16.047,32.093,56.135,32.093
2002,15.0,10.7,12.51,5.0,319.022,8.52,5.68,11.36,19.88,11.36,47.853,34.135,39.91,15.951,27.181,18.12,36.241,63.422,36.241
2003,15.0,10.88,14.02,5.0,408.583,8.27,5.51,11.02,19.29,11.02,61.288,44.454,57.283,20.429,33.79,22.513,45.026,78.816,45.026
2004,15.0,10.71,14.05,5.0,481.423,8.29,5.52,11.05,19.33,11.05,72.213,51.56,67.64,24.071,39.91,26.575,53.197,93.059,53.197
2005,15.0,10.77,14.4,5.0,519.6,8.22,5.48,10.97,19.19,10.97,77.94,55.961,74.822,25.98,42.711,28.474,57.0,99.711,57.0
2006,15.0,10.89,14.69,5.0,567.831,8.16,5.44,10.88,19.05,10.88,85.175,61.837,83.414,28.392,46.335,30.89,61.78,108.172,61.78
2007,15.0,10.84,14.59,5.0,664.536,8.19,5.46,10.92,19.1,10.92,99.68,72.036,96.956,33.227,54.425,36.284,72.567,126.926,72.567
2008,15.0,10.93,14.82,5.0,736.252,8.14,5.43,10.85,18.99,10.85,110.438,80.472,109.113,36.813,59.931,39.978,79.883,139.814,79.883
2009,15.0,10.62,14.79,5.0,673.464,8.19,5.46,10.92,19.1,10.92,101.02,71.522,99.605,33.673,55.157,36.771,73.542,128.632,73.542
2010,15.0,10.55,14.75,5.0,642.595,8.21,5.47,10.94,19.15,10.94,96.389,67.794,94.783,32.13,52.757,35.15,70.3,123.057,70.3
2011,15.0,10.27,14.6,5.0,669.406,8.27,5.51,11.03,19.3,11.03,100.411,68.748,97.733,33.47,55.36,36.884,73.835,129.195,73.835
2012,15.0,9.06,13.35,5.0,598.948,8.64,5.76,11.52,20.16,11.52,89.842,54.265,79.96,29.947,51.749,34.499,68.999,120.748,68.999
2013,15.0,9.38,13.88,5.0,612.984,8.51,5.67,11.35,19.86,11.35,91.948,57.498,85.082,30.649,52.165,34.756,69.574,121.739,69.574
2014,15.0,9.49,14.09,5.0,621.11,8.46,5.64,11.28,19.75,11.28,93.167,58.943,87.514,31.056,52.546,35.031,70.061,122.669,70.061
2015,15.0,9.73,14.77,5.0,542.774,8.33,5.55,11.1,19.43,11.1,81.416,52.812,80.168,27.139,45.213,30.124,60.248,105.461,60.248
2016,15.0,9.95,15.1,5.0,559.357,8.24,5.5,10.99,19.23,10.99,83.904,55.656,84.463,27.968,46.091,30.765,61.473,107.564,61.473
2017,15.0,10.18,15.28,5.0,594.789,8.18,5.45,10.91,19.09,10.91,89.218,60.55,90.884,29.739,48.654,32.416,64.892,113.545,64.892
2018,15.0,10.0,15.12,5.0,644.239,8.23,5.49,10.98,19.21,10.98,96.636,64.424,97.409,32.212,53.021,35.369,70.737,123.758,70.737
2019,15.0,10.0,15.23,5.0,631.573,8.21,5.48,10.95,19.17,10.95,94.736,63.157,96.189,31.579,51.852,34.61,69.157,121.073,69.157
2020,15.0,9.43,15.15,5.0,580.403,8.31,5.54,11.08,19.4,11.08,87.06,54.732,87.931,29.02,48.231,32.154,64.309,112.598,64.309
2021,15.0,9.72,15.18,5.0,657.56,8.26,5.51,11.02,19.28,11.02,98.634,63.915,99.818,32.878,54.314,36.232,72.463,126.778,72.463
2022,15.0,9.88,15.2,5.0,651.983,8.24,5.49,10.98,19.22,10.98,97.797,64.416,99.101,32.599,53.723,35.794,71.588,125.311,71.588
2023,15.0,9.88,14.85,5.0,728.767,8.29,5.53,11.06,19.35,11.06,109.315,72.002,108.222,36.438,60.415,40.301,80.602,141.016,80.602
2024,15.0,9.88,14.85,5.0,776.552,8.29,5.53,11.06,19.35,11.06,116.483,76.723,115.318,38.828,64.376,42.943,85.887,150.263,85.887
2025,15.0,9.88,14.85,5.0,857.904,8.29,5.53,11.06,19.35,11.06,128.686,84.761,127.399,42.895,71.12,47.442,94.884,166.004,94.884
2026,15.0,9.88,14.85,5.0,887.931,8.29,5.53,11.06,19.35,11.06,133.19,87.728,131.858,44.397,73.609,49.103,98.205,171.815,98.205
